,Product_Name,Price,Reviews,Option,Origin,Rate,Platform,Category,Sold_Weekly
655,Oct.5th Bakery Lava Egg Custard Mooncake 8pc 400g,42.99,15,No,Macao,4.4,Yami,Egg Roll,Less than 50
656,Rose With Egg Yolk Flower Cake 320g,8.99,19,7 Options,Mainland China,4.2,Yami,Egg Roll,50+ Sold
657,Tomato egg noodle  288.4g,8.99,14,5 Options,Mainland China,4.6,Yami,Egg Roll,50+ Sold
658,Egg Yolk Puff With Red Bean Paste,9.99,4,4 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
659,Black Egg Yolk Pastry 1pc 58g,2.69,14,No,Mainland China,4.4,Yami,Egg Roll,100+ Sold
660,Cream Egg Cookies Black Sesame 152g,3.39,12,No,Vietnam,4.3,Yami,Egg Roll,200+ Sold
661,Egg Yolk Puff With Matcha Paste,9.99,5,4 Options,Mainland China,4.8,Yami,Egg Roll,200+ Sold
662,SHJ Creamy Wafer Salty Egg Flavor 135g,2.49,11,No,Taiwan,3.8,Yami,Egg Roll,200+ Sold
663,Sweetmonster Egg Cookie 100g,1.59,9,No,Korea,4.8,Yami,Egg Roll,100+ Sold
664,Salted Egg Cassava Chips 230g,17.99,1,2 Options,Singapore,5.0,Yami,Egg Roll,Less than 50
665,HONG KONG White Lotus Seed Paste Mooncake With Egg Yolks 4pc 740g,55.99,5,10 Options,Hong Kong,4.6,Yami,Egg Roll,Less than 50
666,De Xing Mushroom Egg Noodle 780g,4.99,5,No,Mainland China,4.8,Yami,Egg Roll,200+ Sold
667,【Frozen】Fried Rice with Zucchini & Egg 330g,2.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
668,Salted Egg Yolk Flavor Broad Beans 140g,4.59,5,No,Mainland China,4.6,Yami,Egg Roll,200+ Sold
669,J&J Potato Chips Tomato Scrambled Egg Flavor 120g,4.59,4,No,Taiwan,4.2,Yami,Egg Roll,200+ Sold
670,Delicious Cookies and egg rolls Selection 300g,19.99,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
671,XIAANGNIAN Knife Sliced Wheat Core Noodles-Egg Flavor 200g,1.79,4,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
672,YUKI/LOVE Salted Egg Yolk Cake 200g,3.59,1,No,Taiwan,3.0,Yami,Egg Roll,200+ Sold
673,Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,3.99,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
674,ROHTO Deoco  Deodorant Roll-On 30ml,15.95,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
675,Sosu Nose Mint Roll on super mint scent 3ml,10.11,0,No,Japan,0.0,Yami,Egg Roll,200+ Sold
676,HARIO Egg Cooker White,12.51,0,No,Japan,0.0,Yami,Egg Roll,200+ Sold
677,FOOD Enoki Mushroom 175g,2.79,511,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
678,Soft Boiled Spiced Eggs 210g,4.39,469,No,Taiwan,4.5,Yami,Egg Roll,Less than 50
679,Abalone in Premium Oyster Sauce 440g,27.99,0,No,Hong Kong,0.0,Yami,Egg Roll,Less than 50
680,Cooked Fish Balls,3.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
681,Bamboo Shoots with Green Chilli  100g,1.99,3,2 Options,Mainland China,4.7,Yami,Egg Roll,200+ Sold
682,JIXIANGJU ShereddedKelp in Chili Oil 88g,0.79,225,No,Mainland China,4.1,Yami,Egg Roll,Less than 50
683,Cooked Fish Ball Spicy,3.99,3,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
684,Braised Abalone in Scallop Sauce Gift Box 660g,34.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
685,Sauteed Lotus Root 20pcs 600g,6.99,48,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
686,Spicy Lotus Root 168g,4.39,30,No,Mainland China,4.0,Yami,Egg Roll,Less than 50
687,Bamboo Shoots with Red Chilli 100g,1.99,4,2 Options,Mainland China,4.5,Yami,Egg Roll,200+ Sold
688,Braised Abalone 3 Cans,39.99,1,No,Hong Kong,5.0,Yami,Egg Roll,Less than 50
689,FU CHE Soft Boiled Chicken Eggs Tea Flavor 210g,4.39,226,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
690,Seasoned Bamboo shoots 350g,2.69,169,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
691,ONETENG Jumbo Grade Cooked Salted Duck Eggs 290g,3.89,93,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
692,Spicy Lotus 30pcs 900g,8.69,95,No,Mainland China,4.2,Yami,Egg Roll,Less than 50
693,CHIN YEN Fried Gluten With Peanuts 200g,1.69,15,No,Mainland China,4.0,Yami,Egg Roll,100+ Sold
694,Yuannan Special Jizongyin 300g,9.3,23,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
695,Bamboo Shoots (pickled Pepper Flavor) 400g,3.99,13,No,Mainland China,4.8,Yami,Egg Roll,100+ Sold
696,Fried Gluten in Peanuts with Soy Sauce no MSG 170g,1.49,30,No,United States,4.0,Yami,Egg Roll,300+ Sold
697,JXJFOOD Cowpeas in Chili Oil 180g,1.79,13,No,Mainland China,4.7,Yami,Egg Roll,100+ Sold
698,Preserved Cowpea 280g,3.59,28,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
699,FXY Shanghai Spicy Bamboo Shoots 280g,3.99,6,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
700,Seaweed Knots Spicy Flavor 218g,3.49,22,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
701,SUOLUOMEI Needle Mushroom Spicy Flavor 45g,0.99,33,No,Mainland China,3.3,Yami,Egg Roll,Less than 50
702,Spicy Enoki Mushroom 30g*25,8.99,15,No,Mainland China,4.5,Yami,Egg Roll,50+ Sold
703,Smoked Bamboo Shoots 300g,1.99,4,No,Mainland China,4.8,Yami,Egg Roll,200+ Sold
704,WEIFENG Xiang La Dou Chi Ling Yu 184g,3.69,10,2 Options,United States,4.4,Yami,Egg Roll,200+ Sold
705,Spicy Lettuce  30packs  960g,8.99,25,No,Mainland China,2.8,Yami,Egg Roll,Less than 50
706,FXY Sichuan Spicy Bamboo 280g,3.99,8,No,Mainland China,3.4,Yami,Egg Roll,Less than 50
707,Yunnan Special Songrongyin 248g,7.29,12,No,Mainland China,4.6,Yami,Egg Roll,50+ Sold
708,Preserved Mustard 280g,3.59,13,No,Mainland China,4.4,Yami,Egg Roll,100+ Sold
709,FXY Carbon baked bamboo shoots 280g,3.99,10,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
710,Lotus Root Strips (Sour and Hot Flavor) 120g,6.19,11,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
711,Preserved Duck Gees 240g,3.89,5,No,Mainland China,3.4,Yami,Egg Roll,200+ Sold
712,Quail Eggs in Water 425g,3.99,2,No,Thailand,2.5,Yami,Egg Roll,200+ Sold
713,Barbecue Pickled Mushroom 160g,6.99,6,No,Mainland China,3.8,Yami,Egg Roll,Less than 50
714,Shan Chuan Lv Ye Braised Bamboo Shoots 500g,6.99,3,No,Unclear,5.0,Yami,Egg Roll,200+ Sold
715,Seasoned Mixed Vegetable 250g,2.99,3,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
716,Spicy Lotus Root  28g*20pcs,6.49,6,No,Mainland China,2.7,Yami,Egg Roll,Less than 50
717,Abalone 180g,15.99,1,No,Hong Kong,4.0,Yami,Egg Roll,Less than 50
718,Brine Seaweed 700g,6.99,32,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
719,Lotus Root Sweet and Sour Spicy Flavor 100g,1.69,349,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
720,JXJFOOD Pickled Vegetable In Chili Oil 180g,1.69,18,No,Mainland China,4.7,Yami,Egg Roll,300+ Sold
721,GGZ Kelp Spicy Flavor 30bags,8.99,184,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
722,Wild Arrow Bamboo (Boiled Bamboo Shoot) 300g,3.29,41,No,Taiwan,4.9,Yami,Egg Roll,Less than 50
723,Fat Tel Cheung 285g,2.99,2,No,Taiwan,2.0,Yami,Egg Roll,200+ Sold
724,GOURMET FARM Cooked Salted Duck Eggs (Double Yolks) 288g,5.99,143,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
725,Spicy Enoki Mushroom 30g,0.39,118,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
726,JIXIANGJU Cowpea Beans with Pickled Chili 88g,0.79,81,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
727,FUCHE Boiled Eggs Original Flavor 6pcs 150g,4.39,99,No,Taiwan,4.5,Yami,Egg Roll,Less than 50
728,JIXIANGJU Spicy Pickled Radish 80g,0.79,90,No,Mainland China,4.2,Yami,Egg Roll,Less than 50
729,Peeper Preserved Whole Bamboo 90g,1.99,103,No,Mainland China,3.9,Yami,Egg Roll,Less than 50
730,Spicy Cowpea 80g,0.89,1,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
731,Spicy Enoki Mushroom 55g,0.89,180,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
732,JIXIANGJU Cowpea Beans In Chili Oil 228g,2.69,70,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
733,Quail Egges in Water 425g,2.89,53,No,Taiwan,4.6,Yami,Egg Roll,Less than 50
734,Wild Arrow Bamboo (Boiled Bamboo Shoot) 500g,5.69,44,No,Taiwan,4.8,Yami,Egg Roll,Less than 50
735,JIXIANGJU ShereddedKelp in Wild Peeper 88g,0.79,50,No,Mainland China,4.4,Yami,Egg Roll,Less than 50
736,Instant Jellyfish Hot&Spicy Flavor 150g,2.99,25,No,Taiwan,4.3,Yami,Egg Roll,Less than 50
737,Salted Cooked Duck Eggs 300g,3.69,48,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
738,Salted Jellyfish (Slice) 908g,11.99,19,No,Japan,4.4,Yami,Egg Roll,Less than 50
739,Braised Bract Duck Flavor 30 Packs Into 900g,8.99,105,No,Mainland China,4.4,Yami,Egg Roll,Less than 50
740,JINGDUIGU Kelp ( Spicy Flavor) 168g,3.39,17,No,Mainland China,4.9,Yami,Egg Roll,300+ Sold
741,Spicy Needle Mushroom 120g,3.09,25,No,Unclear,3.6,Yami,Egg Roll,Less than 50
742,Snacked bamboo shoot(pickle pepper),3.21,1,No,Mainland China,4.0,Yami,Egg Roll,200+ Sold
743,FXY Mushroom Tender 280g,3.99,12,No,Mainland China,4.5,Yami,Egg Roll,100+ Sold
744,FUCHE Soft Boiled Quail Eggs 6pcs 3.17oz,4.39,1,No,Taiwan,5.0,Yami,Egg Roll,200+ Sold
745,Instant Jellyfish Sesame Oil Flavor 150g,2.39,17,No,Taiwan,3.9,Yami,Egg Roll,100+ Sold
746,Braised Saury 80g,2.19,10,4 Options,Taiwan,3.8,Yami,Egg Roll,200+ Sold
747,LYF Spicy Enoki Mushroom 250g,4.79,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
748,Hot&Spicy Needle Mushroom   115g,2.99,10,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
749,JINGDUIGU Kelp (Sour Spicy Flavor) 168g,3.39,14,No,Mainland China,4.5,Yami,Egg Roll,100+ Sold
750,Spicy Pickled Mushroom 160g,6.99,2,No,Mainland China,3.0,Yami,Egg Roll,100+ Sold
751,JIXIANGJU Pickled Mustard Green 66g,0.69,10,No,Mainland China,4.2,Yami,Egg Roll,100+ Sold
752,JIXIANGJU Five Flavor Pickled Radish 80g,0.79,14,No,Mainland China,3.7,Yami,Egg Roll,100+ Sold
753,JXJFOOD Preserved Vegetables Chili Sauce 180g,1.79,3,No,Mainland China,3.7,Yami,Egg Roll,200+ Sold
754,Crispy White Sardine Hot and Sour Flavor 100g,4.59,7,No,Thailand,3.4,Yami,Egg Roll,1K+ Sold
755,Cooked Salted Duck Eggs 375g,3.69,3,No,Thailand,3.3,Yami,Egg Roll,200+ Sold
756,Canned Mackerel Pike 400g,4.79,3,No,Korea,5.0,Yami,Egg Roll,200+ Sold
757,Peeled Chestnut in Syrup 370g,7.99,3,No,Korea,4.7,Yami,Egg Roll,200+ Sold
758,Spicy Seaweed 28g*20pcs,6.49,4,No,Mainland China,4.0,Yami,Egg Roll,100+ Sold
759,Crispy White Sardine Black Pepper Flavor 100g,4.59,2,No,Thailand,3.0,Yami,Egg Roll,200+ Sold
760,Spicy Kelp Knot 24g*20,6.89,11,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
761,Shan Chuan Lv Ye Braised Bamboo Shoots 500g,6.99,12,No,Unclear,4.9,Yami,Egg Roll,200+ Sold
762,Crispy White Sardine Original Flavor 100g,4.59,8,No,Thailand,4.5,Yami,Egg Roll,200+ Sold
763,FXY Four fresh roasted gluten 280g,3.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
764,Preserved Duck Eggs 375g,3.69,7,No,Thailand,2.6,Yami,Egg Roll,1K+ Sold
765,Fried Gluten with Abalone Vegetarian 170g,1.39,7,No,Taiwan,3.3,Yami,Egg Roll,200+ Sold
766,Crispy Cowpea 80g,0.89,3,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
767,Snacked bamboo shoot(Shiitake mushroom),3.21,2,No,Mainland China,3.0,Yami,Egg Roll,200+ Sold
768,Braised Spicy Squid 80g,3.69,70,4 Options,Taiwan,4.1,Yami,Egg Roll,Less than 50
769,Braised abalone in scallop sauce   140g,15.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
770,Yinxiangxueshan Yunnan Wild Mushroom  120g,4.09,81,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
771,Fresh Fried Sturgeon 227g,4.39,9,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
772,Dried Seaweed Knot 200g,3.14,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
773,Pickle Lotus 30pcs 900g,8.69,59,No,Mainland China,3.6,Yami,Egg Roll,Less than 50
774,Dried Seaweed Crisp Hot and Sour Flavor 160g,2.99,41,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
775,Dried Seaweed Crisp Spicy Flavor 160g,3.29,30,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
776,Enoki Mushroom Spicy 400g,7.29,33,No,Mainland China,4.1,Yami,Egg Roll,Less than 50
777,"Spicy Mushrooms, 150g",3.59,18,No,Mainland China,3.9,Yami,Egg Roll,Less than 50
778,Yuannan Special Ganniuyin 300g,9.3,33,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
779,Boiled Bamboo Shoots 300g,4.99,30,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
780,JIXIANGJU Sheredded Kelp in Sesame 88g,0.79,37,No,Mainland China,3.7,Yami,Egg Roll,Less than 50
781,Spicy Edamame 900g,8.89,24,No,Mainland China,4.0,Yami,Egg Roll,Less than 50
782,Yuannan Special Jizongyin 248g,6.69,16,No,Mainland China,4.3,Yami,Egg Roll,50+ Sold
783,Spicy Bamboo Shoots(with red chili) 100g,1.99,1,2 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
784,Boiled Bracken 300g,5.99,1,No,Mainland China,3.0,Yami,Egg Roll,200+ Sold
785,Smoked Bamboo Shoots 300g,3.49,8,No,Mainland China,5.0,Yami,Egg Roll,Less than 50
786,Instant Jellyfish(Spicy),3.59,6,3 Options,Unclear,4.8,Yami,Egg Roll,1K+ Sold
787,Crispy Lotus Root (Sour and Hot Flavor) 168g,3.99,12,No,Mainland China,4.4,Yami,Egg Roll,100+ Sold
788,Quail Egges in Water 425g,2.99,2,No,Thailand,5.0,Yami,Egg Roll,200+ Sold
789,Canned Tuna Standard 150g,3.5,3,No,Korea,4.0,Yami,Egg Roll,200+ Sold
790,Hot & Spicy Green Soybean 20pcs 600g,6.99,9,No,Mainland China,4.4,Yami,Egg Roll,Less than 50
791,Shan Chuan Lv Ye Braised Bamboo Shoots 500g,6.99,9,No,Unclear,4.4,Yami,Egg Roll,200+ Sold
792,Sauerkraut Shoots 230g,2.79,4,No,Mainland China,4.5,Yami,Egg Roll,200+ Sold
793,Crispy White Sardine Larb Flavor 100g,4.59,5,No,Thailand,4.2,Yami,Egg Roll,1K+ Sold
794,Spicy Mushroom Snack 200g,4.09,6,No,Mainland China,4.3,Yami,Egg Roll,200+ Sold
795,Sliced Lotus root  208g,3.99,6,No,Mainland China,2.7,Yami,Egg Roll,200+ Sold
796,Sliced Lotus root Spicy 208g,3.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
797,Pickled Cowpea Beans in Chili Oil 80g,0.79,65,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
798,Sauteed Lotus 30pcs,8.69,91,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
799,Jingucuisun 320g,2.59,76,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
800,Cold Kelp Silk Fresh Flavor 70g,0.69,38,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
801,Spicy Lotus Root Slices 120g,1.69,60,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
802,Sichuan Style Dried Spicy Radish 280g,3.59,29,No,Mainland China,4.2,Yami,Egg Roll,Less than 50
803,Spicy Kelp knot 120g,2.49,42,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
804,Bean Sturgeon 227g,4.39,24,No,Mainland China,4.9,Yami,Egg Roll,Less than 50
805,Dried Seaweed Crisp Knot Spicy Flavor 160g,3.29,28,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
806,Spicy Mushroom 108g,3.39,33,No,Unclear,4.1,Yami,Egg Roll,Less than 50
807,Vege Best Keichiku Bamboo Shoots 600g,5.99,22,No,Unclear,4.6,Yami,Egg Roll,100+ Sold
808,Pickled Cucumbers 170g,1.49,11,No,United States,4.8,Yami,Egg Roll,200+ Sold
809,Sliced Conch in Abalone Sauce 15oz,7.99,17,No,Mainland China,4.3,Yami,Egg Roll,50+ Sold
810,BBQ Small Potato 205g,3.99,15,No,Mainland China,4.6,Yami,Egg Roll,100+ Sold
811,Bamboo Shoots (Spicy Flavor) 400g,3.99,13,No,Mainland China,4.3,Yami,Egg Roll,100+ Sold
812,Spicy Bamboo Shoots(with green chili) 100g,1.99,2,2 Options,Mainland China,4.5,Yami,Egg Roll,200+ Sold
813,Yuannan Special Ganniuyin 248g,6.59,13,No,Mainland China,4.0,Yami,Egg Roll,50+ Sold
814,Instant Jellyfish(Sour Sweet),3.59,7,3 Options,Mainland China,4.4,Yami,Egg Roll,200+ Sold
815,LYF Braised  Bamboo Shoot 45g,1.29,10,No,Mainland China,4.5,Yami,Egg Roll,100+ Sold
816,JIXIANGJU Pickled Mustard Green 66g,0.79,11,No,Mainland China,4.2,Yami,Egg Roll,100+ Sold
817,Bamboo Shoots (Spiced Flavor) 400g,3.99,11,No,Mainland China,4.1,Yami,Egg Roll,Less than 50
818,JXJFOOD Celtuce in Chili Sauce 180g,1.79,9,No,Mainland China,4.8,Yami,Egg Roll,200+ Sold
819,Preserved Mustard 280g,3.59,9,No,Mainland China,4.9,Yami,Egg Roll,200+ Sold
820,Roasted Diced Tuna  90g,2.19,2,4 Options,Taiwan,3.0,Yami,Egg Roll,200+ Sold
821,Crispy Bamboo Shoots 300g,2.99,3,No,Mainland China,3.7,Yami,Egg Roll,200+ Sold
822,Hong Gui Ren Taiwan Traditional Minced Pork Sauce Packet 6 Packets No Preservatives,29.99,1,No,Unclear,3.0,Yami,Egg Roll,Less than 50
823,Snacked bamboo shoot(Spicy),3.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
