Product_Name,Brand,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Potato Chips Stax Cheese Flavor 104g,lay's,0,3.29,10 Options,Mainland China,0,Yami,Chips,25,100,82.25
Corn Cheese Flavor Banana Chips 45g,hom,0,2.79,2 Options,Thailand,4.1,Yami,Chips,400,1600,1116
Kkobug Chips Shrimp Flavor 160g,orion,0,3.69,4 Options,Korea,3,Yami,Chips,400,1600,1476
Kkobug Chips Sweet Cinnamon Flavor 160g,orion,0,3.99,4 Options,Korea,5,Yami,Chips,400,1600,1596
Baked Shrimp Flavored Chips 28g,calbee,0,0.59,5 Options,Japan,4.9,Yami,Chips,200,800,118
Black Pepper Cassava Chips 84g,jans,0,2.19,3 Options,Indonesia,4,Yami,Chips,400,1600,876
Yum Chips Alrtifical Miso Steak Flavor  90g,aiyomi,0,2.59,4 Options,Mainland China,4.8,Yami,Chips,300,1200,777
Mango Fruit Chips 50g,paradise green,0,2.89,No,Thailand,4.3,Yami,Chips,400,1600,1156
Spicy Flavor 50g,angel potato chips,25,1.49,9 Options,Mainland China,3.8,Yami,Chips,300,1200,447
Potato Chips Spicy Flavor 100g,zidi potato,22,2.99,4 Options,Mainland China,4.9,Yami,Chips,400,1600,1196
Potato Chips Sichuan Pepper Flavor 100g,zidi potato,33,2.99,4 Options,Mainland China,4.7,Yami,Chips,400,1600,1196
Thin Potato Chips Kiniro Butter 42g,calbee,3,2.49,No,Japan,5,Yami,Chips,200,800,498
Shrimp Flavored Chips 45g,nongshim,190,1.49,No,Korea,4.7,Yami,Chips,400,1600,596
Hawthorn Chips 150g,osay,2,2.49,No,Mainland China,4.5,Yami,Chips,400,1600,996
White Chocolate Potato Chips 36g,bourbon,3,2.69,No,Japan,4.7,Yami,Chips,200,800,538
Korean Ramen Flavor Chips 47g,lay's,0,1.99,No,Mainland China,0,Yami,Chips,400,1600,796
LAY'S Potato Chips Braised Pork Flavor 90g,lay's,6,3.49,No,Mainland China,4.8,Yami,Chips,25,100,87.25
Potato Chips(Mustard Flavor ) 50g,oishi,49,2.19,8 Options,Mainland China,4.8,Yami,Chips,400,1600,876
Potato Chips Italian Flavor 40g,lay's,62,1.49,No,Mainland China,4.8,Yami,Chips,25,100,37.25
Baked Potato Chips Original 104g,orion,25,3.49,5 Options,Korea,4.6,Yami,Chips,400,1600,1396
Potato Chips Tomato 104g,lay's,155,3.29,10 Options,Mainland China,4.9,Yami,Chips,400,1600,1316
Potato Chips Beer Flavor 70g,lay's,11,2.69,No,Mainland China,4.6,Yami,Chips,25,100,67.25
Potato Chips Grilled Squid Flavor 135g,lay's,11,3.69,10 Options,Mainland China,4.8,Yami,Chips,25,100,92.25
Aerial Cheese Flavor Chips Snack 70g,ybc,131,2.59,2 Options,Japan,4.8,Yami,Chips,400,1600,1036
Baked Potato Chips Honey 104g,orion,15,3.49,5 Options,Korea,4.1,Yami,Chips,400,1600,1396
K-Chips Grilled Corn Flavor,lotte korea,7,3.49,3 Options,Korea,3.7,Yami,Chips,25,100,87.25
Crawfish Flavor Chips 40g,wenheyou,1,3.29,No,Mainland China,5,Yami,Chips,400,1600,1316
Garlic Shrimp Chips 82g,good life finute,3,3.99,3 Options,Korea,5,Yami,Chips,400,1600,1596
Shrimp Chips Wasabi Flavor 60g,calbee,1,2.49,No,Japan,4,Yami,Chips,200,800,498
Pride Potato Chips Kobe Beef 58g,koikeya,1,2.39,No,Japan,5,Yami,Chips,400,1600,956
Potato Chips Demon Soup Flavor 56g,koikeya,1,2.29,4 Options,Japan,5,Yami,Chips,400,1600,916
Giza Potato Chips Plum Flavor 58g,calbee,1,2.29,3 Options,Japan,5,Yami,Chips,200,800,458
Anytime Chuck Tortilla Chips Salt Flavor 6pcs,koikeya,1,4.19,No,Japan,5,Yami,Chips,400,1600,1676
Corn Chips 115g?€?Best Before 8/18/2021?€?,good life finute,1,3.99,No,Korea,3,Yami,Chips,400,1600,1596
Taro Chips Lime Flavor 60g,lay's,0,2.19,2 Options,Mainland China,4.7,Yami,Chips,400,1600,876
"Coconut Chips Mango Flavor, 60g",chun guang,0,2.69,No,Mainland China,4.5,Yami,Chips,200,800,538
Original Potato Chips 850.5g,cape cod,0,4.99,No,Mainland China,5,Yami,Chips,200,800,998
Potato Chips Yakitomorokoshi Butter Flavor 50g,yamayoshi,0,2.19,No,Japan,5,Yami,Chips,400,1600,876
Yam Chips Salted Rib Flavor 90g,lay's,0,2.99,No,Mainland China,4.6,Yami,Chips,400,1600,1196
Golden Fried Crab Flavor Potato Chips 135g,lay's,0,3.59,No,Mainland China,5,Yami,Chips,25,100,89.75
Potato Deep Ridge Chips Pepper Chicken Flavor 40g,lay's,0,1.99,No,Mainland China,5,Yami,Chips,400,1600,796
MATON Casava Chips Cheese 75g,matoh,0,1.39,3 Options,Indonesia,4.4,Yami,Chips,400,1600,556
WL Spicy Potato Chips 40g,weilong,0,2.89,No,Mainland China,4.3,Yami,Chips,400,1600,1156
Lays' Potato Avocado Chips Wasabi Flavor 90g,lay's,0,2.99,10 Options,Mainland China,4.2,Yami,Chips,400,1600,1196
Potato Chips Seaweed Flavor 318g,lz,0,6.59,3 Options,Mainland China,3.1,Yami,Chips,25,100,164.75
Potato Chips Braised Pork Flavor 104g,lay's,0,3.29,10 Options,Mainland China,4.9,Yami,Chips,25,100,82.25
Crab Chips 10 Packs,mimi,147,1.99,No,Mainland China,4.5,Yami,Chips,400,1600,796
Potato Chips Black Pepper 104g,lay's,41,3.29,10 Options,Mainland China,4.7,Yami,Chips,25,100,82.25
Potato Chips Cherry Blossom Rice Wine Flavor 60g,lay's,26,2.29,3 Options,Mainland China,4.3,Yami,Chips,25,100,57.25
Chinese Yam Chips Cumin Flavor 180g,wolong,35,4.99,4 Options,Mainland China,4.3,Yami,Chips,400,1600,1996
LAY'S Potato Chips Barbecue Flavor 90g,lay's,1,3.49,No,Mainland China,5,Yami,Chips,25,100,87.25
Potato Chips Seaweed Flavor 65g,lay's,14,2.29,3 Options,Mainland China,4.7,Yami,Chips,25,100,57.25
Potato Chips Spicy Crayfish Flavor 50g,lay's,7,2.19,3 Options,Mainland China,4.3,Yami,Chips,25,100,54.75
Chinese Yam Chips BBQ Flavor 180g,wolong,21,4.99,4 Options,Mainland China,3.9,Yami,Chips,400,1600,1996
Air Fried Crab Chips,hip-hop shrimp,3,3.99,No,Mainland China,4.7,Yami,Chips,400,1600,1596
Potato Chips Seaweed Flavor 65g,lay's,14,2.29,3 Options,Mainland China,4.7,Yami,Chips,25,100,57.25
Chinese Yam Chips BBQ Flavor 180g,wolong,21,4.99,4 Options,Mainland China,3.9,Yami,Chips,400,1600,1996
Japanese Thick Potato Chips RIch Sour Cream Onion Flavor 60g,ybc,17,2.29,No,Japan,4.6,Yami,Chips,400,1600,916
Potato Chips Tomato Flavor 70g,lay's,14,2.99,2 Options,Mainland China,4.4,Yami,Chips,25,100,74.75
Corn Chips 238g,kabuto,2,4.49,No,Korea,5,Yami,Chips,400,1600,1796
Potato Chips Assorted Seafood Flavor 56g,koikeya,8,2.29,4 Options,Japan,4.5,Yami,Chips,400,1600,916
Baked Hot Garlic Shrimp Flavored Chips 94g,calbee,204,1.79,5 Options,Japan,4.7,Yami,Chips,300,1200,537
Potato Chips Original Flavor+Cucumber Flavor+Tomato Sauce Flavor,lay's,4,6.99,No,Mainland China,5,Yami,Chips,25,100,174.75
Dark Chocolate Potato Chips 120g,chikodo,1,10.99,2 Options,Mainland China,5,Yami,Chips,25,100,274.75
Potato Chips Ishigaki Sea Salt Flavor 60g,calbee,3,2.59,3 Options,Japan,5,Yami,Chips,200,800,518
Potato Chips Miyazaki Roasted Chicken Flavor 75g,lay's,2,2.99,No,Mainland China,5,Yami,Chips,25,100,74.75
Garlic Crab Chips 82g?€?Best Before 8/18/2021?€?,good life finute,1,3.99,3 Options,Korea,5,Yami,Chips,400,1600,1596
Potato Chips Usujio Flavor 115g,calbee,2,4.69,No,Japan,4.5,Yami,Chips,200,800,938
Potato Chips Baked Brulee Flavour 65g,lay's,0,2.19,No,Mainland China,5,Yami,Chips,400,1600,876
Taro Chips Sea Salt And Black Pepper Flavor 60g,lay's,0,2.89,2 Options,Mainland China,4.8,Yami,Chips,400,1600,1156
Golden Corn Chips 117g,crown,0,2.49,No,Korea,4.3,Yami,Chips,25,100,62.25
Potato Chips Mala Barbecue Flavor 65g,lay's,0,1.99,No,Mainland China,4.6,Yami,Chips,400,1600,796
Taro Chips Salt Flavor 62g,cadina,0,2.29,No,Taiwan,4.8,Yami,Chips,200,800,458
Potato Chips Signature Mala Salted Egg Flavor 50g,tasto,0,3.29,No,Thailand,4.5,Yami,Chips,400,1600,1316
Potato Chips Spicy Chili Flavor 43g,lay's,0,1.99,7 Options,Mainland China,5,Yami,Chips,400,1600,796
Potato Chips Salt&Pepper Flavor 43g,lay's,0,1.69,7 Options,Mainland China,5,Yami,Chips,400,1600,676
Chips Beech Mushroom,shirakiku,0,3.99,No,Japan,4.2,Yami,Chips,400,1600,1596
Casava Chips Balado 75g,matoh,0,1.39,3 Options,Indonesia,4.7,Yami,Chips,400,1600,556
Shrimp Flavored Chips Family Pack 200g,nongshim,0,5.49,No,Korea,4.9,Yami,Chips,400,1600,2196
AISHANG Shrimp Spicy Flavor Chips 720g,mimi,0,5.79,No,Mainland China,4.5,Yami,Chips,400,1600,2316
Banana Yogurt Shrimp Chips 240g,good life finute,0,8.59,3 Options,Korea,4.3,Yami,Chips,400,1600,3436
Potato Chips Cup Noodles Black Pepper Crab Flavor 50g,nissin,0,1.99,3 Options,Japan,4.7,Yami,Chips,400,1600,796
Crab Chips 10 Packs,mimi,147,1.99,No,Mainland China,4.5,Yami,Chips,400,1600,796
Shrimp Flavored Chips 10 Packs,mimi,212,1.99,No,Mainland China,4.8,Yami,Chips,400,1600,796
Lay's-Potato Chips (Blk Truffle &Blk Pepper) 104g,lay's,2,3.49,No,Mainland China,5,Yami,Chips,25,100,87.25
Crispy Strawberry&Apple Chips 25g,greenday,16,3.29,No,Thailand,4.2,Yami,Chips,25,100,82.25
Potato Chips Cucumber Flavor 40g,lay's,108,1.49,No,Mainland China,4.6,Yami,Chips,400,1600,596
Chinese Yam Chips Spicy 180g,wolong,25,4.99,4 Options,Mainland China,4.4,Yami,Chips,400,1600,1996
Potato Chips Lemon Flavor 65g,lay's,12,2.39,3 Options,Mainland China,4.2,Yami,Chips,25,100,59.75
Yam Chips Chicken Wing Flavor 80g,lay's,0,2.39,3 Options,Mainland China,0,Yami,Chips,400,1600,956
Potato Chips Numb & Spicy Hot Pot Flavor 145g+20g,lay's,10,3.69,No,Mainland China,5,Yami,Chips,25,100,92.25
Potato Chips Tomato Flavor 90g,jack n jill,12,2.59,No,Australia,4.8,Yami,Chips,400,1600,1036
Corn Chips 118g,crown,1,3.99,No,Korea,5,Yami,Chips,25,100,99.75
Family Size Potato Chips Spicy Flavor 140g,tasto,4,5.99,No,Thailand,5,Yami,Chips,400,1600,2396
Strong Potato Chips Special Sour Cream Onion,koikeya,2,2.19,No,Japan,4.5,Yami,Chips,400,1600,876
Jaga Choco Potato Chips 36g,bourbon,3,2.79,No,Japan,3.7,Yami,Chips,200,800,558
Happy is Yummy Potato Chips 45g,cadina,5,2.49,No,Taiwan,4.2,Yami,Chips,200,800,498
Potato Chips Wasabi Flavor 135g,lay's,3,4.49,No,Mainland China,5,Yami,Chips,25,100,112.25
Baked Potato Chips Salad 104g,orion,4,3.49,5 Options,Korea,4.5,Yami,Chips,400,1600,1396
White Chocolate Potato Chips 120g,chikodo,3,10.99,2 Options,Mainland China,5,Yami,Chips,25,100,274.75
Triple Thick Potato Chips Salt Flavor 50g,calbee,0,2.79,No,Japan,4.5,Yami,Chips,200,800,558
Shio Potato Chips Vegetable Flavor 57g,koikeya,0,2.29,No,Japan,4,Yami,Chips,400,1600,916
Potato Chips Tomato Flavor 45g,three squirrels,0,2.29,No,Mainland China,4.6,Yami,Chips,400,1600,916
Potato Chips Spicy Braised Duck Neck Flavor 125g,lay's,0,3.99,No,Mainland China,5,Yami,Chips,25,100,99.75
Potato Chips Salted Egg Yolk Shrimp Flavor 65g,lay's,0,1.99,No,Mainland China,4.7,Yami,Chips,400,1600,796
Potato Chips Butter Spicy Hot Pot Flavor 65g,lay's,0,1.99,No,Mainland China,4.7,Yami,Chips,400,1600,796
Special Edition JACK  JILL Potato Chips Salmon Sushi Flavor 52g,jane jane,0,3.49,No,Taiwan,4.8,Yami,Chips,400,1600,1396
Potato Chips Tomato Flavor 80g,xiaowangzi,0,2.39,7 Options,Mainland China,5,Yami,Chips,400,1600,956
Potato Chips Tomato Stew Flavor 80g,xiaowangzi,0,2.39,7 Options,Mainland China,4,Yami,Chips,400,1600,956
Potato Chips BBQ Flavor 130g,xiaowangzi,0,3.59,7 Options,Mainland China,5,Yami,Chips,400,1600,1436
Potato Chips Tokyo Yakitori Flavor 43g,lay's,0,1.99,7 Options,Mainland China,4.5,Yami,Chips,400,1600,796
GLF Corn Chips 336g,good life finute,0,8.59,No,Korea,4.9,Yami,Chips,400,1600,3436
Potato Chips Spicy Crayfish Flavor 70g,lay's,0,2.49,7 Options,Mainland China,4.7,Yami,Chips,400,1600,996
Potato Chips Tomato Flavor 318g,lz,0,6.59,3 Options,Mainland China,3.8,Yami,Chips,25,100,164.75
Organic Coconut Chips 340g,paradise green,0,6.99,No,Thailand,5,Yami,Chips,400,1600,2796
Chinese Yam Chips Sichuan Spicy Flavor 70g,bestore,0,1.99,2 Options,Mainland China,0,Yami,Chips,200,800,398
Potato Chips Wasabi Flavor 70g,lay's,0,2.49,No,Mainland China,5,Yami,Chips,400,1600,996
Potato Chips BBQ 104g,lay's,45,3.29,10 Options,Mainland China,4.7,Yami,Chips,25,100,82.25
Potato Chips LuoSiFen Flavor 60g,lay's,47,3.49,No,Mainland China,4.3,Yami,Chips,25,100,87.25
Mimi Shrimp Chips Beef  Flavor 180g,aishang,34,1.99,4 Options,Mainland China,4.6,Yami,Chips,100,400,199
Hot Spicy Potato Chips 50g,four seas,34,2.59,2 Options,Mainland China,4.3,Yami,Chips,400,1600,1036
Potato Chips Cherry Blossom Rice Wine Flavor 90g,lay's,10,3.29,2 Options,Mainland China,4.4,Yami,Chips,25,100,82.25
Potato Chips plum Favor 55g,koikeya,17,2.59,No,Japan,4.6,Yami,Chips,25,100,64.75
Lay's Potato Chips Spicy Crayfish Flavor 104g,lay's,9,3.49,No,Mainland China,4.7,Yami,Chips,25,100,87.25
Potato Chips Tomato Flavor 40g,lay's,26,1.49,No,Mainland China,4.3,Yami,Chips,25,100,37.25
Baked Potato Chips Tomato 104g,orion,24,3.49,5 Options,Korea,4.6,Yami,Chips,400,1600,1396
Potato Chips BBQ Flavor 40g,lay's,14,1.49,No,Mainland China,4.7,Yami,Chips,25,100,37.25
Potato Chips Original 40g,lay's,11,1.49,No,Mainland China,4.8,Yami,Chips,25,100,37.25
Lay's-Potato Chips(Roasted seaweed) 104g x 24cans/cs,lay's,2,3.99,No,Mainland China,4.5,Yami,Chips,25,100,99.75
Potato Chips Baked Plum Flavor 54g,koikeya,9,2.29,4 Options,Japan,4,Yami,Chips,25,100,57.25
Lay's Potato Chips Spicy Crayfish Flavor 104g,lay's,9,3.49,No,Mainland China,4.7,Yami,Chips,25,100,87.25
Potato Chips BBQ Flavor 70g,lay's,11,2.99,2 Options,Mainland China,3.6,Yami,Chips,25,100,74.75
Sweet Potato Chips Original Flavor 140g,liancheng,4,6.29,No,Taiwan,4.2,Yami,Chips,25,100,157.25
Potato Chips  Lime Flavor 145g,lay's,5,3.69,No,Mainland China,5,Yami,Chips,25,100,92.25
Potato Chips Sea Salt Flavor 65g,lay's,1,2.39,3 Options,Mainland China,5,Yami,Chips,400,1600,956
Petit Chips Seaweed Flavor 54g,bourbon,1,1.69,2 Options,Japan,5,Yami,Chips,200,800,338
Corn Chips South American BBQ Flavor 40g,oishi,0,1.99,No,Mainland China,0,Yami,Chips,400,1600,796
Turtle Chips Corn Soup 295g,orion,4,7.99,No,Korea,5,Yami,Chips,400,1600,3196
Giza Giza Potato Chips Spicy Flavor 58g,calbee,0,2.29,No,Japan,4.6,Yami,Chips,200,800,458
"Coconut Chips Original Flavor, 60g",chun guang,0,2.69,No,Mainland China,4.8,Yami,Chips,200,800,538
Potato Chips Original Flavor 45g,three squirrels,0,2.29,No,Mainland China,4.4,Yami,Chips,400,1600,916
Potato Chips Cucumber Flavor 45g,three squirrels,0,2.29,No,Mainland China,4.3,Yami,Chips,400,1600,916
Purple Sweet Potato Chips Coconut Milk Flavor 90g,lay's,0,2.99,No,Mainland China,4.3,Yami,Chips,400,1600,1196
Toffee Flavor Potato Chips 125g,lay's,0,3.49,No,Mainland China,3.7,Yami,Chips,25,100,87.25
Potato Chips BBQ Flavour 60g,jane jane,0,2.49,4 Options,Taiwan,4.3,Yami,Chips,400,1600,996
Potato Chips Original Flavor 130g,xiaowangzi,0,2.39,7 Options,Mainland China,4,Yami,Chips,400,1600,956
Salted Egg Yolk Potato Chips 90g,oishi,0,3.99,No,Mainland China,4.5,Yami,Chips,400,1600,1596
Japanese Thick Potato Chips Yuzu Flavor 60g,ybc,0,2.29,No,Japan,4.8,Yami,Chips,400,1600,916
Potato Chips Miyazaki Fried Chicken Flavor 43g,lay's,0,1.99,7 Options,Mainland China,5,Yami,Chips,400,1600,796
Baogangshupian Potato Chips Triple Hotness Flavor 70g,laua,0,2.99,No,Mainland China,4.1,Yami,Chips,400,1600,1196
"Shrimp Chips Spicy Crayfish,180g",aishang,0,2.99,No,Mainland China,4.4,Yami,Chips,300,1200,897
Shrimp Chips Sour Cream & Onion Flavor 72g,marco polo,0,2.99,2 Options,Indonesia,4.3,Yami,Chips,25,100,74.75
Octopus Flavored Tako Chips Family Pack 286g,nongshim,0,5.49,No,Korea,4.1,Yami,Chips,400,1600,2196
Potato Chips Tomato Ketchup Flavor 50g,oishi,0,2.19,8 Options,Mainland China,4.6,Yami,Chips,400,1600,876
Baked Potato Chips Beef 104g,orion,15,3.49,5 Options,Korea,4.6,Yami,Chips,400,1600,1396
Corn Chips 70g,ybc,3,2.29,No,Japan,5,Yami,Chips,400,1600,916
Potato Chips Braised Flavor+ BBQ Flavor+Squid Flavor,lay's,5,6.99,No,Mainland China,4.6,Yami,Chips,25,100,174.75
Potato Chips Chicken Flavor 60g,calbee,3,2.29,3 Options,Japan,5,Yami,Chips,200,800,458
Potato Chips Sour Cream Onion Flavor 56g,koikeya,6,2.29,4 Options,Japan,4.5,Yami,Chips,400,1600,916
Sweet Potato Chips Brown Sugar Flavor 140g,liancheng,4,6.29,No,Taiwan,5,Yami,Chips,25,100,157.25
Crunch Potato Chips Double Salt 60g,calbee,2,2.69,No,Japan,5,Yami,Chips,200,800,538
Banana Yoghurt Shrimp Chips 82g,good life finute,4,3.99,3 Options,Korea,4.8,Yami,Chips,400,1600,1596
Chip Star Potato Chips Sour Cream Onion 50g,ybc,5,2.39,No,Japan,4,Yami,Chips,400,1600,956
Potato Chips Coffee Jelly Oolong Milk Tea Flavor 65g,lay's,0,2.29,No,Mainland China,4.4,Yami,Chips,400,1600,916
"Coconut Chips Durian Flavor, 60g",chun guang,0,2.69,No,Mainland China,4.8,Yami,Chips,200,800,538
Salted Egg Cassava Chips 230g,irvins,0,17.99,2 Options,Singapore,5,Yami,Chips,200,800,3598
J&J Potato Chips Tomato Scrambled Egg Flavor 120g,jane jane,0,4.59,No,Taiwan,4.2,Yami,Chips,400,1600,1836
Takoyaki Ball Snack Chips 90g,calbee,0,2.29,No,Japan,4.5,Yami,Chips,200,800,458
Potato Chips Salted Egg Flavor 46g,lay's,0,2.19,3 Options,Mainland China,4.6,Yami,Chips,400,1600,876
Potato Chips Tomato Flavor 130g,xiaowangzi,0,3.59,7 Options,Mainland China,4,Yami,Chips,400,1600,1436
Potato Chips Tomato Stew Flavor 130g,xiaowangzi,0,3.59,7 Options,Mainland China,5,Yami,Chips,400,1600,1436
Potato Chips Salt Flavor 65g,calbee,0,2.59,No,Japan,4.7,Yami,Chips,200,800,518
STRONG Thick Cut Potato Chips Thick Roasted Garlic Wagyu Flavored Potato Chips 56g,koikeya,0,1.99,No,Japan,4.3,Yami,Chips,400,1600,796
Sweet Potatos Chips 80g,beans family,0,2.29,No,Taiwan,4.8,Yami,Chips,300,1200,687
Potato Chips Hokkaido Cheese 43g,lay's,0,1.99,7 Options,Mainland China,4.9,Yami,Chips,400,1600,796
Potato Chips Osaka Takoyaki Flavor 43g,lay's,0,1.99,7 Options,Mainland China,5,Yami,Chips,400,1600,796
Potato Chips - Truffle Salt Flavor 53g,huayuan,0,1.39,No,Taiwan,4.7,Yami,Chips,400,1600,556
Casava Chips Sambal Hot Flavor 75g,matoh,0,1.39,3 Options,Indonesia,3.3,Yami,Chips,400,1600,556
Shrimp Chips BBQ Flavor 72g,marco polo,0,2.99,2 Options,Indonesia,3.7,Yami,Chips,25,100,74.75
Chip Star Potato Chips Seaweed 115g,nabisco,0,4.39,2 Options,Japan,5,Yami,Chips,400,1600,1756
Potato Chips Steak Flavor 318g,lz,0,6.59,3 Options,Mainland China,4.8,Yami,Chips,25,100,164.75
Potato Chips Spicy BBQ Flavor 52g,tasto,0,2.79,4 Options,Thailand,4.6,Yami,Chips,400,1600,1116
Potato Chips Cup Noodles Tom Yum Goong Flavor 50g,nissin,0,1.99,3 Options,Japan,4.8,Yami,Chips,400,1600,796
Xiao Zi Shi Guang Hawthorn Chips 150g,konsam,15,2.39,No,Mainland China,4.7,Yami,Chips,25,100,59.75
Korean Semi-dried Sweet Potato with Roasted Coconut Chips 60g,koko farm,0,2.79,2 Options,Korea,4.2,Yami,Chips,400,1600,1116
Fish Chips Salted Egg Yolk 50g,dah tien,0,3.09,4 Options,Taiwan,4.4,Yami,Chips,25,100,77.25
Fish Chips Basil Flavor 50g,dah tien,0,3.09,4 Options,Taiwan,4.3,Yami,Chips,25,100,77.25
Chips Ahoy! Prince Chocolate Cookie 85g,danone,0,2.89,No,Mainland China,0,Yami,Chips,25,100,72.25
Rice Chips 280g,kaqi,17,2.49,No,Mainland China,4.2,Yami,Chips,25,100,62.25
LianCheng Taro Chips-Salt 90g,liancheng,3,7.99,No,Taiwan,4,Yami,Chips,25,100,199.75
Potato Chips Matcha Flavor,bourbon,0,3.49,No,Japan,3.8,Yami,Chips,200,800,698
Fish Skin Chips Original Flavor 110g,hong kong un chi,0,5.79,4 Options,Hong Kong,4.5,Yami,Chips,400,1600,2316
HONG KONG UNCHI Fish Skin Chips Salted Egg Yolk Flavor 50g,hong kong un chi,0,5.79,4 Options,Hong Kong,3.7,Yami,Chips,400,1600,2316
Black Rice Chips Spicy Flavor 100g,shaerge,33,1.49,No,Mainland China,4.2,Yami,Chips,400,1600,596
TAIYANG Sun Rice Chips Cumin Flavor 50g,xasunfood,24,0.99,No,Mainland China,3.4,Yami,Chips,400,1600,396
Seaweed-Pumpkin Chips 60g,bestore,0,5.89,No,Mainland China,0,Yami,Chips,200,800,1178
Petit Potato Chips Edamame Flavor 36g,bourbon,0,1.69,No,Japan,0,Yami,Chips,200,800,338
Potato Chips BBQ Flavor 80g,xiaowangzi,0,2.39,No,Mainland China,2,Yami,Chips,400,1600,956
HONG KONG UNCHI Fish Skin Chips Black Pepper Flavor 110g,hong kong un chi,0,5.79,4 Options,Hong Kong,4.3,Yami,Chips,400,1600,2316
Black Rice Chips Shallot Flavor 100g,shaerge,30,1.49,No,Mainland China,4.2,Yami,Chips,400,1600,596
Sliced Noodle Chips-Spicy Flavor 106g,hesai,1,2.39,No,Mainland China,4,Yami,Chips,400,1600,956
HONG KONG UNCHI Fish Skin Chips Spicy Flavor 110g,hong kong un chi,0,5.79,4 Options,Hong Kong,3.4,Yami,Chips,400,1600,2316
Sweet Monste Chips in Popo 110g,sweet monster,0,1.59,No,Korea,4.7,Yami,Chips,400,1600,636
Crispy Noodle Italian Flavor 40g,unif,119,1.09,5 Options,Taiwan,4.6,Yami,Chips,400,1600,436
GGE Hot Spicy Flavor Wheat Cracker 78g`,weilih,253,1.89,9 Options,Taiwan,4.8,Yami,Chips,400,1600,756
Crispy Noodle BBQ Chicken Wing Flavor 40g,unif,259,1.09,5 Options,Taiwan,4.7,Yami,Chips,400,1600,436
Shrimp Crackers Hot and Spicy Flavor 75g,nongshim,144,1.49,No,Korea,4.5,Yami,Chips,400,1600,596
LONELY GOD Vegetable Flavor Potato Twists 42g,want want,305,1.49,4 Options,Taiwan,4.8,Yami,Chips,400,1600,596
XIAOHUANXIONG Snack Instant Noodle Spciy Crab Flavor 1.62 Ounces,unif,346,1.09,5 Options,Taiwan,4.6,Yami,Chips,400,1600,436
Natural Farm Rice Crackers  60g,want want,80,1.29,6 Options,Taiwan,4.7,Yami,Chips,400,1600,516
Senbei Cheese Rice Crackers 108g,want want,185,2.59,No,Taiwan,4.6,Yami,Chips,400,1600,1036
Lonely God Snack Rose 86g,want want,2,2.99,No,Taiwan,4,Yami,Chips,400,1600,1196
Lonely God Snack Rose 45g,want want,2,1.79,No,Taiwan,4.5,Yami,Chips,400,1600,716
Rice Cracker New Year Gift Pack 828g,want want,6,19.99,No,Taiwan,5,Yami,Chips,400,1600,7996
Crispy Noodle Snack BBQ Flavor 40g,unif,242,1.09,5 Options,Taiwan,4.7,Yami,Chips,400,1600,436
Japanese Seaweed Rice Crackers 160g,want want,230,3.29,4 Options,Taiwan,4.8,Yami,Chips,400,1600,1316
GGE Tempura Wheat Cracker 80g,weilih,146,1.89,9 Options,Taiwan,4.7,Yami,Chips,400,1600,756
A???LA???Potato Ususshio-Aji 72g,calbee,1,2.59,2 Options,Japan,4,Yami,Chips,200,800,518
Potato Stix Tomato 70g,orion,34,2.59,10 Options,Korea,4.8,Yami,Chips,400,1600,1036
Kappa Ebisen Norishio Shrimp Crackers 70g,calbee,1,2.29,No,Japan,5,Yami,Chips,200,800,458
Leisure Senbei Rice Crackers 155g,want want,59,3.69,No,Taiwan,4.8,Yami,Chips,400,1600,1476
Shelly Senbei Rice Crackers 150g,want want,226,2.59,9 Options,Taiwan,4.8,Yami,Chips,400,1600,1036
Mixed Squid Flavored Crackers 120g,kaka,0,6.99,No,Taiwan,0,Yami,Chips,400,1600,2796
Energy 99 Egg Roll 180g -Yam Flavor,pei tien,148,2.59,4 Options,Taiwan,4.4,Yami,Chips,400,1600,1036
GUAI GUAI Rice Cracker Condensed Milk Flavor 52g,kwan,90,1.99,2 Options,Taiwan,4.7,Yami,Chips,400,1600,796
A???LA???Potato Jyaga Butter 72g,calbee,5,2.69,2 Options,Japan,4.6,Yami,Chips,25,100,67.25
Bonbon Style Snack 300g,mirae bakery,0,3.99,No,Korea,0,Yami,Chips,400,1600,1596
Rice Cracker Age Ichiban Kameda 138g,kameda,0,4.39,No,Japan,0,Yami,Chips,400,1600,1756
Chip Star Aroma Sesame Oil 50g,ybc,0,2.29,No,Japan,0,Yami,Chips,400,1600,916
Shrimp Crackers 75g,nongshim,58,1.49,No,Korea,4.7,Yami,Chips,400,1600,596
Jyagaimokokochi Furanosan Butter 58g,koikeya,1,2.29,No,Japan,4,Yami,Chips,400,1600,916
Rice Cracker Norimaki Arare Wasabi 85g,shirakiku,0,2.69,No,Japan,0,Yami,Chips,400,1600,1076
Rice Cracker Soy Sauce Flavor 72g,calbee,0,2.49,No,Japan,0,Yami,Chips,200,800,498
CALBEE Shrimp Cracker 90g,calbee,0,3.29,No,Japan,0,Yami,Chips,200,800,658
Rich Pack Bino Tasty Salt 45g,tohato,0,1.99,No,Japan,0,Yami,Chips,400,1600,796
Rice Cracker Potapota Yaki 122g,kameda,0,4.49,No,Japan,0,Yami,Chips,400,1600,1796
