Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3
Mini White Chocolate Sandwich Biscuits 42g,https://www.yamibuy.com/en/p/blanchul-mini-chocolate-hokkaido-white-41g/1016075651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,,,$2.59,$2.69,4% OFF,Mini White Chocolate Sandwich Biscuits 42g,23,Japan,4.7
Sylvaine Chocolate Cake 119g,https://www.yamibuy.com/en/p/bourbon-sylvaine-chocola-119g/1016075621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,,,$4.69,$4.99,7% OFF,Sylvaine Chocolate Cake 119g,6,Japan,4.7
Meal Replacement Milk Shake (Hazelnut & Dark Chocolate) 75g,https://www.yamibuy.com/en/p/wonderlab-meal-replacement-milk-shake-hazelnut-black-chocolate-75g/1020045311,https://cdn.yamibuy.net/item/52cef80ebf6ee5fc23bb121149ababf6_684x684.webp,WONDERLAB,,,6 Options,$5.29,$5.99,12% OFF,Meal Replacement Milk Shake (Hazelnut & Dark Chocolate) 75g,Be the first!,China,4.5
Planet Cup 1.02kg,https://www.yamibuy.com/en/p/ttl-planet-cup-big-cup/1018034471,https://cdn.yamibuy.net/item/148e9faec32be460b170488e7283b785_684x684.webp,TTL,,$8.99,,,,,Planet Cup 1.02kg,10,China,5
Planet Cup Middle Cup,https://www.yamibuy.com/en/p/ttl-planet-cup-middle-cup/1018034461,https://cdn.yamibuy.net/item/ad408a8ace2579aa2cedc307a7742115_684x684.webp,TTL,,$8.99,,,,,Planet Cup Middle Cup,28,China,5
Sandwish Biscuit Chocolate Flavor 349g,https://www.yamibuy.com/en/p/oreo-sandwish-biscuit-chocolate-flavor-349g/1016074521,https://cdn.yamibuy.net/item/f5f08a55b301d586cecc5afb32c5d816_684x684.webp,OREO,,$5.99,,,,,Sandwish Biscuit Chocolate Flavor 349g,3,China,5
Sandwish Biscuit Chocolate Flavor 466g,https://www.yamibuy.com/en/p/oreo-sandwish-biscuit-chocolate-flavor-466g/1016074481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OREO,,$7.99,,,,,Sandwish Biscuit Chocolate Flavor 466g,2,China,5
My Chew Jelly Candy Peach Flavor 32g,https://www.yamibuy.com/en/p/mychew-jelly-peach-32/1018034031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,,$1.29,,,,,My Chew Jelly Candy Peach Flavor 32g,16,Korea,4.8
Otsubu Apollo Double Berry Yogurt Chocolate 44g,https://www.yamibuy.com/en/p/meiji-otsubu-apollo-double-berry-yogurt-43g/1018033811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,,$3.99,,,,,Otsubu Apollo Double Berry Yogurt Chocolate 44g,9,Japan,4.8
Pocky Classic Chocolate Biscuit Sticks 70g,https://www.yamibuy.com/en/p/glico-pocky-classic-chocolate-biscuit-sticks-70g/1016072852,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,$2.19,,,,,Pocky Classic Chocolate Biscuit Sticks 70g,3,Japan,5
Chocolate Hi Milk 26pc 4.23oz,https://www.yamibuy.com/en/p/meiji-chocolate-hi-milk-26pc/1018033791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,,$3.49,,,,,Chocolate Hi Milk 26pc 4.23oz,51,Japan,4.8
Pocky Tasty Chocolate Cream Covered Biscuit Sticks 75g,https://www.yamibuy.com/en/p/glicol-pocky-chocolate-tasty/1016072351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,,,$1.99,$2.19,10% OFF,Pocky Tasty Chocolate Cream Covered Biscuit Sticks 75g,44,Japan,5
JINMANTANG Brown Sugar Ginger Candy 200g,https://www.yamibuy.com/en/p/brown-sugar-with-ginger-candy/1018033541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Jin Man Tang,,$6.99,,,,,JINMANTANG Brown Sugar Ginger Candy 200g,Be the first!,Taiwan,
Bontan Soft Rice Candy 150g,https://www.yamibuy.com/en/p/seika-foods-bontan-150g/1018033421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEIKA FOODS,,$4.99,,,,,Bontan Soft Rice Candy 150g,14,Japan,4.6
SHOKUHIN Hokkaido 179 Cities Dice Caramel Candy 285g,https://www.yamibuy.com/en/p/donan-shokuhin-hokkaido-179-cities-dice-carame-285g/1018033401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DONAN,,,,$10.99,$12.99,16% OFF,SHOKUHIN Hokkaido 179 Cities Dice Caramel Candy 285g,1,Japan,5
SHOKUHIN Hokkaido Furano Melon Caramel Dice 285g,https://www.yamibuy.com/en/p/donan-shokuhin-hokkaido-furano-melon-caramel-dice-285g/1018033391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DONAN,,,,$10.99,$11.99,9% OFF,SHOKUHIN Hokkaido Furano Melon Caramel Dice 285g,2,Japan,5
Coconut Candy 680g,https://www.yamibuy.com/en/p/chun-guang-coconut-candy-680g/1018033281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,,$3.49,,,,,Coconut Candy 680g,8,China,5
Cantaloupe Candy 70g,https://www.yamibuy.com/en/p/meito-white-peach-candy-75g/1018033231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEITO,,$2.49,,,,,Cantaloupe Candy 70g,13,Japan,5
FENGDAN  English Volcanic Toffee Milk Candy 60g,https://www.yamibuy.com/en/p/fengdan-english-volcanic-toffee-milk-candy-lacto-vegetarian-160g/1018033091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Fongden,,$18.99,,,,,FENGDAN  English Volcanic Toffee Milk Candy 60g,2,Taiwan,4.5
Power Shake Vanilla White Chocolate 8pk/box,https://www.yamibuy.com/en/p/m2-power-shake-vanilla-white-chocolate-8pk-box/1026024081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,M2,,,6 Options,$29.99,$36.00,17% OFF,Power Shake Vanilla White Chocolate 8pk/box,3,Taiwan,4.3
【2 Packs Value Set】Dried Yogurt Snack Strawberry Flavor 54g*2,https://www.yamibuy.com/en/p/2-packs-value-set-three-squirrels-dried-yogurt-snack-strawberry-flavor-54g-2/1018032971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,,,5 Options,$10.99,,,【2 Packs Value Set】Dried Yogurt Snack Strawberry Flavor 54g*2,14,China,4.6
【2 Pack】Dried Yogurt Snack - Peach Flavor 54g*2,https://www.yamibuy.com/en/p/2-pack-three-squirrels-dried-yogurt-snack-peach-flavor-54g-2/1018032961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,,,5 Options,$10.99,,,【2 Pack】Dried Yogurt Snack - Peach Flavor 54g*2,11,China,4.5
Pocky Chocolate Mint Biscuit Sticks 60g,https://www.yamibuy.com/en/p/pocky-chocolate-mint-73g/1016069541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,$2.19,,,,,Pocky Chocolate Mint Biscuit Sticks 60g,14,Japan,4.9
Mixed Flavor Fruit Tea Hard Candy 90g,https://www.yamibuy.com/en/p/nobel-3-variety-fruit-candy-90g/1018032701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,,$3.99,,,,,Mixed Flavor Fruit Tea Hard Candy 90g,7,Japan,4.3
Dried Yogurt Snack - Mango Flavor 54g,https://www.yamibuy.com/en/p/three-squirrels-dried-yogurt-snack-mango-flavor-54g/1018032681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,,,5 Options,$5.49,$5.99,9% OFF,Dried Yogurt Snack - Mango Flavor 54g,24,China,4.3
Dried Yogurt Snack - Strawberry Flavor 54g,https://www.yamibuy.com/en/p/three-squirrels-dried-yogurt-snack-strawberry-flavor-54g/1018032671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,,,5 Options,$5.99,$9.89,40% OFF,Dried Yogurt Snack - Strawberry Flavor 54g,Be the first!,China,
Dried Yogurt Snack - Peach Flavor 54g,https://www.yamibuy.com/en/p/three-squirrels-dried-yogurt-snack-peach-flavor-54g/1018032661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,THREE SQUIRRELS,,,5 Options,$5.99,$6.99,15% OFF,Dried Yogurt Snack - Peach Flavor 54g,2,China,5
Ginger Jelly Candy 200g,https://www.yamibuy.com/en/p/haitai-ginger-jelly-200g/1018032341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$3.69,,,,,Ginger Jelly Candy 200g,1,Korea,5
Red Ginseng Candy 200g,https://www.yamibuy.com/en/p/haitai-red-ginseng-candy-200g/1018032331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Red Ginseng Candy 200g,2,Korea,5
Ginseng Candy 200g,https://www.yamibuy.com/en/p/haitai-ginseng-candy-200g/1018032321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Ginseng Candy 200g,Be the first!,Korea,
Sweet Cappuccino Candy 200g,https://www.yamibuy.com/en/p/haitai-sweet-cappuccino-candy-200g/1018032311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Sweet Cappuccino Candy 200g,Be the first!,Korea,
Black Sugar Candy 200g,https://www.yamibuy.com/en/p/haitai-black-sugar-candy-200g/1018032301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Black Sugar Candy 200g,Be the first!,Korea,
Ginger Candy 200g,https://www.yamibuy.com/en/p/haitai-ginger-candy-200g/1018032291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Ginger Candy 200g,Be the first!,Korea,
Cinnamon Candy 200g,https://www.yamibuy.com/en/p/haitai-cinnamon-candy-200g/1018032281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.99,,,,,Cinnamon Candy 200g,2,Korea,5
Blueberry Candy 200g,https://www.yamibuy.com/en/p/haitai-blueberry-candy-200g/1018032271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Blueberry Candy 200g,4,Korea,5
Orange Candy 200g,https://www.yamibuy.com/en/p/haitai-orange-candy-200g/1018032261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Orange Candy 200g,Be the first!,Korea,
Vitamin C Lemon Candy 200g,https://www.yamibuy.com/en/p/haitai-vitamin-c-lemon-candy-200g/1018032251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$1.89,,,,,Vitamin C Lemon Candy 200g,1,Korea,5
Koala's March Chocolate 37g,https://www.yamibuy.com/en/p/lotte-koala-s-march-chocolate-37g/1016068021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,,$1.19,,,,,Koala's March Chocolate 37g,15,Japan,4.9
Chocolate Pie Orange Flavor 12pc,https://www.yamibuy.com/en/p/lotte-chocolate-pie-with-orange-flavor/1016067991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,,,3 Options,$3.49,$5.99,42% OFF,Chocolate Pie Orange Flavor 12pc,29,Japan,4.5
Pikachu Gummy Tropical Fruit & Cola Flavor 56g,https://www.yamibuy.com/en/p/kanro-pikachu-gummy-tropical-fruit-cola-flavor-56g/1018032211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,$3.99,,,,,Pikachu Gummy Tropical Fruit & Cola Flavor 56g,9,Japan,4.8
Pikachu Gummy Tropical Fruit & Soda Flavor 56g,https://www.yamibuy.com/en/p/kanro-pikachu-gummy-tropical-fruit-soda-flavor-56g/1018032201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,,$3.79,,,,,Pikachu Gummy Tropical Fruit & Soda Flavor 56g,1,Japan,5
Handmade Nougat Candy Salted Egg Flavor 250g,https://www.yamibuy.com/en/p/ching-tse-handmade-nougat-candy-salted-egg-flavor-250g/1018032191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHING TSE,,$20.99,,,,,Handmade Nougat Candy Salted Egg Flavor 250g,2,Taiwan,5
Cloudy Cotton Candy- Cookie Flavor 30g,https://www.yamibuy.com/en/p/mianguozi-cloudy-cotton-candy-cookie-flavor-30g/1018032181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIANGUOZI,,$2.99,2 Options,,,,Cloudy Cotton Candy- Cookie Flavor 30g,36,Taiwan,4.9
Cloudy Cotton Candy- Strawberry Flavor 30g,https://www.yamibuy.com/en/p/mianguozi-cloudy-cotton-candy-strawberry-flavor-30g/1018032171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIANGUOZI,,$2.99,2 Options,,,,Cloudy Cotton Candy- Strawberry Flavor 30g,24,Taiwan,4.6
ENLIEN Xiaomei Lollipop 140g,https://www.yamibuy.com/en/p/enlien-xiaomei-lollipop-140g/1018032151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EASE TASTE,,$2.69,,,,,ENLIEN Xiaomei Lollipop 140g,32,Taiwan,4.9
ENLUEN Handmade Brown Sugar 300g,https://www.yamibuy.com/en/p/enluen-handmade-brown-sugar-300g/1018032141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EASE TASTE,,$2.99,,,,,ENLUEN Handmade Brown Sugar 300g,15,Taiwan,5
ENLIEN Almond Milk Candy 100g,https://www.yamibuy.com/en/p/enlien-almond-milk-candy-100g/1018032131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EASE TASTE,,$1.79,,,,,ENLIEN Almond Milk Candy 100g,5,Taiwan,2.2
ENLIEN Raw Brown Sugar Caramel 100g,https://www.yamibuy.com/en/p/enlien-raw-brown-sugar-caramel-100g/1018032121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EASE TASTE,,,,$0.99,$1.89,48% OFF,ENLIEN Raw Brown Sugar Caramel 100g,10,Taiwan,4.9
Chocolate Cafe Latte 220ml,https://www.yamibuy.com/en/p/maeil-caffe-latte-chocolate-latte-220ml/1020040681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Maeil,,$1.69,,,,,Chocolate Cafe Latte 220ml,13,Korea,4.8
Potato Chips BBQ Flavor 80g,https://www.yamibuy.com/en/p/xiaowangzi-strong-de-potatoes-roast-roast-flavor-80g/1018032051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,,$2.39,,,,,Potato Chips BBQ Flavor 80g,1,China,2
Panda Chocolate Cookie 47g,https://www.yamibuy.com/en/p/kabaya-panda-chocolate-biscuit-cookie-47g/1016067481,https://cdn.yamibuy.net/item/fb0b344c8e089d7cd77963b6a09b8446_684x684.webp,KABAYA,,$2.99,,,,,Panda Chocolate Cookie 47g,2,Japan,4.5
【Limited Edition】Hokkaido Strawberry Milk Chocolate Sandwich Cookie,https://www.yamibuy.com/en/p/item/1016067051,https://cdn.yamibuy.net/item/0f91f511982aa2ce18d3a428b0dec603_684x684.webp,KITAMI SUZUKI,,$11.99,,,,,【Limited Edition】Hokkaido Strawberry Milk Chocolate Sandwich Cookie,3,Japan,5
Japan Sapporo Gourmet Foods Black Lover Black Bean Oyster Chocolate,https://www.yamibuy.com/en/p/item/1016067041,https://cdn.yamibuy.net/item/49d82effc7ad8873f335756e73b446f1_684x684.webp,黒い恋人,,,,$12.99,$14.99,14% OFF,Japan Sapporo Gourmet Foods Black Lover Black Bean Oyster Chocolate,1,Japan,5
KOBE Caramel Pudding Chocolate Mochi 18pc,https://www.yamibuy.com/en/p/18/1016066981,https://cdn.yamibuy.net/item/e5b96efe246dda6913de6f569bff9946_684x684.webp,OMOCHI,,,,$8.99,$9.99,11% OFF,KOBE Caramel Pudding Chocolate Mochi 18pc,1,Japan,5
Shifukuno Hitotsubu Kinako Chocolate 165g,https://www.yamibuy.com/en/p/item/1018031951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIFUKU NO HITOTSUBU,,$11.99,,,,,Shifukuno Hitotsubu Kinako Chocolate 165g,4,Japan,4.5
Shifukuno Hitotsubu Strawberry Chocolate 145g,https://www.yamibuy.com/en/p/item/1018031941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIFUKU NO HITOTSUBU,,$11.99,,,,,Shifukuno Hitotsubu Strawberry Chocolate 145g,3,Japan,5
Shifukuno Hitotsubu Uji-Matcha Chocolate 150g,https://www.yamibuy.com/en/p/item/1018031931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIFUKU NO HITOTSUBU,,$11.99,,,,,Shifukuno Hitotsubu Uji-Matcha Chocolate 150g,1,Japan,5
Shifukuno Hitotsubu White Chocolate 165g,https://www.yamibuy.com/en/p/item/1018031921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIFUKU NO HITOTSUBU,,$11.99,,,,,Shifukuno Hitotsubu White Chocolate 165g,Be the first!,Japan,
Shifukuno Hitotsubu Chocolate 192g,https://www.yamibuy.com/en/p/item/1018031911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIFUKU NO HITOTSUBU,,$11.99,,,,,Shifukuno Hitotsubu Chocolate 192g,2,Japan,5
TOCHITOME Crepe Chocolate Roll Strawberry Flavor 56.2g【Use by 2021-03-16】,https://www.yamibuy.com/en/p/item/1017032481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Japanese,,,,$8.99,$9.99,11% OFF,TOCHITOME Crepe Chocolate Roll Strawberry Flavor 56.2g【Use by 2021-03-16】,7,Japan,4.6
Rich Chocolate Flavor 260g,https://www.yamibuy.com/en/p/milkcookie-chocolate/1016066541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milk 17,,$8.99,2 Options,,,,Rich Chocolate Flavor 260g,15,Taiwan,4.9
Party Wafer Chocolate Flavor Sugar Free 213g,https://www.yamibuy.com/en/p/gastone-lago-party-chocolate-sugar-free-213g/1016066381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,,$5.29,,,,,Party Wafer Chocolate Flavor Sugar Free 213g,Be the first!,New Zealand,
KSF Mini Puff Chocolate Flavor 50g,https://www.yamibuy.com/en/p/ksf-mini-puff-chocolate-60g/1016066271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,,$1.89,2 Options,,,,KSF Mini Puff Chocolate Flavor 50g,131,China,4.6
Stone Pot Peanut Snack 500g,https://www.yamibuy.com/en/p/wanglaowu-stone-pot-peanut-crisp-500g/1018031891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGLAOWU,,$7.99,,,,,Stone Pot Peanut Snack 500g,Be the first!,China,
Chocolate Milk 240ml,https://www.yamibuy.com/en/p/yili-group-chocolate-milk-240ml/1020039451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yili Group,,$1.99,3 Options,,,,Chocolate Milk 240ml,10,China,5
Muffin Cake Chocolate Flavor 288g,https://www.yamibuy.com/en/p/master-kong-muffin-cake-chocolate-flavor-288g/1016065721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,,$6.29,,,,,Muffin Cake Chocolate Flavor 288g,7,China,4.7
Coconut Candy 150g,https://www.yamibuy.com/en/p/nanguo-coconut-candy-150g/1018031541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,,$2.99,3 Options,,,,Coconut Candy 150g,14,China,4.9
Ginger Coconut Candy 150g,https://www.yamibuy.com/en/p/nanguo-ginger-coconut-candy-150g/1018031531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,,$2.79,3 Options,,,,Ginger Coconut Candy 150g,10,China,4.9
Boba Milk Tea Candy 32g,https://www.yamibuy.com/en/p/7-11-pearl-milk-tea-candy-32g/1018031351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,7-11,,$3.19,,,,,Boba Milk Tea Candy 32g,27,Korea,4.8
Baked Wheat Waffer Chocolate  10.7g,https://www.yamibuy.com/en/p/bourbon-waffer-chocolate/1017031621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$1.89,,,,,Baked Wheat Waffer Chocolate  10.7g,20,Japan,4
Peanut Toffee Ginger&Longan Flavor 270g,https://www.yamibuy.com/en/p/lung-ching-peanut-toffee-ginger-longan-270g/1018031081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LUNG CHING,,$5.99,6 Options,,,,Peanut Toffee Ginger&Longan Flavor 270g,3,Taiwan,5
Peanut Toffee Sesame Flavor 270g,https://www.yamibuy.com/en/p/lung-ching-peanut-toffee-sesame-270g/1018031071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LUNG CHING,,$5.99,6 Options,,,,Peanut Toffee Sesame Flavor 270g,2,Taiwan,4.5
Peanut Toffee Parsley 270g,https://www.yamibuy.com/en/p/lung-ching-peanut-toffee-parsley-270g/1018031061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LUNG CHING,,$5.99,6 Options,,,,Peanut Toffee Parsley 270g,5,Taiwan,4.4
Peanut Toffee Seaweed 270g,https://www.yamibuy.com/en/p/lung-ching-peanut-toffee-seaweed-270g/1018031051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LUNG CHING,,$5.99,6 Options,,,,Peanut Toffee Seaweed 270g,Be the first!,Taiwan,
Peanut Toffee Original Flavor 270g,https://www.yamibuy.com/en/p/lung-ching-peanut-toffee-original-270g/1018031041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LUNG CHING,,$5.99,6 Options,,,,Peanut Toffee Original Flavor 270g,4,Taiwan,5
【Halloween Exclusive】Pocky Chocolate Cream Covered Biscuit Sticks Family Pack 9 Packs 117g Halloween Limited Edition,https://www.yamibuy.com/en/p/glico-pocky-chocolate-family-pack-117g/1016063531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,,3 Options,$3.49,$3.99,13% OFF,【Halloween Exclusive】Pocky Chocolate Cream Covered Biscuit Sticks Family Pack 9 Packs 117g Halloween Limited Edition,31,Japan,4.8
Hawaii Macnut Kona Coffee Dark Chocolate 127g,https://www.yamibuy.com/en/p/macfarms-hawaii-macnut-kona-coffee-dark-chocolate-127g/1019049381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MACFARMS,,,,$6.59,$7.99,18% OFF,Hawaii Macnut Kona Coffee Dark Chocolate 127g,2,United States,4.5
Hawaii Macnut Milk Chocolate 127g,https://www.yamibuy.com/en/p/macfarms-hawaii-macnut-milk-chocolate-127g/1019049371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MACFARMS,,,,$6.59,$7.99,18% OFF,Hawaii Macnut Milk Chocolate 127g,1,United States,5
HitokuchiI Jyaga Choco 33g,https://www.yamibuy.com/en/p/bourbon-hitokuchii-jyaga-choco-33g/1018031011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$2.29,,,,,HitokuchiI Jyaga Choco 33g,32,Japan,4.4
Dot Bit Noko Ichigo 40g,https://www.yamibuy.com/en/p/bourbon-dot-bit-noko-ichigo-40g/1018031001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$2.59,,,,,Dot Bit Noko Ichigo 40g,34,Japan,4.4
Chibimaruko Marshmallow 4pc,https://www.yamibuy.com/en/p/chibimaruko-marshmallow-4-ren/1018030951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EIWA,,$2.29,,,,,Chibimaruko Marshmallow 4pc,3,Japan,4.7
Fuwarinka Candy Rose and Berry Flavor 32g,https://www.yamibuy.com/en/p/fuwarinka-candy-berry-berry-rose/1018030861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kracie,,,6 Options,$2.59,$2.99,14% OFF,Fuwarinka Candy Rose and Berry Flavor 32g,35,Japan,4.7
Gateau  Chocolate Cake 185g,https://www.yamibuy.com/en/p/gateau-chocolat/1016062771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$5.49,,,,,Gateau  Chocolate Cake 185g,12,Japan,4.7
Brown Sugar Boba Milk Tea Hard Candy 90g,https://www.yamibuy.com/en/p/tapioca-milk-candy/1018030821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,,$3.99,,,,,Brown Sugar Boba Milk Tea Hard Candy 90g,39,Japan,4.6
Throat fruits candy  33g,https://www.yamibuy.com/en/p/uha-throat-fruits-candy-33g/1018030751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,$4.39,,,,,Throat fruits candy  33g,7,Japan,4.7
Vitamin Throat Candy Rose Peach Flavor 60g,https://www.yamibuy.com/en/p/uha-vitamin-throat-candyrose-peach-taste-60g/1018030741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,$5.29,,,,,Vitamin Throat Candy Rose Peach Flavor 60g,13,Japan,4.8
Apollo Strawberry Chocolate 46g,https://www.yamibuy.com/en/p/meiji-apollo-strawberry-chocolate-46g/1018030661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,,$2.49,,,,,Apollo Strawberry Chocolate 46g,6,Japan,4.5
Fruit Flavored Lollipop For Healthy Teeth 8g,https://www.yamibuy.com/en/p/fujiya-fruit-flavored-lollipop-for-healthy-teeth-8g/1018030651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,,$0.69,,,,,Fruit Flavored Lollipop For Healthy Teeth 8g,2,Japan,5
Cohoco Sticks Popping Candy 10pc,https://www.yamibuy.com/en/p/nicos-cohoco-sticks-popping-candy-10pc/1018030631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NICOS,,$5.99,,,,,Cohoco Sticks Popping Candy 10pc,1,Japan,3
【Editor's Pick】Kitkat Mixed Flavor 6 Packs (Milk+Green Tea+Strawberry+Dark Matcha+Matcha ),https://www.yamibuy.com/en/p/value-pack-kitkat-mixed-flavor-6-packs-milk-green-tea-strawberry-dark-matcha-matcha/1018030601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,,,$29.99,$41.99,29% OFF,【Editor's Pick】Kitkat Mixed Flavor 6 Packs (Milk+Green Tea+Strawberry+Dark Matcha+Matcha ),3,Japan,5
Fruit Granola Cereal Chocolate Banana Flavor 700g,https://www.yamibuy.com/en/p/calbee-fruits-cranola-chocolate-banana-700g/1020036251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,12 Options,$9.99,$19.99,51% OFF,Fruit Granola Cereal Chocolate Banana Flavor 700g,14,Japan,4.9
