Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,Headline,DetailPrice,OriginalPrice,Field1,Field2
Ohyes Premium Chocolate Coated Cake With Chocolate Filling 6Pcs,https://www.yamibuy.com/en/p/haitai-ohyes-premium-chocolate-coated-cake-with-chocolate-filling-6pcs/1016010241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,27,$1.89,,Ohyes Premium Chocolate Coated Cake With Chocolate Filling 6Pcs,,,4.4,Korea
Half Baked Soy Milk Mini Cake 190g,https://www.yamibuy.com/en/p/chikodo-half-baked-soy-milk-mini-cake-190g/1016072831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHIKODO,82,$6.99,,Half Baked Soy Milk Mini Cake 190g,,,4.4,China
KAMEYA MANNENDO Assorted Cookie,https://www.yamibuy.com/en/p/navona-long-life-assort/1016093051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEYA MANNENDO,2,$10.99,,KAMEYA MANNENDO Assorted Cookie,,,5,Japan
Warm Heart Cake 28g,https://www.yamibuy.com/en/p/moranca-warm-heart-anhydrous-cake-about-28g/1016061761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Moranca,15,$1.49,7 Options,Warm Heart Cake 28g,,,4.3,China
Haoyunlai Butter Waffle 68,https://www.yamibuy.com/en/p/haoyunlai-butter-waffle-68/1016062701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Good Fortune,17,$2.59,,Haoyunlai Butter Waffle 68,,,4.9,United States
Baked Soft Cake - Chestnut 198g,https://www.yamibuy.com/en/p/kubota-baked-soft-cake-chestnut-224g/1016032611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUBOTA,20,$4.29,8 Options,Baked Soft Cake - Chestnut 198g,,,3.9,Japan
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Cake Purple Sweet Potato and Pumpkin Flavor  80g,https://www.yamibuy.com/en/p/steamed-cake-purple-sweet-potato-pumpkin-flavor-80g/1016084221,https://cdn.yamibuy.net/item/9a3f34eb24b6986a688f3eccc25d1751_684x684.webp,Xiu XIan Nong Chang,13,,5 Options,Cake Purple Sweet Potato and Pumpkin Flavor  80g,$3.09,$3.49,4.8,China
Rock Baked BreadStick (Cheese Flavor) 320g 3pcs,https://www.yamibuy.com/en/p/rock-baked-breadstick-cheese-flavor-320g-3pcs/1016081631,https://cdn.yamibuy.net/item/2a05223c4418b3efb1ba71612b8498a5_684x684.webp,LEJINJI,35,$6.79,,Rock Baked BreadStick (Cheese Flavor) 320g 3pcs,,,4.6,China
Baked Wheat Cookie Roanne Banana 20pc 142g,https://www.yamibuy.com/en/p/bourbon-roanne-banana/1016064571,https://cdn.yamibuy.net/item/ffbc8702902b69ecb66042c620347c07_684x684.webp,BOURBON,9,$5.29,,Baked Wheat Cookie Roanne Banana 20pc 142g,,,5,Japan
Mo Song Yun Cake 400g,https://www.yamibuy.com/en/p/mo-song-yun-cake-400g/1016080551,https://cdn.yamibuy.net/item/42b54ffa9ae030d74540a19c8907c58f_684x684.webp,SNACK LAB,6,,,Mo Song Yun Cake 400g,$10.99,$11.99,5,China
【Exclusive Box】FUJIYA X YAMI BOX,https://www.yamibuy.com/en/p/exclusive-box-fujiya-x-yami-box/1016091461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,2,$16.99,,【Exclusive Box】FUJIYA X YAMI BOX,,,5,N/A
Korean Style Chestnut Osmanthus Cake 190g,https://www.yamibuy.com/en/p/zhiweiguan-korean-style-chestnut-osmanthus-cake-190g/1016067621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,67,$8.69,,Korean Style Chestnut Osmanthus Cake 190g,,,4.6,China
Mini Swiss Roll Vanilla Flavor 288g (New and old packaging randomly sent),https://www.yamibuy.com/en/p/lipo-mini-swiss-roll-vanilla-flavor-288g/1016057091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIPO,101,$3.49,2 Options,Mini Swiss Roll Vanilla Flavor 288g (New and old packaging randomly sent),,,4.6,Vietnam
Baked Red Bean Cake Strawberry Flavor 6packs 310g,https://www.yamibuy.com/en/p/marukyo-baked-red-bean-cake-strawberry-flavor-6-packs-310g/1016010851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,11,,4 Options,Baked Red Bean Cake Strawberry Flavor 6packs 310g,$5.99,$6.99,4.5,Japan
NAGASAKI Castella Honey Flavor 6pc 162g,https://www.yamibuy.com/en/p/nagasaki-castella-hachimitsu-6pc/1016093001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IZUMIYA,,$10.99,,NAGASAKI Castella Honey Flavor 6pc 162g,,,,Japan
Leafy Cafelate Cookie 83g,https://www.yamibuy.com/en/p/morinaga-leafy-cafelate-83g/1016073021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,10,$3.29,,Leafy Cafelate Cookie 83g,,,4.6,Japan
Mung Bean Cake Cranberry Flavor 190g,https://www.yamibuy.com/en/p/zhiweiguan-mung-bean-cake-cranberry-flavor-190g/1150000471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,67,$7.79,4 Options,Mung Bean Cake Cranberry Flavor 190g,,,4.7,China
Baked Cake Swiss Roll 12pc,https://www.yamibuy.com/en/p/daisho-baked-cake-swiss-roll-12pc/1016009981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DAISHO,9,$6.99,,Baked Cake Swiss Roll 12pc,,,3.6,Japan
PANPAN Swiss Roll Strawberry Flavor Roll Cake 200g,https://www.yamibuy.com/en/p/panpan-swiss-roll-strawberry-flavor-roll-cake-200g/1016017011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASIA FOODS,2,$2.59,,PANPAN Swiss Roll Strawberry Flavor Roll Cake 200g,,,4.5,China
Petit Almond Cheese Crisp 12pcs,https://www.yamibuy.com/en/p/petit-prime-almond-cheese-12/1016083451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,3,$2.19,,Petit Almond Cheese Crisp 12pcs,,,5,Japan
Muffin Cake Mile And Cereals Flavor 192g,https://www.yamibuy.com/en/p/master-kong-muffin-cake-mile-and-cereals-flavor-192g/1016065701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,5,,5 Options,Muffin Cake Mile And Cereals Flavor 192g,$4.99,$5.29,4.6,China
Matcha Pie 8pc,https://www.yamibuy.com/en/p/matcha-cake-pie-8pc/1016081471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,3,$7.99,,Matcha Pie 8pc,,,4.7,Japan
Muffin Blueberry Flavor 4packs 180g,https://www.yamibuy.com/en/p/master-kong-muffin-blueberry-flavor-4packs-180g/1016010441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,9,$5.29,7 Options,Muffin Blueberry Flavor 4packs 180g,,,4.6,China
Gateau Chocolate Cake 179g,https://www.yamibuy.com/en/p/morinaga-gateau-chocola-rich-miruku-179g/1016075661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,2,$4.69,,Gateau Chocolate Cake 179g,,,5,Japan
Pastry-Sweet Beans(Dorayaki) 150g,https://www.yamibuy.com/en/p/tenkei-pastry-sweet-beans-dorayaki-150g/1016059191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TENKEI,5,$3.49,,Pastry-Sweet Beans(Dorayaki) 150g,,,4.6,Japan
Matcha Layer Cake 12pc 288g,https://www.yamibuy.com/en/p/bailefen-matcha-layer-cake-288g/1016065821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAILEFEN,11,$12.99,3 Options,Matcha Layer Cake 12pc 288g,,,3.4,China
"Moonlight Cream Filling Soft Cake, 6pcs",https://www.yamibuy.com/en/p/moonlight-cream-filling-soft-cake-6pcs/1016077631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,3,$5.49,,"Moonlight Cream Filling Soft Cake, 6pcs",,,4.7,Japan
Choco Banana Mini Pie,https://www.yamibuy.com/en/p/item/1016067101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OSAKA,1,,,Choco Banana Mini Pie,$8.99,$9.99,5,Japan
Daliyuan Sha Si Ding Cake Lemon Flavor) 240g,https://www.yamibuy.com/en/p/daliyuan-sha-si-ding-cake-lemon-flavoer/1016089611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALIGROUP,,$4.69,,Daliyuan Sha Si Ding Cake Lemon Flavor) 240g,,,,China
Lava Egg Roll White Peach Flavor 258g,https://www.yamibuy.com/en/p/cakes-peach-258g/1016085651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,7,$3.69,2 Options,Lava Egg Roll White Peach Flavor 258g,,,4.1,China
Baked Doughnut 6pcs 240g,https://www.yamibuy.com/en/p/baked-doughnut-6pcs-240g/1016093161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Maruto,3,,,Baked Doughnut 6pcs 240g,$7.99,$8.99,4,Japan
Tokyomashi de Koi shita Banana Cake 210g,https://www.yamibuy.com/en/p/item/1016067081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOKYO LOVE,2,,,Tokyomashi de Koi shita Banana Cake 210g,$11.69,$12.99,4.5,Japan
Roanne Annoimo 141g,https://www.yamibuy.com/en/p/bourbon-roanne-annoimo-141g/1016073001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,5,,,Roanne Annoimo 141g,$4.99,$5.99,5,Japan
Honey Baked Cakes 200g,https://www.yamibuy.com/en/p/sanseisha-honey-baked-cakes-200g/1016010001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANSEISHA,7,$5.49,,Honey Baked Cakes 200g,,,3.4,Japan
Green Tea Baked Cakes 200g,https://www.yamibuy.com/en/p/sanseisha-green-tea-baked-cakes-200g/1016010011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANSEISHA,6,$5.49,,Green Tea Baked Cakes 200g,,,3.7,Japan
Otona Puchi Basuku Chizu Cake 43g,https://www.yamibuy.com/en/p/bourbon-otona-puchi-basuku-chizu-cake-43g/1016075611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,4,$2.29,,Otona Puchi Basuku Chizu Cake 43g,,,4.8,Japan
Fluffy Baumkuchen Rich Banana 1pcs,https://www.yamibuy.com/en/p/fluffy-baumkuchen-rich-banana-1pcs/1016087381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,2,,4 Options,Fluffy Baumkuchen Rich Banana 1pcs,$1.99,$2.19,5,Japan
Muffin Gift Box 960g,https://www.yamibuy.com/en/p/eu-style-muffin-gift-set-960g/1016080011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,4,$23.99,,Muffin Gift Box 960g,,,5,China
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,https://www.yamibuy.com/en/p/kotobuki-sweet-bean-cake-hiroshima-momiji-297-5g/1016059341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOTOBUKI AZUKI,3,$5.59,,KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,,,2.3,Japan
Tiramisu Chocolate Pie 6pc,https://www.yamibuy.com/en/p/tiramisu-chocolate-pie-6pc/1016081481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,1,$7.99,,Tiramisu Chocolate Pie 6pc,,,4,Japan
Coconut Flavor Swiss Roll Cake 24pcs,https://www.yamibuy.com/en/p/coconut-flavor-swiss-roll-cake-24pcs/1016080881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,3,$4.69,4 Options,Coconut Flavor Swiss Roll Cake 24pcs,,,4,N/A
Feierxue Cranberry Treat 120g,https://www.yamibuy.com/en/p/feierxue-cranberry-treat-120g/1016040231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,1,$3.69,,Feierxue Cranberry Treat 120g,,,5,China
Yun Cake 100g,https://www.yamibuy.com/en/p/yun-cake-100g/1016080531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNACK LAB,45,$2.49,,Yun Cake 100g,,,4.8,China
Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),https://www.yamibuy.com/en/p/lipo-mini-swiss-roll-strawberry-flavor-288g/1016057101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIPO,86,$3.49,2 Options,Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),,,4.3,Vietnam
Baked Red Bean Cake Original 6packs 310g,https://www.yamibuy.com/en/p/marukyo-baked-red-bean-cake-original-6packs-310g/1016010841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,51,,4 Options,Baked Red Bean Cake Original 6packs 310g,$5.99,$6.99,4.6,Japan
Sesame Walnut Osmanthus Cake 190g,https://www.yamibuy.com/en/p/zhiweiguan-sesame-walnut-osmanthus-cake-190g/1016067641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,51,$8.49,,Sesame Walnut Osmanthus Cake 190g,,,4.6,China
Muffin Cream Flavor 96g,https://www.yamibuy.com/en/p/master-kong-muffin-cream-flavor-96g/1016054831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,51,,5 Options,Muffin Cream Flavor 96g,$2.49,$2.99,4.5,China
Choco Pie with Marshmallow Filling 12Packs,https://www.yamibuy.com/en/p/orion-choco-pie-with-marshmallow-filling-12packs/1016009541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,152,$4.59,,Choco Pie with Marshmallow Filling 12Packs,,,4.8,Korea
Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,https://www.yamibuy.com/en/p/glico-chocolate-strawberry-vanilla-ice-cream-cone-stick-9pcs/1016008851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,23,,,Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,$4.49,$4.79,4.7,Japan
Banana Cake 15pcs 450g,https://www.yamibuy.com/en/p/senyou-banana-cake-15pcs-450g/1016010831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SENYOU,47,$5.39,,Banana Cake 15pcs 450g,,,4,China
Mocha Chocolate Pie 6 pieces,https://www.yamibuy.com/en/p/orion-mocha-chocolate-pie-6-pieces/1016010121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,25,$4.59,3 Options,Mocha Chocolate Pie 6 pieces,,,4.8,Korea
Choco Pie Cacao 12 Bags,https://www.yamibuy.com/en/p/lotte-choco-pie-cacao-12-bags/1016013371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,31,$3.99,,Choco Pie Cacao 12 Bags,,,4.6,Korea
Chocolate Pie Orange Flavor 12pc,https://www.yamibuy.com/en/p/lotte-chocolate-pie-with-orange-flavor/1016067991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,29,,3 Options,Chocolate Pie Orange Flavor 12pc,$3.49,$5.99,4.5,Japan
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,https://www.yamibuy.com/en/p/international-food-mung-bean-cake-original-flavor-300g/1016015781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhoujimeishi,44,$2.99,,INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,,,3.1,China
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Matcha Pie 8pc,https://www.yamibuy.com/en/p/matcha-cake-pie-8pc/1016081471,https://cdn.yamibuy.net/item/50f6ccbf0275149c79a3d60f41bf56ea_684x684.webp,LOTTE Japan,3,$7.99,,Matcha Pie 8pc,,,4.7,Japan
Muffin Blueberry Flavor 4packs 180g,https://www.yamibuy.com/en/p/master-kong-muffin-blueberry-flavor-4packs-180g/1016010441,https://cdn.yamibuy.net/item/aa5e30ca830a4e3968ec26449fc59f1d_684x684.webp,MASTER KONG,9,$5.29,7 Options,Muffin Blueberry Flavor 4packs 180g,,,4.6,China
Gateau Chocolate Cake 179g,https://www.yamibuy.com/en/p/morinaga-gateau-chocola-rich-miruku-179g/1016075661,https://cdn.yamibuy.net/item/dd8bf05a1623761143f06a68e4fd05dc_684x684.webp,MORINAGA,2,$4.69,,Gateau Chocolate Cake 179g,,,5,Japan
Pastry-Sweet Beans(Dorayaki) 150g,https://www.yamibuy.com/en/p/tenkei-pastry-sweet-beans-dorayaki-150g/1016059191,https://cdn.yamibuy.net/item/f454819a8bb2499a8341a227b0cff618_684x684.webp,TENKEI,5,$3.49,,Pastry-Sweet Beans(Dorayaki) 150g,,,4.6,Japan
Matcha Layer Cake 12pc 288g,https://www.yamibuy.com/en/p/bailefen-matcha-layer-cake-288g/1016065821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAILEFEN,11,$12.99,3 Options,Matcha Layer Cake 12pc 288g,,,3.4,China
"Moonlight Cream Filling Soft Cake, 6pcs",https://www.yamibuy.com/en/p/moonlight-cream-filling-soft-cake-6pcs/1016077631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,3,$5.49,,"Moonlight Cream Filling Soft Cake, 6pcs",,,4.7,Japan
Choco Banana Mini Pie,https://www.yamibuy.com/en/p/item/1016067101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OSAKA,1,,,Choco Banana Mini Pie,$8.99,$9.99,5,Japan
Daliyuan Sha Si Ding Cake Lemon Flavor) 240g,https://www.yamibuy.com/en/p/daliyuan-sha-si-ding-cake-lemon-flavoer/1016089611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALIGROUP,,$4.69,,Daliyuan Sha Si Ding Cake Lemon Flavor) 240g,,,,China
Lava Egg Roll White Peach Flavor 258g,https://www.yamibuy.com/en/p/cakes-peach-258g/1016085651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,7,$3.69,2 Options,Lava Egg Roll White Peach Flavor 258g,,,4.1,China
Baked Doughnut 6pcs 240g,https://www.yamibuy.com/en/p/baked-doughnut-6pcs-240g/1016093161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Maruto,3,,,Baked Doughnut 6pcs 240g,$7.99,$8.99,4,Japan
Tokyomashi de Koi shita Banana Cake 210g,https://www.yamibuy.com/en/p/item/1016067081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOKYO LOVE,2,,,Tokyomashi de Koi shita Banana Cake 210g,$11.69,$12.99,4.5,Japan
Roanne Annoimo 141g,https://www.yamibuy.com/en/p/bourbon-roanne-annoimo-141g/1016073001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,5,,,Roanne Annoimo 141g,$4.99,$5.99,5,Japan
Honey Baked Cakes 200g,https://www.yamibuy.com/en/p/sanseisha-honey-baked-cakes-200g/1016010001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANSEISHA,7,$5.49,,Honey Baked Cakes 200g,,,3.4,Japan
Green Tea Baked Cakes 200g,https://www.yamibuy.com/en/p/sanseisha-green-tea-baked-cakes-200g/1016010011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANSEISHA,6,$5.49,,Green Tea Baked Cakes 200g,,,3.7,Japan
Otona Puchi Basuku Chizu Cake 43g,https://www.yamibuy.com/en/p/bourbon-otona-puchi-basuku-chizu-cake-43g/1016075611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,4,$2.29,,Otona Puchi Basuku Chizu Cake 43g,,,4.8,Japan
Fluffy Baumkuchen Rich Banana 1pcs,https://www.yamibuy.com/en/p/fluffy-baumkuchen-rich-banana-1pcs/1016087381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,2,,4 Options,Fluffy Baumkuchen Rich Banana 1pcs,$1.99,$2.19,5,Japan
Muffin Gift Box 960g,https://www.yamibuy.com/en/p/eu-style-muffin-gift-set-960g/1016080011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,4,$23.99,,Muffin Gift Box 960g,,,5,China
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,https://www.yamibuy.com/en/p/kotobuki-sweet-bean-cake-hiroshima-momiji-297-5g/1016059341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOTOBUKI AZUKI,3,$5.59,,KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,,,2.3,Japan
Tiramisu Chocolate Pie 6pc,https://www.yamibuy.com/en/p/tiramisu-chocolate-pie-6pc/1016081481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,1,$7.99,,Tiramisu Chocolate Pie 6pc,,,4,Japan
Coconut Flavor Swiss Roll Cake 24pcs,https://www.yamibuy.com/en/p/coconut-flavor-swiss-roll-cake-24pcs/1016080881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,3,$4.69,4 Options,Coconut Flavor Swiss Roll Cake 24pcs,,,4,N/A
Feierxue Cranberry Treat 120g,https://www.yamibuy.com/en/p/feierxue-cranberry-treat-120g/1016040231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,1,$3.69,,Feierxue Cranberry Treat 120g,,,5,China
【Frozen】Red Bean Sandwich Bag 320g,https://www.yamibuy.com/en/p/red-bean-sandwich-bag-320g/1149011061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Happy,,$4.99,,【Frozen】Red Bean Sandwich Bag 320g,,,,China
Yun Cake 100g,https://www.yamibuy.com/en/p/yun-cake-100g/1016080531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNACK LAB,45,$2.49,,Yun Cake 100g,,,4.8,China
Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),https://www.yamibuy.com/en/p/lipo-mini-swiss-roll-strawberry-flavor-288g/1016057101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIPO,86,$3.49,2 Options,Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),,,4.3,Vietnam
【Frozen】Uji Matcha Cheese cake 480g,https://www.yamibuy.com/en/p/f-uji-matcha-cheese-cake-480g/1016085461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOYO SHOKUHIN,3,$19.99,,【Frozen】Uji Matcha Cheese cake 480g,,,5,Japan
Baked Red Bean Cake Original 6packs 310g,https://www.yamibuy.com/en/p/marukyo-baked-red-bean-cake-original-6packs-310g/1016010841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,51,,4 Options,Baked Red Bean Cake Original 6packs 310g,$5.99,$6.99,4.6,Japan
Sesame Walnut Osmanthus Cake 190g,https://www.yamibuy.com/en/p/zhiweiguan-sesame-walnut-osmanthus-cake-190g/1016067641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,51,$8.49,,Sesame Walnut Osmanthus Cake 190g,,,4.6,China
Choco Pie with Marshmallow Filling 12Packs,https://www.yamibuy.com/en/p/orion-choco-pie-with-marshmallow-filling-12packs/1016009541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,152,$4.59,,Choco Pie with Marshmallow Filling 12Packs,,,4.8,Korea
Muffin Cream Flavor 96g,https://www.yamibuy.com/en/p/master-kong-muffin-cream-flavor-96g/1016054831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,51,,5 Options,Muffin Cream Flavor 96g,$2.49,$2.99,4.5,China
Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,https://www.yamibuy.com/en/p/glico-chocolate-strawberry-vanilla-ice-cream-cone-stick-9pcs/1016008851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,23,,,Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,$4.49,$4.79,4.7,Japan
Banana Cake 15pcs 450g,https://www.yamibuy.com/en/p/senyou-banana-cake-15pcs-450g/1016010831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SENYOU,47,$5.39,,Banana Cake 15pcs 450g,,,4,China
Mocha Chocolate Pie 6 pieces,https://www.yamibuy.com/en/p/orion-mocha-chocolate-pie-6-pieces/1016010121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,25,$4.59,3 Options,Mocha Chocolate Pie 6 pieces,,,4.8,Korea
Choco Pie Cacao 12 Bags,https://www.yamibuy.com/en/p/lotte-choco-pie-cacao-12-bags/1016013371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,31,$3.99,,Choco Pie Cacao 12 Bags,,,4.6,Korea
Chocolate Pie Orange Flavor 12pc,https://www.yamibuy.com/en/p/lotte-chocolate-pie-with-orange-flavor/1016067991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,29,,3 Options,Chocolate Pie Orange Flavor 12pc,$3.49,$5.99,4.5,Japan
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,https://www.yamibuy.com/en/p/international-food-mung-bean-cake-original-flavor-300g/1016015781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhoujimeishi,44,$2.99,,INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,,,3.1,China
Half Baked Pumpkin Mini Cake 190g,https://www.yamibuy.com/en/p/chikodo-half-baked-pumpkin-mini-cake-190g/1016072841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHIKODO,28,$6.99,,Half Baked Pumpkin Mini Cake 190g,,,4.1,China
Avocado boba Cake   300g,https://www.yamibuy.com/en/p/avocado-boba-cake-300g/1016087911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANWEISUWU,6,,,Avocado boba Cake   300g,$21.99,$23.99,4.2,China
"Choco Pie with cream filling, 6pc 168g",https://www.yamibuy.com/en/p/lotte-choco-pie-with-cream-filling-6pc-168g/1016011201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,28,$2.49,,"Choco Pie with cream filling, 6pc 168g",,,4.5,LOTTE
Waffle Stick Cream 400g,https://www.yamibuy.com/en/p/waffle-stick-cream-400g/1016087971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PAN PAN,12,$6.99,,Waffle Stick Cream 400g,,,4.8,Taiwan
【Hot & New】Rice Cake Original Flavor50g,https://www.yamibuy.com/en/p/beifu-orinigal-flavor-rice-cake-50g/1016060131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BEIFU,7,$1.49,,【Hot & New】Rice Cake Original Flavor50g,,,3.9,China
