Title,Title_link,brand-title,Price,comment-star__count,brand-variants,Headline,Field1,Field2,Field3,Field4
Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-grape-flavor-600g/1016025811,MIGUDUO,$3.99,4,,Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,4,China,China,3.2
Egg Porridge 103kcal 250g,https://www.yamibuy.com/en/p/kousyo-egg-porridge-103kcal-250g/1147000741,KOUSYO,$2.19,,,Egg Porridge 103kcal 250g,Be the first!,Japan,"Rice, eggs, salt, soy sauce, etc.",
Champion Mooncake Salted Egg Yolk & Lotus Seed Paste Mooncake 1pc 1000g,https://www.yamibuy.com/en/p/sungiven-foods-moon-cake-with-egg-yolk-and-lotus-seed-paste-1000g/1150000551,SUNGIVEN FOODS,$29.99,72,8 Options,Champion Mooncake Salted Egg Yolk & Lotus Seed Paste Mooncake 1pc 1000g,72,China,8 Egg Yolk with Lotus Seed Paste,4.92
Egg Yolk Cookies 100g,https://www.yamibuy.com/en/p/yolk-biscuiti-100g/1016066121,BEATLES,$3.29,,,Egg Yolk Cookies 100g,Be the first!,China,,
Egg Yolk Puff With Durian Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-durian-paste-360g/1016073141,SUNGIVEN FOODS,,42,4 Options,Egg Yolk Puff With Durian Paste 360g,42,China,Durian Flavor,4.5
Salted Egg Shrimp Crackers Original Flavor 70g,https://www.yamibuy.com/en/p/salted-egg-shrimp-crackers-original-70g/1016060431,Dayanxia,$4.99,23,2 Options,Salted Egg Shrimp Crackers Original Flavor 70g,23,Taiwan,Original Flavor,4.3
Biscuits Egg Yolk Original Flavor 80g,https://www.yamibuy.com/en/p/master-kong-biscuits-egg-yolk-original-flavor-80g/1016022511,MASTER KONG,$1.59,63,2 Options,Biscuits Egg Yolk Original Flavor 80g,63,China,China,4.7
Moon Cake Double Salted Egg Yolks & Chestnut Flavor 4pc 600g,https://www.yamibuy.com/en/p/sungiven-foods-moon-cake-double-salted-egg-yolks-chestnut-flavor-600g/1016035431,SUNGIVEN FOODS,,38,8 Options,Moon Cake Double Salted Egg Yolks & Chestnut Flavor 4pc 600g,38,China,China,4.75
Durian Cream egg Cookies 300g 30pcs,https://www.yamibuy.com/en/p/tipo-durian-cream-egg-cookies-300g-30pcs/1016014221,TIPO,$6.99,49,2 Options,Durian Cream egg Cookies 300g 30pcs,49,30packs,TIPO,4.3
SALTED EGG YOLK NOUGAT COOKIE,https://www.yamibuy.com/en/p/ching-tse-salted-egg-yolk-nougat-cookie/1016060211,CHING TSE,$14.99,36,,SALTED EGG YOLK NOUGAT COOKIE,36,Taiwan,,4.6
BOKE Salted Egg Yolk Flavor Cookie 108g,https://www.yamibuy.com/en/p/boke-salted-egg-yolk-flavor-cookie-108g/1016067261,BOUQUET,$1.79,37,,BOKE Salted Egg Yolk Flavor Cookie 108g,37,China,,4.5
Cream Egg Cookies 300g 30pcs,https://www.yamibuy.com/en/p/tipo-cream-egg-cookies-300g-30pcs/1016014211,TIPO,$6.99,25,2 Options,Cream Egg Cookies 300g 30pcs,25,30pcs,TIPO,4.6
Salted Egg Fish Skin Crunchy Crisps 125g,https://www.yamibuy.com/en/p/golden-duck-salted-egg-fish-skin-crunchy-crisp-125g/1019049571,Golden Duck,$12.99,17,,Salted Egg Fish Skin Crunchy Crisps 125g,17,Singapore,,4.4
Potato Chips Egg Prata with Fish Curry,https://www.yamibuy.com/en/p/f-east-potato-chips-egg-prata-with-fish-curry/1017033561,F. EAST,,14,4 Options,Potato Chips Egg Prata with Fish Curry,14,Singapore,Carry Fish Cake Flavor,4.8
Salty Egg Yolk Flavor Biscuit 200g,https://www.yamibuy.com/en/p/salty-egg-yolk-flavor-biscuit-200g/1016062421,Feedmi,$7.59,14,,Salty Egg Yolk Flavor Biscuit 200g,14,Taiwan,,4.7
Potato Chips Signature Mala Salted Egg Flavor 50g,https://www.yamibuy.com/en/p/tasto-potato-chips-50g-signature-mala-salted-egg-flavor/1017031561,TASTO,$3.29,19,,Potato Chips Signature Mala Salted Egg Flavor 50g,19,Thailand,,4.5
White Lotus Seed Paste Mooncake with 2 Egg Yolks Single Pack 185g,https://www.yamibuy.com/en/p/white-lotus-seed-paste-mooncake-with-2-egg-yolks-single-pack-185g/1150003971,MEI XIN,,3,10 Options,White Lotus Seed Paste Mooncake with 2 Egg Yolks Single Pack 185g,3,Hong Kong,2 Egg Yolks Single Pack,4.3
Egg Yolk Pastry 1pc 58g,https://www.yamibuy.com/en/p/egg-yolk-crisp-1-piece-58g/1016077471,Quzile,$2.69,10,,Egg Yolk Pastry 1pc 58g,10,China,,4.1
Egg Yolk Puff With Durian Paste,https://www.yamibuy.com/en/p/egg-yolk-puff-with-durian-paste/1016086791,ONETANG,$9.99,7,4 Options,Egg Yolk Puff With Durian Paste,7,China,Durian Flavor,4.6
Cream Egg Cookies Black Sesame Chocolate 152g,https://www.yamibuy.com/en/p/tipo-cream-egg-cookies-black-sesame-chocolate-152g/1016014261,TIPO,$3.39,13,,Cream Egg Cookies Black Sesame Chocolate 152g,13,Vietnam,Vietnam,4.7
【Frozen】Egg Dumpling 8pcs,https://www.yamibuy.com/en/p/egg-dumpling-8pcs/1146139831,LAUREL,,5,,【Frozen】Egg Dumpling 8pcs,5,China,,5
JINHUAFANG HK Shrimp egg Noodles 454g,https://www.yamibuy.com/en/p/jinhuafang-hk-shrimp-egg-noodles-454g/1021077271,Jing Hua Fang,$3.69,3,,JINHUAFANG HK Shrimp egg Noodles 454g,3,China,,5
Shrimp egg noodle 454g,https://www.yamibuy.com/en/p/sautao-shrimp-egg-noodle-454g/1021068201,SAUTAO,$5.99,4,,Shrimp egg noodle 454g,4,Hong Kong,,5
fried Salmon fish skin spicy & salted egg 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-spicy-salted-egg-100g/1019056161,FEILONG,$9.99,4,7 Options,fried Salmon fish skin spicy & salted egg 100g,4,China,Spicy Slated Egg Yolk Flavor,4.2
Salted Egg Yolk Flavor Pastry 120g,https://www.yamibuy.com/en/p/salted-egg-yolk-flavor-pastry-120g/1016085831,MINCHER,$3.99,,,Salted Egg Yolk Flavor Pastry 120g,Be the first!,Taiwan,,
Egg Biscuit 120g,https://www.yamibuy.com/en/p/yimudiggua-egg-biscuit-120g/1016046911,YIMUDIGGUA,$2.89,2,,Egg Biscuit 120g,2,China,China,5
Dry Egg Tofu 150g,https://www.yamibuy.com/en/p/dry-egg-tofu-150g/1019061511,RUNCHENG,,4,,Dry Egg Tofu 150g,4,China,,5
Low Carb Egg Rice Porridge 250g,https://www.yamibuy.com/en/p/ajinomoto-low-carb-egg-rice-porridge-250g/1147001381,AJINOMOTO,$3.49,,,Low Carb Egg Rice Porridge 250g,Be the first!,Japan,,
Salted Egg Yolk Flavor Peanuts 120g,https://www.yamibuy.com/en/p/salted-egg-yolk-flavor-peanuts-120g/1019065521,ZHANGDOU,$4.59,1,2 Options,Salted Egg Yolk Flavor Peanuts 120g,1,China,Salted Egg Yolk Flavor,5
Goose egg Mushroom 148g,https://www.yamibuy.com/en/p/goose-egg-mushroom-148g/1147007941,HEXIN,$8.99,,,Goose egg Mushroom 148g,Be the first!,China,,
Salted Egg Yolk Wheat Biscuits 102g,https://www.yamibuy.com/en/p/salted-egg-yolk-wheat-biscuits-102g/1016081691,BESTORE,$2.49,11,,Salted Egg Yolk Wheat Biscuits 102g,11,China,,4.8
Tea Egg Spices 30g,https://www.yamibuy.com/en/p/tea-egg-spices-30g/1148002361,OTHER BRANDS,$2.29,15,,Tea Egg Spices 30g,15,N/A,,4
Egg Yolk Puff With Red Bean Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-red-bean-paste-360g/1016073121,SUNGIVEN FOODS,,83,4 Options,Egg Yolk Puff With Red Bean Paste 360g,Be the first!,China,Red Bean Flavor,4.7
EGG YOLK PUFF(4 Mixed Flavors),https://www.yamibuy.com/en/p/egg-yolk-puff-4-mixed-flavors/1016089471,FORTUNE BAKERY,$19.99,3,,EGG YOLK PUFF(4 Mixed Flavors),3,United States,,5
"Japanese Iron Egg Pan Tamagoyaki Pan 7.25"" x 5"" Made in Japan",https://www.yamibuy.com/en/p/japanese-iron-egg-pan-tamagoyaki-pan-7-25-x-5-28cm-made-in-japan/1029037141,OTHER BRANDS,,,2 Options,"Japanese Iron Egg Pan Tamagoyaki Pan 7.25"" x 5"" Made in Japan",Be the first!,N/A,Japan,
Double Salted Egg Yolks & Lotus Seed Paste 4pc 600g,https://www.yamibuy.com/en/p/sungiven-foods-lotus-seed-paste-mooncake-with-2-egg-yolks-4pc-600g/1016023561,SUNGIVEN FOODS,,111,8 Options,Double Salted Egg Yolks & Lotus Seed Paste 4pc 600g,111,China,China,4.81
Egg Yolk Puff With Lotus Seed Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-lotus-seed-paste-360g/1016073131,SUNGIVEN FOODS,,70,4 Options,Egg Yolk Puff With Lotus Seed Paste 360g,70,China,Lotus Seed Flavor,4.7
Japanese Style Steamed Egg Mixed Powder Fish Product and Corn 20g*2,https://www.yamibuy.com/en/p/jaguar-japanese-style-steamed-egg-mixed-powder-fish-product-corn-20g-2/1149004001,JAGUAR,$3.99,6,,Japanese Style Steamed Egg Mixed Powder Fish Product and Corn 20g*2,6,Taiwan,,5
DXC Yeast Bread Egg & Milk Flavor 105g,https://www.yamibuy.com/en/p/dxc-yeast-bread-egg-milk-flavor-105g/1016057721,Dao Xiang Cun,$1.29,90,3 Options,DXC Yeast Bread Egg & Milk Flavor 105g,90,China,Egg & Milk Flavor 105g,4.6
Biscuits Crackers Salted Egg Flavor 380g,https://www.yamibuy.com/en/p/crackers-salted-egg-flavor-380g/1016094821,JINYU,$4.39,,3 Options,Biscuits Crackers Salted Egg Flavor 380g,Be the first!,China,,
Sabri Samurai Cookie Milk Egg Flavor 128g,https://www.yamibuy.com/en/p/sabri-samurai-cookie-milk-egg-flavor-128g/1016054171,SABLE,$2.89,147,3 Options,Sabri Samurai Cookie Milk Egg Flavor 128g,147,China,China,4.8
Potato Chips Salted Egg Yolk Dumpling Flavor 65g,https://www.yamibuy.com/en/p/lay-s-potato-chips-salted-egg-yolk-dumpling-flavor-65g/1017031991,Lay's,,85,,Potato Chips Salted Egg Yolk Dumpling Flavor 65g,85,China,,4.2
Taro Egg Yolk Pastry 8 Pieces,https://www.yamibuy.com/en/p/sheng-kee-taro-egg-yolk-pastry-8-pieces/3016011241,SHENG KEE,$31.99,36,5 Options,Taro Egg Yolk Pastry 8 Pieces,36,Taiwan,Taro Flavor,4.3
TK FOOD Black Pepper Salted Egg Yolk Cookies 100g,https://www.yamibuy.com/en/p/tk-food-black-pepper-salted-egg-yolk-cookies-100g/1016063691,TKFOOD,$2.99,7,,TK FOOD Black Pepper Salted Egg Yolk Cookies 100g,7,Taiwan,,4.1
Spinach Egg Soup 64g,https://www.yamibuy.com/en/p/ayibo-spinach-egg-soup-64g/1021008401,AYIBO,$4.99,62,,Spinach Egg Soup 64g,62,China,China,4.9
Preserved Duck Egg 6pcs 330g storage: room temperature avoid sunlight,https://www.yamibuy.com/en/p/wei-chuan-preserved-duck-egg-6pcs-330g/1021030661,WEIQUAN,$4.99,29,,Preserved Duck Egg 6pcs 330g storage: room temperature avoid sunlight,29,United States,,4.9
Sauce For Spicy Garlic Egg-Plant 80g,https://www.yamibuy.com/en/p/lee-kum-kee-sauce-for-spicy-garlic-egg-plant-80g/1021011351,LEE KUM KEE,$1.39,37,,Sauce For Spicy Garlic Egg-Plant 80g,37,Hong Kong,,4.4
Glory Aqua Idebenone Egg Mask Deluxe 10 Sheets,https://www.yamibuy.com/en/p/jm-solution-glory-aqua-idebenone-egg-mask-deluxe-10-sheets/1127041631,JMsolution,,34,,Glory Aqua Idebenone Egg Mask Deluxe 10 Sheets,34,Korea,,4.9
Mushrooms Egg Soup 64g,https://www.yamibuy.com/en/p/ayibo-mushrooms-egg-soup-64g/1021008381,AYIBO,$4.99,47,,Mushrooms Egg Soup 64g,47,China,China,4.9
Taiwan Preserved Duck Egg 6pc,https://www.yamibuy.com/en/p/kindly-taiwan-preserved-duck-egg-6pc/1147002141,KINDLY,$4.99,26,,Taiwan Preserved Duck Egg 6pc,Be the first!,China,Taiwan,4.8
Salted Egg Yolk Potato Chips 90g,https://www.yamibuy.com/en/p/oishi-salted-egg-yolk-potato-chips-90g/1017032361,OISHI,$3.99,26,,Salted Egg Yolk Potato Chips 90g,Be the first!,China,,4.5
Cream and Egg Yolk Filling Pie 6 Pieces,https://www.yamibuy.com/en/p/orion-cream-and-egg-yolk-filling-pie-6-pieces/1016009041,ORION,$3.69,27,5 Options,Cream and Egg Yolk Filling Pie 6 Pieces,27,Korea,Korea,4.7
J&J Salted Egg Potato Chips 50g,https://www.yamibuy.com/en/p/j-j-salted-egg-potato-chips-64g/1017030431,JANE JANE,,35,4 Options,J&J Salted Egg Potato Chips 50g,35,Taiwan,,3.9
Salted Egg Yolk Flour Cakes 240g,https://www.yamibuy.com/en/p/jingyizhen-salted-egg-yolk-flour-cakes-240g/1016060701,JINGYIZHEN,$4.09,32,,Salted Egg Yolk Flour Cakes 240g,32,China,,3.9
Cream Egg Cookies Butter Flavor 300g,https://www.yamibuy.com/en/p/lipo-cream-egg-cookies-butter-flavor-300g/1016055931,LIPO,,98,4 Options,Cream Egg Cookies Butter Flavor 300g,98,Vietnam,Butter Flavor,4.6
Shrimp Crackers Sslted Egg Flavor 75g,https://www.yamibuy.com/en/p/calbee-shrimp-with-sslted-eggs-75g/1017032921,CALBEE,$3.29,18,,Shrimp Crackers Sslted Egg Flavor 75g,18,Japan,,4.9
Japanese- style steamed egg mixed powder (fish product & corn) 20g*2,https://www.yamibuy.com/en/p/jaguar-japanese-style-steamed-egg-mixed-powder-fish-product-corn-20g-2/1149003991,JAGUAR,$3.99,11,,Japanese- style steamed egg mixed powder (fish product & corn) 20g*2,11,Taiwan,,4.7
Doraemon Egg Yolk Rice Dumpling 300g,https://www.yamibuy.com/en/p/doraemon-egg-yolk-rice-dumpling-300g/1150002821,panxiangji,$11.99,5,6 Options,Doraemon Egg Yolk Rice Dumpling 300g,5,China,Egg Yolk Rice Dumpling,5
Egg Yolk Biscuits 240g,https://www.yamibuy.com/en/p/ksf-cracker-108g/1016066281,MASTER KONG,$4.39,13,,Egg Yolk Biscuits 240g,13,China,,4.4
Egg Flavor Soft Flour Cake 227g,https://www.yamibuy.com/en/p/nice-choice-egg-flavor-soft-flour-cake-227g/1016004561,NICE CHOICE,$1.99,25,,Egg Flavor Soft Flour Cake 227g,25,Taiwan,Taiwan,3.5
Shrimp egg noodle 540g,https://www.yamibuy.com/en/p/sautao-shrimp-egg-noodle-540g/1021068161,SAUTAO,$6.99,5,,Shrimp egg noodle 540g,5,Hong Kong,,4.8
Braised Quail Egg 40g,https://www.yamibuy.com/en/p/braised-quail-egg-40g/1147000431,De Delicious,$1.29,20,4 Options,Braised Quail Egg 40g,20,Taiwan,Non-organic,3.7
Volcano Cookie Egg & Coconut Flavor 100g,https://www.yamibuy.com/en/p/sable-volcanic-egg-coconut-flavor-100g/1016066191,SABLE,$4.29,9,,Volcano Cookie Egg & Coconut Flavor 100g,9,China,,4.8
Salted Egg Flavor Yolk Wafers,https://www.yamibuy.com/en/p/salted-egg-flavor-yolk-wafers/1016085851,豆の年华,$5.99,5,,Salted Egg Flavor Yolk Wafers,5,China,,4.6
Preserved Duck Egg 4pcs,https://www.yamibuy.com/en/p/preserved-duck-egg-4pcs/1147007971,JADE DRAGON,$3.99,6,,Preserved Duck Egg 4pcs,6,China,,4.7
【Limited Edition】Milk Candy Salted Red Bean Paste & Salted Egg 48g,https://www.yamibuy.com/en/p/milk-candy-salted-red-bean-paste-salted-egg-48g-limited-edition/1018039741,MORINAGA,$2.49,2,,【Limited Edition】Milk Candy Salted Red Bean Paste & Salted Egg 48g,2,Japan,,4.5
【Low Price Guarantee】Multi Function Mini Egg Cooker Steamer with Auto Shut Off Feature 7 Egg Capacity,https://www.yamibuy.com/en/p/excelife-multi-function-mini-egg-cooker-steamer-with-auto-shut-off-feature-7-egg-capacity/1029024701,EXCELIFE,$14.99,30,,【Low Price Guarantee】Multi Function Mini Egg Cooker Steamer with Auto Shut Off Feature 7 Egg Capacity,30,United States,China,4.8
TDG Egg Boro Biscuits Original 130g,https://www.yamibuy.com/en/p/tdg-egg-boro-biscuits-original/1016062231,TOKO,$2.39,4,,TDG Egg Boro Biscuits Original 130g,4,Japan,,5
Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-egg-flavor-600g/1016025801,MIGUDUO,$3.99,6,,Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,6,China,China,2.8
Egg soft cake 600g,https://www.yamibuy.com/en/p/sea-woods-egg-soft-cake-600g/1016061091,SEA WOODS,$5.59,1,,Egg soft cake 600g,1,Taiwan,,4
【Frozen】Egg Fried Rice with Vegetables 420g,https://www.yamibuy.com/en/p/frozen-egg-fried-rice-with-vegetables-420g/1147010101,PULMUONE,$5.69,,,【Frozen】Egg Fried Rice with Vegetables 420g,Be the first!,Korea,,
Preserved Duck Egg 4pc,https://www.yamibuy.com/en/p/kindly-preserved-duck-egg-4pc/1147002131,KINDLY,,3,,Preserved Duck Egg 4pc,3,Taiwan,,4
Salted Duck Egg Yolk Paste 150g,https://www.yamibuy.com/en/p/salted-duck-egg-yolk-paste-150g/1148010661,GOURMET FARM,$12.45,14,,Salted Duck Egg Yolk Paste 150g,14,China,,4.7
De Xing Egg Noodle 780g,https://www.yamibuy.com/en/p/de-xing-egg-noodle-780g/1149002981,DEXIMICH,$4.99,20,,De Xing Egg Noodle 780g,20,China,,4.9
Cooked Marinated Egg in Soy Sauce 6pcs,https://www.yamibuy.com/en/p/lam-sheng-kee-cooked-marinated-egg-in-soy-sauce-6pcs/1021009651,LAM SHENG KEE,$3.99,41,,Cooked Marinated Egg in Soy Sauce 6pcs,Be the first!,Taiwan,China,4
Preserved Egg and Lean Pork Congee 38g,https://www.yamibuy.com/en/p/preserved-egg-and-lean-pork-congee-38g/1147010661,HAIFUSHENG,$1.99,2,,Preserved Egg and Lean Pork Congee 38g,2,China,,5
Taro Egg Yolk Pastry 1pc 58g,https://www.yamibuy.com/en/p/taro-egg-yolk-crisp-1-piece-58g/1016077481,Quzile,$2.69,26,,Taro Egg Yolk Pastry 1pc 58g,26,China,,4.5
CANTON Chinese Style Dry Egg Noodle Thin 440g,https://www.yamibuy.com/en/p/canton-chinese-style-dry-egg-noodle-thin-440g/1149001951,OTHER BRANDS,,3,,CANTON Chinese Style Dry Egg Noodle Thin 440g,3,N/A,,5
Egg Flavor Soft Flour Cake 518g,https://www.yamibuy.com/en/p/jingyizhen-egg-flavor-soft-flour-cake-518g/1016005401,JINGYIZHEN,$4.99,16,4 Options,Egg Flavor Soft Flour Cake 518g,16,China,China,4.5
Egg Cookie Honey Flavor 188g,https://www.yamibuy.com/en/p/egg-cookie-honey-flavor-188g/1016095521,AJI Taiwan,$3.69,2,,Egg Cookie Honey Flavor 188g,2,Taiwan,,3
Potato Chips Salted Egg Yolk Shrimp Flavor 65g,https://www.yamibuy.com/en/p/lay-s-potato-chips-salted-egg-yolk-shrimp-flavor-65g/1017033931,Lay's,$1.99,19,,Potato Chips Salted Egg Yolk Shrimp Flavor 65g,19,China,,4.7
Waffle Cake Egg Flavor 270g,https://www.yamibuy.com/en/p/haoyoulikids-waffle-cake-270g/1016064641,HAOYOULIKids,$3.99,6,,Waffle Cake Egg Flavor 270g,6,China,,4.8
Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,https://www.yamibuy.com/en/p/sun-right-seaweed-soup-egg-flavor-80g-3-minute-ready-soup/1149001421,SUNRIGHT,$4.99,2,3 Options,Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,2,Taiwan,,5
Egg Flavor Noodles 600g,https://www.yamibuy.com/en/p/xiangnian-egg-flavor-noodles-600g/1149006381,XIANGNIAN,$2.79,12,,Egg Flavor Noodles 600g,12,China,,5
HONG KONG White Lotus Seed Paste Mooncake With 3 Egg Yolks 4pc 740g,https://www.yamibuy.com/en/p/hong-kong-mei-xim-white-lotus-seed-paste-mooncake-with-3-egg-yolks-4pc-740g/1016012351,MEI XIN,,9,,HONG KONG White Lotus Seed Paste Mooncake With 3 Egg Yolks 4pc 740g,9,Hong Kong,Hong Kong,4.8
Egg Yolk Puff Rose Flavor 360g,https://www.yamibuy.com/en/p/panxiangji-egg-yolk-puff-rose-flavor/1016067281,panxiangji,,6,,Egg Yolk Puff Rose Flavor 360g,6,China,,5
Salted Egg Yolk Cookies 120g,https://www.yamibuy.com/en/p/chuchuangbenjia-salted-egg-yolk-cookies-120g/1016062341,CHUCHUANGBENJIA,$2.69,9,,Salted Egg Yolk Cookies 120g,9,China,,4.1
Chocolate Egg (Toy Included),https://www.yamibuy.com/en/p/item/1018039431,FURUTA,,4,2 Options,Chocolate Egg (Toy Included),4,Japan,,5
Red Bean Paste Mooncake With 2 Egg Yolks 4pc,https://www.yamibuy.com/en/p/hong-kong-mei-xim-red-bean-paste-mooncake-with-2-egg-yolks-4pc/1016012921,MEI XIN,$54.59,5,,Red Bean Paste Mooncake With 2 Egg Yolks 4pc,5,Hong Kong,Hong Kong,4.8
Wheat Cracker Egg & Spicy Crawfish Flavor 40g,https://www.yamibuy.com/en/p/master-kong-wheat-cracker-egg-amp-tomato-flavor-45g/1017002451,MASTER KONG,$0.99,6,,Wheat Cracker Egg & Spicy Crawfish Flavor 40g,6,China,China,3.8
"【2 Pack Value Set】Egg Yolk Puff with Chewy Mochi and Red Bean Paste, 330g 6pc *2",https://www.yamibuy.com/en/p/3-pack-value-set-egg-yolk-puff-with-chewy-mochi-and-red-bean-paste-330g-6pc-3/1016077751,FORTUNE BAKERY,,5,,"【2 Pack Value Set】Egg Yolk Puff with Chewy Mochi and Red Bean Paste, 330g 6pc *2",5,United States,,4.4
Cheese and Salted Egg Mixed Flavors Cookie 300g,https://www.yamibuy.com/en/p/cheese-salted-egg-mixed-cookie-300g/1016088601,AJICHIBEAN,$4.29,3,,Cheese and Salted Egg Mixed Flavors Cookie 300g,3,China,,3
Fried Salmon Fish Skin Salted Egg 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-salted-egg-100g/1019056151,FEILONG,$9.99,3,7 Options,Fried Salmon Fish Skin Salted Egg 100g,3,China,Salted Egg Flavor,5
Handmade Nougat Candy Salted Egg Flavor 250g,https://www.yamibuy.com/en/p/ching-tse-handmade-nougat-candy-salted-egg-flavor-250g/1018032191,CHING TSE,$20.99,2,,Handmade Nougat Candy Salted Egg Flavor 250g,2,Taiwan,,5
Egg Yolk Puff With Matcha Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-matcha-paste-360g/1016073151,SUNGIVEN FOODS,,89,4 Options,Egg Yolk Puff With Matcha Paste 360g,89,China,Matcha Flavor,4.6
Cream Egg Cookies Coconut Flavor 300g,https://www.yamibuy.com/en/p/lipo-cream-egg-cookies-coconut-flavor-300g/1016055941,LIPO,,118,4 Options,Cream Egg Cookies Coconut Flavor 300g,118,Vietnam,Coconut Flavor,4.5
【Frozen】Egg Pancake 250g,https://www.yamibuy.com/en/p/fz-pancake-egg-waffle-250g/1146135371,IMEI,,4,,【Frozen】Egg Pancake 250g,4,Taiwan,,5
Cream Egg Cookies Durian Flavor 300g,https://www.yamibuy.com/en/p/lipo-cream-egg-cookies-durian-flavor-300g/1016055951,LIPO,,57,4 Options,Cream Egg Cookies Durian Flavor 300g,57,Vietnam,Durian Flavor,4.4
Cooked Marinated Egg 6pc,https://www.yamibuy.com/en/p/lam-sheng-kee-cooked-marinated-egg-6pc/1021010101,LAM SHENG KEE,$3.99,52,,Cooked Marinated Egg 6pc,52,Taiwan,China,3.9
Salty Egg Instant Noodle 92g,https://www.yamibuy.com/en/p/baijia-salty-egg-instant-noodle-92g/1021067781,BAIJIA,,50,,Salty Egg Instant Noodle 92g,50,China,China,3.9
Assorted Egg Yolk Pastry Gift Box 540g,https://www.yamibuy.com/en/p/assorted-egg-yolk-pastry-gift-box-540g/1016089451,SUNGIVEN FOODS,,12,,Assorted Egg Yolk Pastry Gift Box 540g,12,China,,4.5
Chinese Dried Yellow Egg Noodle 400g,https://www.yamibuy.com/en/p/chinese-dried-yellow-egg-noodle/1149001481,Three Deer Brand,$2.19,19,,Chinese Dried Yellow Egg Noodle 400g,19,N/A,,4.4
Egg Yolk Rice Dumpling 100g,https://www.yamibuy.com/en/p/egg-yolk-rice-dumpling-100g/1150002891,panxiangji,$4.39,2,7 Options,Egg Yolk Rice Dumpling 100g,2,China,Egg Yolk Rice Dumpling,4.5
Egg Yolk Pancake Milk Flavor 150g,https://www.yamibuy.com/en/p/milaotou-egg-yolk-pancake-milk-flavor-150g/1016059331,MILAOTOU,$2.29,32,2 Options,Egg Yolk Pancake Milk Flavor 150g,32,China,Milk Flavor,4.8
Little White Heart  Egg Cake,https://www.yamibuy.com/en/p/item/1016066081,Moranca,,31,7 Options,Little White Heart  Egg Cake,31,China,,4.4
Cooked Marinated Tea Egg 6pcs,https://www.yamibuy.com/en/p/lam-sheng-kee-cooked-marinated-tea-egg-6pcs/1021009661,LAM SHENG KEE,$3.99,40,,Cooked Marinated Tea Egg 6pcs,40,Taiwan,,4
Spicy Egg Tofu 250g,https://www.yamibuy.com/en/p/shudaoxiang-spicy-egg-tofu-250g/1019012351,SHUDAOXIANG,$3.89,41,,Spicy Egg Tofu 250g,41,China,China,4
Oct.5th Bakery Lava Egg Custard Mooncake 8pc 400g,https://www.yamibuy.com/en/p/oct-5th-bakery-lava-egg-custard-mooncake-8pc-400g/1150000931,OCTOBER FIFTH BAKERY,$42.99,15,,Oct.5th Bakery Lava Egg Custard Mooncake 8pc 400g,15,Macao,,4.38
Rose With Egg Yolk Flower Cake 320g,https://www.yamibuy.com/en/p/rose-with-egg-yolk-flower-cake-320g/1016077821,HUAMUZI,$8.99,19,7 Options,Rose With Egg Yolk Flower Cake 320g,19,China,Egg Yolk and Rose,4.2
Tomato egg noodle  288.4g,https://www.yamibuy.com/en/p/xian-mian-zhuan-tomato-egg-noodle-253g/1021078851,XIAN MIAN ZHUAN,$8.99,14,5 Options,Tomato egg noodle  288.4g,14,China,Tomato egg,4.6
Egg Yolk Puff With Red Bean Paste,https://www.yamibuy.com/en/p/egg-yolk-puff-with-red-bean-paste/1016086771,ONETANG,$9.99,4,4 Options,Egg Yolk Puff With Red Bean Paste,4,China,Red Bean Paste,5
Black Egg Yolk Pastry 1pc 58g,https://www.yamibuy.com/en/p/black-egg-yolk-crisp-1-piece-58g/1016077501,Quzile,$2.69,14,,Black Egg Yolk Pastry 1pc 58g,14,China,,4.4
Cream Egg Cookies Black Sesame 152g,https://www.yamibuy.com/en/p/tipo-cream-egg-cookies-black-sesame-152g/1016014251,TIPO,$3.39,12,,Cream Egg Cookies Black Sesame 152g,Be the first!,Vietnam,Vietnam,4.3
Egg Yolk Puff With Matcha Paste,https://www.yamibuy.com/en/p/egg-yolk-puff-with-matcha-paste/1016086801,ONETANG,$9.99,5,4 Options,Egg Yolk Puff With Matcha Paste,5,China,Matcha Flavor,4.8
