Title,Title_link,brand-title,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
Spiced Traditional Tofu 130g,https://www.yamibuy.com/en/p/spiced-traditional-tofu-130g/1019017891,CHUAN REN XIAO PIN,11,$2.29,,Spiced Traditional Tofu 130g,11,China,4.4
Spricy BeanCurd Strip Sweet Spicy Flavor 90g,https://www.yamibuy.com/en/p/spricy-beancurd-strip-sweet-spicy-flavor-90g/1019070881,Shi Guang You Wei,6,$4.39,,Spricy BeanCurd Strip Sweet Spicy Flavor 90g,6,China,4.5
Lotus Root with Bean Curd Spicy Flavor 150g,https://www.yamibuy.com/en/p/lotus-root-filled-bean-curd-spicy-flavor/1019064121,BESTORE,4,$4.99,,Lotus Root with Bean Curd Spicy Flavor 150g,4,China,4.5
Stinky Tofu Spicy Flavor 108g,https://www.yamibuy.com/en/p/stinky-tofu-spicy-flavor-108g/1019069541,HUOGONGDIAN,2,$3.29,2 Options,Stinky Tofu Spicy Flavor 108g,2,China,4
Rock Candy Hawthorn 100g,https://www.yamibuy.com/en/p/bestore-rock-candy-hawthorn-100g/1019030241,BESTORE,1,$2.29,,Rock Candy Hawthorn 100g,1,China,5
TENGXIN Fish Toufu Halogen Flavor 440g,https://www.yamibuy.com/en/p/tengxin-fish-toufu-halogen-flavor-440g/1019031091,HAIXIN,1,$5.89,,TENGXIN Fish Toufu Halogen Flavor 440g,1,China,5
Bean Curd (Pork) 100g,https://www.yamibuy.com/en/p/zuming-bean-curd-pork-100g/1019012421,ZUMING,10,$1.89,4 Options,Bean Curd (Pork) 100g,10,China,3.3
Hawthorn Roll 228g,https://www.yamibuy.com/en/p/be-cheery-hawthorn-roll-228g/1019056211,BE & CHEERY,6,$2.39,,Hawthorn Roll 228g,Be the first!,China,4.2
Handmade Bean Curd Numb Spicy Flavor 90g,https://www.yamibuy.com/en/p/joytofu-handmade-bean-curd-numb-spicy-flavor-90g/1019041601,JOYTOFU,44,,2 Options,Handmade Bean Curd Numb Spicy Flavor 90g,44,China,4
Brown Sugar Tangerine Peel 80g,https://www.yamibuy.com/en/p/jigong-brown-sugar-tangerine-peel-80g/1019060781,JIGONG,5,$3.59,,Brown Sugar Tangerine Peel 80g,5,China,4.8
Tofu Roll Spicy 100g,https://www.yamibuy.com/en/p/zuming-tofu-roll-spicy-100g/1019006991,ZUMING,51,$1.89,4 Options,Tofu Roll Spicy 100g,51,China,4.3
Spiced Beancurd 108g,https://www.yamibuy.com/en/p/huawen-spiced-tofu-snack-108g-pm-03899/1019005881,HUA WEN FOOD,32,,10 Options,Spiced Beancurd 108g,32,China,4.4
Beef Jerky BBQ Flavor 520g,https://www.yamibuy.com/en/p/txfood-beef-jerky-bbq-flavor-520g/1019007251,TXFOOD,37,$5.89,2 Options,Beef Jerky BBQ Flavor 520g,37,China,4.6
Beancurd BBQ Flavor 20pcs,https://www.yamibuy.com/en/p/xiangxiangzui-beancurd-bbq-flavor-20pcs/1019011961,XIANGXIANGZUI,29,$6.49,2 Options,Beancurd BBQ Flavor 20pcs,29,China,4.3
Vegan Tripes Spicy Flavor 360g,https://www.yamibuy.com/en/p/moleduo-vegan-tripes-spicy-flavor-500g/1147000561,MOLEDUO,24,$4.99,,Vegan Tripes Spicy Flavor 360g,24,China,4.2
Vegetarian Beancurd BBQ Flavor 195g,https://www.yamibuy.com/en/p/genji-food-vegetarian-beancurd-bbq-flavor-195g/1019053511,Genji Food,50,,,Vegetarian Beancurd BBQ Flavor 195g,50,China,4.7
Tofu Roll Chicken 100g,https://www.yamibuy.com/en/p/zuming-tofu-roll-chicken-100g/1019006981,ZUMING,32,$1.89,4 Options,Tofu Roll Chicken 100g,32,China,3.6
XIANGE Spicy Gluten La Tiao Roast Goose 130g Famous Chinese Special Snack,https://www.yamibuy.com/en/p/xiange-spicy-gluten-la-tiao-roast-goose-130g-famous-chinese-special-snack/1019007091,TXFOOD,32,$1.69,,XIANGE Spicy Gluten La Tiao Roast Goose 130g Famous Chinese Special Snack,32,China,3.4
Vegi Hairy Belly Konjac Starch Food Spicy and Pepper Flavor 360g,https://www.yamibuy.com/en/p/dongdong-vegi-hairy-belly-konjac-starch-food-spicy-and-pepper-flavor-360g/1019053991,DONGDONG,19,,,Vegi Hairy Belly Konjac Starch Food Spicy and Pepper Flavor 360g,19,China,4.7
LIUM Preserved Plum 160g,https://www.yamibuy.com/en/p/lium-preserved-plum-160g/1019014191,LIU LIU ORCHARD,30,$3.29,4 Options,LIUM Preserved Plum 160g,30,China,4.5
Bean Curd BBQ Flavor 90g,https://www.yamibuy.com/en/p/joytofu-bean-curd-bbq-flavor-90g/1019041581,JOYTOFU,39,$1.49,3 Options,Bean Curd BBQ Flavor 90g,39,China,4.3
GENJI Vegetarian Fish(Beancurd) Hot&Spicy Flavor 20g,https://www.yamibuy.com/en/p/genji-vegetarian-fish-beancurd-hot-spicy-flavor-20g/1019049201,Genji Food,24,$0.49,2 Options,GENJI Vegetarian Fish(Beancurd) Hot&Spicy Flavor 20g,24,China,4.5
Fried Tofu Skin Spicy Sesame Oil Flavor 80g,https://www.yamibuy.com/en/p/liao-hsin-lan-fried-tofu-skin-spicy-sesame-oil-100g/1019053481,LIAO HSIN LAN,27,$2.49,,Fried Tofu Skin Spicy Sesame Oil Flavor 80g,27,Taiwan,3.7
NONG FU SHAN ZHUANG Preserved Wife Plum 108g,https://www.yamibuy.com/en/p/nong-fu-shan-zhuang-preserved-wife-plum-108g/1019004981,FARMER'S GRANGE,17,,,NONG FU SHAN ZHUANG Preserved Wife Plum 108g,17,China,4.3
Bean Curd Artificial BBQ Flavor 440g,https://www.yamibuy.com/en/p/koushuiwa-bean-curd-artificial-bbq-flavor-440g/1019011631,KOUSHUIWA,44,$6.89,2 Options,Bean Curd Artificial BBQ Flavor 440g,44,China,4.1
GJ Soft Spicy Beacurd Slice 148g,https://www.yamibuy.com/en/p/gj-soft-spicy-beacurd-slice-148g/1019057331,Genji Food,26,,,GJ Soft Spicy Beacurd Slice 148g,26,China,4.8
QQ Bean Curd Hot Spicy Flavor 25g*20pc,https://www.yamibuy.com/en/p/gagazui-qq-bean-curd-hot-spicy-flavor-25g-20pc/1019005571,GAGAZUI,52,$5.89,3 Options,QQ Bean Curd Hot Spicy Flavor 25g*20pc,52,China,4.2
OYTOFU Assorted Flavored Bean Curd 168g,https://www.yamibuy.com/en/p/oytofu-assorted-flavored-bean-curd-168g/1019007061,JOYTOFU,41,$3.29,,OYTOFU Assorted Flavored Bean Curd 168g,41,China,4.4
NONG FU SHAN ZHUANG Preserved Milk Plum 102g,https://www.yamibuy.com/en/p/nong-fu-shan-zhuang-preserved-milk-plum-102g/1019004961,FARMER'S GRANGE,16,$2.49,,NONG FU SHAN ZHUANG Preserved Milk Plum 102g,16,China,4.4
LAMSHENGKEE Plum Queen 200g,https://www.yamibuy.com/en/p/lamshengkee-plum-queen-200g/1019005631,LAM SHENG KEE,24,$4.89,,LAMSHENGKEE Plum Queen 200g,24,Taiwan,4.2
Bean Product Hot flavor 75g,https://www.yamibuy.com/en/p/qinzong-bean-product-hot-flavor-75g/1019003311,QINZONG,28,$1.49,,Bean Product Hot flavor 75g,28,China,3.4
Hotstrip 78g,https://www.yamibuy.com/en/p/weilong-hot-strip-78g/1019057351,WEILONG,11,$1.29,,Hotstrip 78g,11,China,4.2
Preserved Big Prunes 170g,https://www.yamibuy.com/en/p/tsh-preserved-big-prunes-170g/1019005321,TSH,18,$5.69,,Preserved Big Prunes 170g,18,United States,3.4
Vegan Tripes Five Spices Flavor 360g,https://www.yamibuy.com/en/p/moleduo-vegan-tripes-five-spices-flavor-500g/1147000551,MOLEDUO,29,$4.99,,Vegan Tripes Five Spices Flavor 360g,29,China,4.5
Chou Tofu 110g,https://www.yamibuy.com/en/p/hu-xiang-gong-chou-tofu-110g/1019007181,HU XIANG GONG,24,$2.89,,Chou Tofu 110g,24,China,3.1
Preserved Plum 150g,https://www.yamibuy.com/en/p/han-preserved-plum-150g/1019066551,TEN WOW,10,$4.59,,Preserved Plum 150g,10,China,4.7
Spiced Tofu Roll 100g,https://www.yamibuy.com/en/p/zuming-spiced-tofu-roll-100g/1019006971,ZUMING,48,$1.89,4 Options,Spiced Tofu Roll 100g,48,China,4.1
Mixed Fruit Chip 200g,https://www.yamibuy.com/en/p/mixed-fruit-chip-200g/1019072141,FRUIT FOOD,9,$2.59,,Mixed Fruit Chip 200g,9,Vietnam,4.8
Assorted Flavored Bean Curd 206g,https://www.yamibuy.com/en/p/joytofu-assorted-flavored-bean-curd-206g/1019004801,JOYTOFU,18,,,Assorted Flavored Bean Curd 206g,18,China,3.9
Hawthorn Roll 228g,https://www.yamibuy.com/en/p/be-cheery-hawthorn-roll-228g/1019056211,BE & CHEERY,6,$2.39,,Hawthorn Roll 228g,6,China,4.2
Taiwan Crystal Sweet Potato 400g,https://www.yamibuy.com/en/p/zyf-taiwan-crystal-sweet-potato-400g/1019050451,ZYF,6,$4.69,,Taiwan Crystal Sweet Potato 400g,6,Taiwan,4.2
Fish Tofu-Spicy 170g New and old packages are sent randomly,https://www.yamibuy.com/en/p/bestore-fish-tofu-spicy-170g/1019015541,BESTORE,37,$4.79,,Fish Tofu-Spicy 170g New and old packages are sent randomly,37,China,4.4
Vegetarian Steak BBQ Flavor 440g,https://www.yamibuy.com/en/p/koushuiwa-vegetarian-steak-bbq-flavor-440g/1019053851,KOUSHUIWA,7,$7.49,3 Options,Vegetarian Steak BBQ Flavor 440g,7,China,5
Spicy Noodles 88g,https://www.yamibuy.com/en/p/shudaoxiang-spicy-noodles-88g/1019050281,SHUDAOXIANG,5,$1.69,,Spicy Noodles 88g,5,China,4.6
Jujube with walnut 500g,https://www.yamibuy.com/en/p/nong-fu-zhi-jia-jujube-with-walnut/1019048311,NONG FU ZHI JIA,12,$12.99,,Jujube with walnut 500g,12,China,4.9
Konjac Snack BBQ Flavor 18g*20,https://www.yamibuy.com/en/p/jinzai-konjac-snack-bbq-flavor-18g-20/1019050861,JINZAI,21,$5.99,2 Options,Konjac Snack BBQ Flavor 18g*20,21,China,4.5
Green Pearl Raisins 140g,https://www.yamibuy.com/en/p/green-pearl-raisins-140g/1019071471,yifen,1,$2.99,,Green Pearl Raisins 140g,1,China,5
Instant Fruit tea 6pc,https://www.yamibuy.com/en/p/instant-fruit-tea/1019065791,WEI BACK,6,$16.99,,Instant Fruit tea 6pc,6,China,4.8
Bazhen Bayberry 230g,https://www.yamibuy.com/en/p/farmer-s-grange-preserved-plum-230g/1019047471,FARMER'S GRANGE,3,$5.89,,Bazhen Bayberry 230g,3,China,5
【Value Pack】Vegetarian Jerky 80g*3,https://www.yamibuy.com/en/p/value-pack-vegetarian-jerky-80g-3/1019065051,ZHEN XIANG,15,,,【Value Pack】Vegetarian Jerky 80g*3,15,China,4.7
Spicy Lettuce 250g,https://www.yamibuy.com/en/p/yifen-spicy-lettuce-250g/1019051391,yifen,7,$3.69,,Spicy Lettuce 250g,7,China,5
Haw Rolls 208g,https://www.yamibuy.com/en/p/three-squirrels-haw-rolls-208g/1019056091,THREE SQUIRRELS,17,,,Haw Rolls 208g,17,China,4.9
LIUM Preserved Plum 160g,https://www.yamibuy.com/en/p/lium-preserved-plum-160g/1019014211,LIU LIU ORCHARD,20,$3.29,4 Options,LIUM Preserved Plum 160g,20,China,4.5
Fruit Crisps Durian Flavor 70g,https://www.yamibuy.com/en/p/fruit-crisps-durian-flavor-70g/1019064091,TRYGOODZ,2,$4.59,,Fruit Crisps Durian Flavor 70g,2,Japan,5
Hawthorn Haw Stick,https://www.yamibuy.com/en/p/qiangzhen-hawthorn-haw/1019055711,QIANGZHEN,1,$2.29,,Hawthorn Haw Stick,1,China,3
【Value Pack】Sesame Spicy Bean Curd 145g*1+Gluten Strip Snack 90g*2,https://www.yamibuy.com/en/p/value-pack-sesame-spicy-bean-curd-145g-1-gluten-strip-snack-90g-2/1019069751,OTHER BRANDS,3,,,【Value Pack】Sesame Spicy Bean Curd 145g*1+Gluten Strip Snack 90g*2,3,N/A,4
DAO HUA CUN Vegetarian Diet The Steak Black Pepper Flavor 560g,https://www.yamibuy.com/en/p/dao-hua-cun-vegetarian-diet-the-steak-black-pepper-flavor-560g/1019023691,daohuacun,3,$5.89,2 Options,DAO HUA CUN Vegetarian Diet The Steak Black Pepper Flavor 560g,3,China,4
Hawthorn Roll,https://www.yamibuy.com/en/p/hawthorn-roll/1019066631,YIDA,13,$4.79,,Hawthorn Roll,13,China,4.8
HAO BA SHI Fish Tofu BBQ Flavor 80g,https://www.yamibuy.com/en/p/hao-ba-shi-fish-tofu-bbq-flavor-80g/1019041931,HUIJIFOOD,1,$1.59,2 Options,HAO BA SHI Fish Tofu BBQ Flavor 80g,1,China,5
Changsha Stinky Tofu Bean Curd Snack 500g,https://www.yamibuy.com/en/p/pengjixuan-changsha-stinky-tofu-bean-curd-snack-500g/1019019761,PENGJIXUAN,18,$5.89,,Changsha Stinky Tofu Bean Curd Snack 500g,18,China,2.9
Dry Egg Tofu 150g,https://www.yamibuy.com/en/p/dry-egg-tofu-150g/1019061511,RUNCHENG,4,,,Dry Egg Tofu 150g,4,China,5
Vegetarian Black Pepper Flavor 200g,https://www.yamibuy.com/en/p/szg-vegetarian-black-pepper-200g/1019047591,SZG,17,$4.99,2 Options,Vegetarian Black Pepper Flavor 200g,17,Taiwan,4.4
Roasted Potato Five-spice Flavor 52g*30,https://www.yamibuy.com/en/p/roasted-potatos-original-lu-flavor-52g-30/1019069011,Qiaobiandan,6,$10.59,2 Options,Roasted Potato Five-spice Flavor 52g*30,6,China,4.3
Beancurd Snack Hunan Spicy Flavor 100g,https://www.yamibuy.com/en/p/deanfa-beancurd-snack-hunan-spicy-flavor-100g/1019045681,DEANFA,16,,2 Options,Beancurd Snack Hunan Spicy Flavor 100g,16,China,4.8
Tak Shing Hong Pres Big Prunes 170g,https://www.yamibuy.com/en/p/tak-shing-hong-pres-big-prunes-170g/1019029621,TSH,,$6.49,,Tak Shing Hong Pres Big Prunes 170g,Be the first!,United States,
Preserved Plum,https://www.yamibuy.com/en/p/old-original-preserved-plum/1019069321,UME HOUSE,7,$4.39,,Preserved Plum,7,China,4.6
Spicy Konjac Beef Flavor 220g,https://www.yamibuy.com/en/p/kaixiaochai-spicy-konjac-beef-flavor-220g/1019035801,Kaixiaochai,5,$2.99,4 Options,Spicy Konjac Beef Flavor 220g,5,China,5
Bean Curd Suyangrouwan Flavor 85g,https://www.yamibuy.com/en/p/xiangxiangzui-bean-curd-suyangrouwan-flavor-85g/1019033151,XIANGXIANGZUI,2,$1.29,2 Options,Bean Curd Suyangrouwan Flavor 85g,2,China,4.5
Sweet Basil Prune 200g,https://www.yamibuy.com/en/p/meiyuan-sweet-basil-prune-200g/1019048021,MEIYUAN,2,$3.39,7 Options,Sweet Basil Prune 200g,2,Taiwan,5
Spicy Tofu 200g,https://www.yamibuy.com/en/p/bestore-spicy-tofu-200g/1019026561,BESTORE,,$3.29,,Spicy Tofu 200g,Be the first!,China,
TECHANG FOOD Tofu Cake Garlic Flavor 110g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-garlic-flavor-110g/1019006261,TE CHANG FOOD,17,$1.79,,TECHANG FOOD Tofu Cake Garlic Flavor 110g,17,Taiwan,4.4
Dry Chinese Jujube 500g,https://www.yamibuy.com/en/p/sihong-dry-chinese-jujube-500g/1019013861,SIHONG,31,$5.99,,Dry Chinese Jujube 500g,31,China,4.8
NEDA Preserved Pineapple 52g,https://www.yamibuy.com/en/p/neda-preserved-pineapple-52g/1019026751,DEDA FRAM LIULIU QRCHARD,3,$3.69,,NEDA Preserved Pineapple 52g,3,China,4
Fish with bean Curd Artificial BBQ Flavor 440g,https://www.yamibuy.com/en/p/koushuiwa-fish-with-bean-curd-artificial-bbq-flavor-440g/1019011651,KOUSHUIWA,40,$7.29,3 Options,Fish with bean Curd Artificial BBQ Flavor 440g,40,China,4.6
HEFENGYUAN Candied Sweet Potato Slice 150g,https://www.yamibuy.com/en/p/hefengyuan-candied-sweet-potato-slice-150g/1019022601,HE FENG YUAN,31,$1.99,2 Options,HEFENGYUAN Candied Sweet Potato Slice 150g,31,China,3.8
Fried Tofu Skin Katsuobushi Flavor 100g,https://www.yamibuy.com/en/p/liao-hsin-lan-fried-tofu-skin-katsuobushi-100g/1019053471,LIAO HSIN LAN,12,$2.49,,Fried Tofu Skin Katsuobushi Flavor 100g,12,Taiwan,3.5
Hawthorn Strips 228g,https://www.yamibuy.com/en/p/be-cheery-hawthorn-strips-228g/1019056251,BE & CHEERY,9,$2.39,,Hawthorn Strips 228g,9,China,4.9
Vegetable Steak Five Fragrance Flavor 440g,https://www.yamibuy.com/en/p/koushuiwa-vegetable-steak-five-fragrance-flavor-440g/1019023511,KOUSHUIWA,12,$7.49,3 Options,Vegetable Steak Five Fragrance Flavor 440g,12,China,4.8
Bean Curd Sifangfan Chang sha Flavor 80g,https://www.yamibuy.com/en/p/xiangxiangzui-bean-curd-sifangfan-chang-sha-flavor-80g/1019033131,XIANGXIANGZUI,5,$1.29,3 Options,Bean Curd Sifangfan Chang sha Flavor 80g,5,China,4.6
Beef Jerky Chili Peeper Flavor 520g,https://www.yamibuy.com/en/p/txfood-beef-jerky-chili-peeper-flavor-520g/1019007241,TXFOOD,22,$5.89,2 Options,Beef Jerky Chili Peeper Flavor 520g,22,China,4.3
Bean Curd Flavor 180g,https://www.yamibuy.com/en/p/zhangfei-bean-curd-flavor-180g/1019048381,ZHANGFEI,7,,4 Options,Bean Curd Flavor 180g,7,China,4.6
XIAOZHUFEIBA Hawthorn Stick with Probiotics 118g,https://www.yamibuy.com/en/p/118g-20/1019056591,OTHER BRANDS,8,$2.29,,XIAOZHUFEIBA Hawthorn Stick with Probiotics 118g,8,N/A,5
Roasted Gluten Spicy 26g*20,https://www.yamibuy.com/en/p/dbxs-roasted-gluten-spicy-26g-20/1019057141,DBXS,9,$5.69,,Roasted Gluten Spicy 26g*20,9,China,4.2
Prunes 135g,https://www.yamibuy.com/en/p/prunes-135g/1019062081,UME HOUSE,8,$4.69,,Prunes 135g,8,China,4.4
Bang Bang Roll Spicy Flavor 100g,https://www.yamibuy.com/en/p/bestore-bang-bang-roll-spicy-flavor-100g/1019058301,BESTORE,14,$2.99,,Bang Bang Roll Spicy Flavor 100g,Be the first!,China,4.7
Spicy Snack 90g,https://www.yamibuy.com/en/p/spicy-beef-tendon/1019064531,THREE SQUIRRELS,5,$4.99,,Spicy Snack 90g,5,China,4.6
Hot Spicy Beancurd Slice 148g,https://www.yamibuy.com/en/p/hot-spicy-beancurd-slice-148g/1019062111,Genji Food,12,$1.79,,Hot Spicy Beancurd Slice 148g,12,China,4.6
Turkey Beans Slices 68g,https://www.yamibuy.com/en/p/kaixiaochai-turkey-beans-slices-68g/1019044731,Kaixiaochai,20,$0.99,,Turkey Beans Slices 68g,20,China,2.3
Oshaburi Otokoume Sheete 10g,https://www.yamibuy.com/en/p/oshaburi-otokoume-sheete-10g/1019072641,NOBLE,1,$1.89,,Oshaburi Otokoume Sheete 10g,1,Japan,5
Suan Jiao Guo Gao 168g,https://www.yamibuy.com/en/p/bestore-suan-jiao-guo-gao-168g/1019021501,BESTORE,14,,,Suan Jiao Guo Gao 168g,14,China,3.4
DAXI Garlic Flavor Tofu Cake 150g,https://www.yamibuy.com/en/p/daxi-garlic-flavor-tofu-cake-150g/1019003881,YUXIANG,13,$1.49,5 Options,DAXI Garlic Flavor Tofu Cake 150g,13,Taiwan,3.8
TECHANG FOOD Tofu Cake Spiced Flavor 110g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-spiced-flavor-110g/1019006271,TE CHANG FOOD,12,$1.79,,TECHANG FOOD Tofu Cake Spiced Flavor 110g,12,Taiwan,4.7
Vegetarian Meat (Spicy ChickenHI Flavor) 108g,https://www.yamibuy.com/en/p/wuxianzhai-vegetarian-meat-spicy-chickenhi-flavor-108g/1019047781,WUXIANZHAI,2,$1.99,,Vegetarian Meat (Spicy ChickenHI Flavor) 108g,2,China,4
Sakura Prune 160g,https://www.yamibuy.com/en/p/meiyuan-sakura-prune-160g/1019048031,MEIYUAN,7,$3.39,7 Options,Sakura Prune 160g,7,Taiwan,4.7
Spicy Gluten Snack Chicken Flavor 109g,https://www.yamibuy.com/en/p/txfood-spicy-gluten-snack-chicken-flavor-109g/1019012101,TXFOOD,13,$2.39,,Spicy Gluten Snack Chicken Flavor 109g,13,China,2.9
Sweet and Crispy Winter Dates 175g,https://www.yamibuy.com/en/p/be-cheery-sweet-and-crispy-winter-dates-175g/1019056241,BE & CHEERY,2,$6.29,,Sweet and Crispy Winter Dates 175g,2,China,5
Preserved Rose Plum 108g,https://www.yamibuy.com/en/p/farmer-s-grange-preserved-rose-plum-108g/1019004721,FARMER'S GRANGE,6,$2.69,,Preserved Rose Plum 108g,6,China,4.2
Seaweed Crisp Bamboo Shoots Spicy Flavor 160g,https://www.yamibuy.com/en/p/bestore-seaweed-crisp-bamboo-shoots-spicy-flavor-160g/1019021241,BESTORE,16,$3.49,,Seaweed Crisp Bamboo Shoots Spicy Flavor 160g,Be the first!,China,4.6
WEI CHUAN Organic Red Jujubes 284g,https://www.yamibuy.com/en/p/wei-chuan-organic-red-jujubes-284g/1019017191,WEIQUAN,6,$3.49,,WEI CHUAN Organic Red Jujubes 284g,6,United States,4.7
Sweet Potato Strips 260g,https://www.yamibuy.com/en/p/dandy-sweet-potato-strips-260g/1019024731,DANDY,6,$2.49,,Sweet Potato Strips 260g,6,Hong Kong,5
Golden Pillow Durian Dry 100g,https://www.yamibuy.com/en/p/nanguo-golden-pillow-durian-dry-100g/1019022611,NANGUO,6,$15.29,,Golden Pillow Durian Dry 100g,6,China,5
XIANGE Spiced Tofu Snack 500g SS-XG385116,https://www.yamibuy.com/en/p/xiange-spiced-tofu-snack-500g-ss-xg385116/1019006691,TXFOOD,8,$5.89,,XIANGE Spiced Tofu Snack 500g SS-XG385116,8,China,3.1
Spicy Konjac Japanese Pepper Flavor 220g,https://www.yamibuy.com/en/p/kaixiaochai-spicy-konjac-japanese-pepper-flavor-220g/1019035781,Kaixiaochai,3,$2.99,4 Options,Spicy Konjac Japanese Pepper Flavor 220g,3,China,4.7
【Frozen】PMO  Frozen Persimmon 8.5 OZ,https://www.yamibuy.com/en/p/pmo-frozen-persimmon-8-5-oz/1019071161,PULMUONE,2,$4.69,,【Frozen】PMO  Frozen Persimmon 8.5 OZ,3,Korea,5
Jinmei Ginger 160g,https://www.yamibuy.com/en/p/farmer-s-grange-jinmei-ginger-canned-160/1019047541,FARMER'S GRANGE,1,$5.89,,Jinmei Ginger 160g,1,China,3
Frozen Green Plum 150g,https://www.yamibuy.com/en/p/bestore-frozen-green-plum-150g/1019030321,BESTORE,7,$4.89,,Frozen Green Plum 150g,7,China,3.4
Bean Curd (Chicken) 100g,https://www.yamibuy.com/en/p/zuming-bean-curd-chicken-100g/1019012401,ZUMING,9,$1.89,4 Options,Bean Curd (Chicken) 100g,9,China,3.6
Spicy Konjac Turkey Flavor 220g,https://www.yamibuy.com/en/p/kaixiaochai-spicy-konjac-turkey-flavor-220g/1019035791,Kaixiaochai,1,$2.99,4 Options,Spicy Konjac Turkey Flavor 220g,1,China,5
Milk Flavor Plum 210g,https://www.yamibuy.com/en/p/resh-milk-taste-and-plum-210g/1019071511,yifen,,$5.99,,Milk Flavor Plum 210g,Be the first!,China,
Salted Egg Yolk Flavor Broad Beans 140g,https://www.yamibuy.com/en/p/salted-egg-yolk-flavor-broad-beans-140g/1019065501,ZHANGDOU,5,$4.59,,Salted Egg Yolk Flavor Broad Beans 140g,5,China,4.6
Wugang Marinated Tofu 200g,https://www.yamibuy.com/en/p/wugang-marinated-tofu-200g/1019065261,FANGJIE,4,$2.29,,Wugang Marinated Tofu 200g,4,China,5
Fried Tofu Skin Chili Flavor 100g,https://www.yamibuy.com/en/p/liao-hsin-lan-fried-tofu-skin-chili-vegan-100g/1019053461,LIAO HSIN LAN,9,$2.49,,Fried Tofu Skin Chili Flavor 100g,9,Taiwan,3
Spicy Konjac Spicy Flavor 220g,https://www.yamibuy.com/en/p/kaixiaochai-spicy-konjac-spicy-flavor-220g/1019035771,Kaixiaochai,3,$2.99,4 Options,Spicy Konjac Spicy Flavor 220g,3,China,4.3
WL Beancurd Snack Spicy Flavor 186g,https://www.yamibuy.com/en/p/wl-beancurd-snack-spicy-flavor-186g/1019045611,WEILONG,21,$4.29,,WL Beancurd Snack Spicy Flavor 186g,21,China,4.4
Green Pea 105g,https://www.yamibuy.com/en/p/want-want-green-pea-150g/1019027021,WANT WANT,20,$1.49,,Green Pea 105g,20,Taiwan,5
Salted Preserved Plum 135g,https://www.yamibuy.com/en/p/salted-preserved-plum-150g/1019066541,TEN WOW,12,$4.59,,Salted Preserved Plum 135g,12,China,5
Gravy Tofu Roll 100g,https://www.yamibuy.com/en/p/zuming-gravy-tofu-roll-100g/1019007001,ZUMING,28,$1.89,4 Options,Gravy Tofu Roll 100g,28,China,3.8
Pres Chuanbei kumquat 170g,https://www.yamibuy.com/en/p/tsh-pres-chuanbei-kumquat-170g/1019005381,TSH,2,$5.69,,Pres Chuanbei kumquat 170g,2,United States,4.5
NONG FU SHAN ZHUANG Preserved Snowflake Plum 108g,https://www.yamibuy.com/en/p/nong-fu-shan-zhuang-preserved-snowflake-plum-108g/1019004991,FARMER'S GRANGE,18,$2.69,,NONG FU SHAN ZHUANG Preserved Snowflake Plum 108g,18,China,4.9
Vegetarian Meat (Sauce Tripe Flavor) 100g,https://www.yamibuy.com/en/p/wuxianzhai-vegetarian-meat-sauce-tripe-flavor-108g/1019047801,WUXIANZHAI,12,$2.29,,Vegetarian Meat (Sauce Tripe Flavor) 100g,12,China,4.3
DACHIXIONG Slices Diyu Spicy Flavor 60g,https://www.yamibuy.com/en/p/liray-dachixiong-slices-diyu-spicy-flavor-60g/1019029951,LIRAY,13,$1.69,2 Options,DACHIXIONG Slices Diyu Spicy Flavor 60g,13,China,4.9
TECHANG FOOD Tofu Cake Barbecue Flavor 115g,https://www.yamibuy.com/en/p/techang-food-tofu-cake-barbecue-flavor-115g/1019006211,TE CHANG FOOD,6,$1.69,,TECHANG FOOD Tofu Cake Barbecue Flavor 115g,6,Taiwan,3.7
Japanese Plum Cracker 45g,https://www.yamibuy.com/en/p/jigong-japanese-plum-cracker-45g/1019060761,JIGONG,14,$2.49,,Japanese Plum Cracker 45g,14,China,4.6
Xiao Zi Shi Guang Hawthorn Chips 150g,https://www.yamibuy.com/en/p/konsam-xiao-zi-shi-guang-hawthorn-chips-150g/1019007291,KONSAM,15,$2.39,,Xiao Zi Shi Guang Hawthorn Chips 150g,15,China,4.7
Roasted Potato BBQ Flavor 52g*30,https://www.yamibuy.com/en/p/roasted-potatos-bbq-flavor-52g-30/1019069021,Qiaobiandan,11,$10.59,2 Options,Roasted Potato BBQ Flavor 52g*30,11,China,4.5
Beancurd Beef Flavor 20pcs 520g,https://www.yamibuy.com/en/p/xiangxiangzui-beancurd-beef-flavor-20pcs-520g/1019011951,XIANGXIANGZUI,21,$6.29,,Beancurd Beef Flavor 20pcs 520g,21,China,4.4
Hi Konjac Snack Pickled Pepper Flavor 18g*20,https://www.yamibuy.com/en/p/jinzai-hi-konjac-sansho-flavor-18g-20/1019060631,JINZAI,11,$5.99,,Hi Konjac Snack Pickled Pepper Flavor 18g*20,11,China,4.9
Coconut Soft Candy Jelly 95g,https://www.yamibuy.com/en/p/coconut-stuffing-jelly-95g/1019066611,NANGUO,12,$2.09,,Coconut Soft Candy Jelly 95g,12,China,4.8
