Product_Name,Brand,Price,Option,Rate,Origin,Reviews,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
SHANGHAI WanNianQing Crisp Biscuit 1000g,baichen,9.49,2 Options,4.9,Mainland China,7,Yami,Pastries,200,800,1898
Green Tea Oatmeal Cracker 300g,dandy,3.19,3 Options,5,Hong Kong,3,Yami,Pastries,400,1600,1276
SHANGHAISoda Biscuit Fresh Onion Flavor  438g,sanniu,3.59,No,4.3,Mainland China,3,Yami,Pastries,400,1600,1436
SHANGHAISoda Biscuit Original Flavor 438g,sanniu,3.59,No,4.6,Mainland China,5,Yami,Pastries,400,1600,1436
Original Rice Cake Cookie 12pc 258g,cw,5.29,No,4.3,Korea,140,Yami,Pastries,1000,4000,5290
Noir Soft Cookie 153g,yamazaki,4.59,No,4.5,Japan,4,Yami,Pastries,400,1600,1836
Butter Cookie 208g,daligroup,4.49,No,4.7,Mainland China,9,Yami,Pastries,400,1600,1796
Pepero Almond and Chocolate 32g,lotte korea,2.29,5 Options,4.7,Korea,9,Yami,Pastries,400,1600,916
Biscuit Black Sesame Flavor 175g,zhiweiguan,6.99,4 Options,4.5,Mainland China,2,Yami,Pastries,400,1600,2796
Natural Series Nougat Sandwich Crackers(Sesame) 145g,zhongxiang,6.89,No,4.7,Taiwan,7,Yami,Pastries,400,1600,2756
ALFORT MINI CHOCOLATE CRACKERS 59g,bourbon,1.99,No,5,Japan,1,Yami,Pastries,25,50,49.75
Pocky Coconut Flavor Limited Edition 1.45oz,glico,2.29,No,4.9,Japan,30,Yami,Pastries,200,800,458
Fried Cookies Milk Flavor 115g,imei,1.99,No,4.6,Taiwan,98,Yami,Pastries,1000,4000,1990
PICOLA Strawberry Filling Egg Roll Sticks 2packs,nabisco,2.49,No,4.9,Unclear,7,Yami,Pastries,400,1600,996
Vegetable Soda Cracker 360g,zhongxiang,5.29,No,4.6,Taiwan,47,Yami,Pastries,400,1600,2116
Japanese Hard Candy,ybc,4.99,No,0,Japan,0,Yami,Pastries,400,1600,1996
Choco Cream Wafers With Hazelnut 47g,crown,1.99,No,4.5,Korea,13,Yami,Pastries,400,1600,796
Hickory Nut Cookie 165g,bestore,4.49,2 Options,5,Mainland China,1,Yami,Pastries,25,50,112.25
SHANGHAI WanNianQing Crisp Biscuit 1000g,baichen,9.49,2 Options,4.9,Mainland China,7,Yami,Pastries,200,800,1898
Green Tea Oatmeal Cracker 300g,dandy,3.19,3 Options,5,Hong Kong,3,Yami,Pastries,400,1600,1276
SHANGHAISoda Biscuit Fresh Onion Flavor  438g,sanniu,3.59,No,4.3,Mainland China,3,Yami,Pastries,400,1600,1436
SHANGHAISoda Biscuit Original Flavor 438g,sanniu,3.59,No,4.6,Mainland China,5,Yami,Pastries,400,1600,1436
Sakura Match Flavor,glico,4.69,No,4.8,Japan,4,Yami,Pastries,25,50,117.25
Petit Kuro Chocolate and Vanilla Cookie 58g,bourbon,1.39,7 Options,5,Japan,13,Yami,Pastries,200,800,278
Cream Egg Cookies 300g 30pcs,tipo,6.99,2 Options,4.6,Unclear,25,Yami,Pastries,400,1600,2796
TK FOOD Wheat Fiber Thousand Layers Cookies 120g,tkfood,1.59,No,4.6,Taiwan,34,Yami,Pastries,400,1600,636
Wheat Germ Honey Cake 300g,organic chateau,11.99,No,4.6,Taiwan,27,Yami,Pastries,400,1600,4796
TK FOOD Seaweed Thousand Layers Cookies 120g,tkfood,1.59,No,3.7,Taiwan,16,Yami,Pastries,400,1600,636
KEKOU Thin Lemon Craker 100g,lucky,0.99,No,4.6,Taiwan,16,Yami,Pastries,400,1600,396
Biscuit Black Sesame Flavor 175g,zhiweiguan,6.99,4 Options,4.5,Mainland China,2,Yami,Pastries,400,1600,2796
Deka Matcha Crisp Crepes 90g,jans,1.49,No,4.2,Indonesia,20,Yami,Pastries,400,1600,596
Walnut Square Cookies 230g,jj bakery,6.99,6 Options,4.9,United States,19,Yami,Pastries,400,1600,2796
Cheese Cookie 12pc,fujiya,2.89,No,4.5,Japan,11,Yami,Pastries,25,50,72.25
Langue De Chat Cookie 118g,ybc,4.09,No,4.5,Japan,15,Yami,Pastries,400,1600,1636
Green Bean Mochi Cake 300g,royal family,6.29,No,4.5,Taiwan,165,Yami,Pastries,900,3600,5661
Waffle Milk Cream Flavored 168g,danco,2.99,No,4.8,Mainland China,9,Yami,Pastries,400,1600,1196
Green Tea THIN THIN 84g,haitai,1.29,No,4.6,Korea,19,Yami,Pastries,400,1600,516
Hello Panda Biscuit with Milk Cream Filling 258g,meiji,5.39,No,5,Japan,8,Yami,Pastries,400,1600,2156
Butterfly Cookies 150g,gourmet farm,1.99,No,4,Mainland China,20,Yami,Pastries,400,1600,796
Wheat Biscuit 240g,crown,5.59,No,4.9,Korea,8,Yami,Pastries,400,1600,2236
Shio Butter Cookies 137g,takara,3.79,No,5,Japan,4,Yami,Pastries,400,1600,1516
Sheung Wan 4 mix butter Cookies 320g,jenny bakery,38.9,3 Options,4.8,Hong Kong,33,Yami,Pastries,400,1600,15560
TOHATO Chocolate Biscuits Lemon Flavor 18g,tohato,2.29,No,4.7,Japan,3,Yami,Pastries,400,1600,916
Chocolate Panda  Biscuit 136 g,kabaya,5.99,No,4.2,Japan,12,Yami,Pastries,400,1600,2396
WONGTUNG Breakfast Biscuit 150g,wong tung,1.49,No,4.9,Mainland China,12,Yami,Pastries,400,1600,596
Matcha Platinum Sweet Tart 6pc 144g,takuma,7.99,No,5,Mainland China,1,Yami,Pastries,400,1600,3196
Yamazaki Biscuits Levin Classical Non-Topping Salt 6pcs,ybc,3.49,No,5,Japan,3,Yami,Pastries,400,1600,1396
Almond cookies 140g,jj bakery,6.99,6 Options,4.7,United States,13,Yami,Pastries,400,1600,2796
Petit White Chocolate Cookie Langue De Chat 47g,bourbon,1.69,7 Options,4.4,Japan,10,Yami,Pastries,200,800,338
Feng Chui Pancake 105g,junheng brother,3.29,No,4.3,Mainland China,12,Yami,Pastries,400,1600,1316
Cream Egg Cookies Black Sesame Chocolate 152g,tipo,3.39,No,4.7,Vietnam,13,Yami,Pastries,400,1600,1356
Wafer Roll Caramel Flavor 60g,want want,1.59,No,5,Taiwan,1,Yami,Pastries,400,1600,636
Short Bread 12pc,fujiya,2.89,No,4.5,Japan,4,Yami,Pastries,25,50,72.25
Biscuit Roll Vanilla Flavor 60g,want want,1.99,No,4.9,Taiwan,67,Yami,Pastries,400,1600,796
Cheese Milk Chocolate Cookie 18pcs,meiji,6.49,No,0,Japan,0,Yami,Pastries,400,1600,2596
Super Crispy Pretz Butter Soy Sauce Flavor 100pc,glico,2.19,No,4.5,Japan,2,Yami,Pastries,200,800,438
Noir Cookie 187.2g,ybc,3.69,No,5,Japan,3,Yami,Pastries,400,1600,1476
Yamazaki Biscuits Levin Classical 6pcs,ybc,3.49,No,5,Japan,5,Yami,Pastries,400,1600,1396
BOURBON Delicious Assorted Cookie 230g,bourbon,13.99,No,0,Japan,0,Yami,Pastries,25,50,349.75
SEIRYU NO KAGAYAKI SHO Fish Cracker 14pc 119g,sho-bi,7.49,No,4,Japan,1,Yami,Pastries,400,1600,2996
Protein Bar Strawberry 1pcs,asahi,2.49,No,4.5,Japan,2,Yami,Pastries,200,800,498
SAN FIGARO Assorted Cookie 316g,sanritsu,14.99,No,5,Japan,1,Yami,Pastries,400,1600,5996
SAM'S Mini Wafer Vanilla Flavor 80g,samah,1.99,No,4.2,Korea,10,Yami,Pastries,400,1600,796
FRANZZI Vanilla Lemon Chocolate Cookie 115g,sunssi,1.99,4 Options,4.6,Mainland China,5,Yami,Pastries,400,1600,796
Crispy Almonds & Mellow Milk Cookie 8pcs,kabaya,2.59,No,4.2,Japan,4,Yami,Pastries,400,1600,1036
Pocky Coconut Flavor Limited Edition 1.45oz,glico,2.29,No,4.9,Japan,30,Yami,Pastries,200,800,458
Brown Sugar Langue De Chat Cookie 90g,maruto,9.99,No,0,Japan,0,Yami,Pastries,400,1600,3996
Honey Butter Butterfly Shortbread,yanqu,12.99,No,4,Mainland China,2,Yami,Pastries,400,1600,5196
Coffee Espresso Flavor Cookies 12pcs,sanritsu,3.49,No,4.4,Japan,5,Yami,Pastries,400,1600,1396
YASUDA GYUNYU Premium Langue De Chat cookie selection 180g,asakusaya foods,14.99,No,0,Japan,0,Yami,Pastries,400,1600,5996
Ensemble Pure Belgian Chocolate Biscuit Holiday Selection 300g,delacre,10.99,No,3.9,France,7,Yami,Pastries,25,50,274.75
Grilled Savory Crepe,yifen,3.29,No,5,Mainland China,3,Yami,Pastries,400,1600,1316
Nut Flavored Biscuit,coco,3.69,No,4,Thailand,2,Yami,Pastries,200,800,738
Creamy Butter Sandwich Cracker 368g,crown,5.99,No,4.3,Korea,7,Yami,Pastries,400,1600,2396
Wagokochi Saryo Croom Yakiimo 40g,oyatsu,2.29,No,0,Japan,0,Yami,Pastries,400,1600,916
Island Lava Java Lava 113g,o hawaii,2.99,No,4.1,United States,7,Yami,Pastries,400,1600,1196
Cream Sandwich Cookie Uji Matcha 142g,bourbon,4.99,No,5,Japan,4,Yami,Pastries,25,50,124.75
BELLIE Chocolate Cream Sandwich 190g,belle,1.49,No,4.7,Malaysia,6,Yami,Pastries,200,800,298
ALFORT MINI CHOCOLATE CRACKERS 59g,bourbon,1.99,No,5,Japan,1,Yami,Pastries,25,50,49.75
Stump Style Chocolate Wheat Cracker 66g,bourbon,2.99,No,4.5,Japan,4,Yami,Pastries,25,50,74.75
Hokkaido Camembert Cheese Cookie 150g,showa,5.49,No,5,Japan,2,Yami,Pastries,400,1600,2196
Yamazaki cookie Levin Classical Crunch Hokkaido Cheese Flavor 12pcs,ybc,3.99,No,4.7,Japan,3,Yami,Pastries,400,1600,1596
Creamy Cheese Shittori Bar 135g,shoei,7.49,No,5,Mainland China,1,Yami,Pastries,400,1600,2996
Pepero Biscuit Chocolate Sticks Mixed Flavor 192g,lotte korea,6.89,No,5,Korea,1,Yami,Pastries,400,1600,2756
Sand White Cream Cookies 198g,orion,3.99,No,5,Korea,2,Yami,Pastries,400,1600,1596
Salted Egg Yolk Flavor Pastry 120g,mincher,3.99,No,0,Taiwan,0,Yami,Pastries,400,1600,1596
Cranberry & Almond Mini Biscuit 108g,nestle,7.99,No,5,Japan,2,Yami,Pastries,400,1600,3196
Deka Choco-Nut Crisp Crepes 90g,jans,1.49,No,4.3,United States,3,Yami,Pastries,400,1600,596
PANPAN Waffles Original Flavor 168g,asia foods,3.99,No,4.7,Mainland China,3,Yami,Pastries,200,800,798
Lemon Pack Soft Cookie 140g,yamazaki,3.79,No,5,Japan,1,Yami,Pastries,400,1600,1516
HUNYA 77 Tiramisu Wafer pie 22pcs,hunya foods,4.99,No,1.7,Taiwan,3,Yami,Pastries,400,1600,1996
French Cookie Original Flavor 144g,lifang,21.99,3 Options,0,Taiwan,0,Yami,Pastries,400,1600,8796
SAM'S Mini Wafer Strawberry Flavor 80g,samah,1.99,No,3.2,Korea,6,Yami,Pastries,400,1600,796
Petit Salt Vanilla Crackers 45g,bourbon,1.49,7 Options,5,Japan,3,Yami,Pastries,25,50,37.25
Island Lava Brownie Mac 113g,o hawaii,2.99,No,4,United States,2,Yami,Pastries,400,1600,1196
Crunchy White Chocolate Black Cocoa Flavor 92g,ybc,4.59,No,4.5,Japan,2,Yami,Pastries,400,1600,1836
Cookies Gift Box 350g,taiwan yougoods school of cookie,23.99,No,4,Taiwan,1,Yami,Pastries,400,1600,9596
Lemon Pack Soft Cookie 140g,yamazaki,3.79,No,5,Japan,1,Yami,Pastries,400,1600,1516
HUNYA 77 Tiramisu Wafer pie 22pcs,hunya foods,4.99,No,1.7,Taiwan,3,Yami,Pastries,400,1600,1996
French Cookie Original Flavor 144g,lifang,21.99,3 Options,0,Taiwan,0,Yami,Pastries,400,1600,8796
SAM'S Mini Wafer Strawberry Flavor 80g,samah,1.99,No,3.2,Korea,6,Yami,Pastries,400,1600,796
Petit Salt Vanilla Crackers 45g,bourbon,1.49,7 Options,5,Japan,3,Yami,Pastries,25,50,37.25
Island Lava Brownie Mac 113g,o hawaii,2.99,No,4,United States,2,Yami,Pastries,400,1600,1196
Crunchy White Chocolate Black Cocoa Flavor 92g,ybc,4.59,No,4.5,Japan,2,Yami,Pastries,400,1600,1836
Cookies Gift Box 350g,taiwan yougoods school of cookie,23.99,No,4,Taiwan,1,Yami,Pastries,400,1600,9596
Biscuits Crackers Salted Egg Flavor 380g,jinyu,4.39,3 Options,0,Mainland China,0,Yami,Pastries,400,1600,1756
Yogurt Biscuit with Grape,coco,4.29,No,5,Thailand,2,Yami,Pastries,200,800,858
Platinum Sweet Apple Tart 6pc 144g,takuma,7.99,No,0,Mainland China,0,Yami,Pastries,400,1600,3196
Lava Cookie Chocolate Flavor 111g,crown,1.99,No,5,Korea,2,Yami,Pastries,400,1600,796
Hokkaido Jyun Nama Butter Cookie 90g,showa,3.79,No,0,Japan,0,Yami,Pastries,400,1600,1516
Pineapple  Nougat Biscuits 84g,nutrinini,3.99,3 Options,3.5,Taiwan,2,Yami,Pastries,400,1600,1596
Chocolate Biscuit,coco,3.69,No,4,Thailand,1,Yami,Pastries,200,800,738
Lemon Flavor Cake 180g,cundo,3.49,No,1,Mainland China,1,Yami,Pastries,400,1600,1396
MATDONGSAN BLACK  300g,haitai,4.59,No,4.7,Korea,3,Yami,Pastries,400,1600,1836
Cookie 12pcs,i'm doraemon,18.99,No,4.8,Japan,11,Yami,Pastries,400,1600,7596
Multi-grain Shortbread Dates and Goji Flavor 160g,yifen,4.59,2 Options,4.4,Mainland China,28,Yami,Pastries,400,1600,1836
Cripsy Biscuit Salt & Pepper Flavor 118g,suqi,2.49,2 Options,4.8,Mainland China,6,Yami,Pastries,400,1600,996
Hi-Chocolat Ichigo Mousse Strawberry Filled Milk Chocolate 44g,bourbon,1.99,No,4.8,Japan,33,Yami,Pastries,100,400,199
New Year Egg Roll Gift Box Sesame Flavor 8pcs + Peanut Flavor 8pcs,ching tse,59.99,No,0,Taiwan,0,Yami,Pastries,400,1600,23996
Crisp Cracker 300g,anbao,4.49,No,5,Taiwan,3,Yami,Pastries,400,1600,1796
Soda Fermented Crispy Biscut Cheese 200g,tys,3.49,No,4.3,Mainland China,3,Yami,Pastries,400,1600,1396
Soda Fermented Crispy Biscut Honey Butter 200g,tys,3.49,No,4,Mainland China,2,Yami,Pastries,400,1600,1396
"Coconut Pancake Mango Flavor, 105g",chun guang,3.99,3 Options,5,Mainland China,5,Yami,Pastries,400,1600,1596
YAMAZAKI Noir Crunch Chocolate Cocoa Flavor 109g,ybc,3.99,No,5,Japan,3,Yami,Pastries,400,1600,1596
Roasted Milk Snack Black Sesame Flavor 54g,sanchun,5.99,3 Options,3.5,Mainland China,2,Yami,Pastries,400,1600,2396
Roastd Milk Snack Original Flavor 54g,sanchun,5.99,3 Options,5,Mainland China,1,Yami,Pastries,400,1600,2396
Pocky Classic Chocolate Biscuit Sticks 70g,glico,2.19,No,5,Japan,3,Yami,Pastries,200,800,438
Rich Caramel Choco Cookie 6pc,meiji,4.49,No,4.7,Japan,7,Yami,Pastries,400,1600,1796
Coconut Flavored Wafer Biscuits 200g,richeese,3.99,No,5,Indonesia,17,Yami,Pastries,400,1600,1596
Durian Flavor Wafer Biscuits 200g,richeese,3.99,No,4.7,Indonesia,9,Yami,Pastries,400,1600,1596
Ovaltine Crunchy Nougat Cracker 120g,saint peter,18.99,No,4,Taiwan,3,Yami,Pastries,400,1600,7596
PLUS Olive Saltine 192g,garden,2.59,No,4.8,Hong Kong,4,Yami,Pastries,25,50,64.75
Pocky Chocolate Mint Biscuit Sticks 60g,glico,2.19,No,4.9,Japan,14,Yami,Pastries,200,800,438
Coconut Bites 80g,homebake,3.49,No,0,Mainland China,0,Yami,Pastries,400,1600,1396
Crispy Potato Chip Seaweed Flavor  266g,honlife,3.99,2 Options,5,Mainland China,48,Yami,Pastries,400,1600,1596
Okinawa Brown Sugar Cookies 147g,furuta,4.99,No,4.1,Japan,10,Yami,Pastries,25,50,124.75
STHZ Multi-vegetable Biscuits 180g,su tian box,3.39,2 Options,5,Mainland China,8,Yami,Pastries,400,1600,1356
WANG Brown Rice Cracker 121g,wang food,2.29,No,5,Korea,10,Yami,Pastries,400,1600,916
Apple Jam Cookie 230g,lotte korea,2.49,No,3.8,Korea,8,Yami,Pastries,400,1600,996
Panda Chocolate Cookie 47g,kabaya,2.99,No,4.5,Japan,2,Yami,Pastries,400,1600,1196
BOKE Salted Egg Yolk Flavor Cookie 108g,bouquet,1.79,No,4.5,Mainland China,37,Yami,Pastries,200,800,358
?€?Limited Edition?€?Hokkaido Strawberry Milk Chocolate Sandwich Cookie,kitami suzuki,11.99,No,5,Japan,3,Yami,Pastries,400,1600,4796
Rich Chocolate Flavor 260g,milk 17,8.99,2 Options,4.9,Taiwan,15,Yami,Pastries,400,1600,3596
Volcano Cookie Mango & Cranberry Flavor 100g,sable,4.29,No,4.8,Mainland China,9,Yami,Pastries,400,1600,1716
Caplico Mini Friend 75g,glico,3.89,No,5,Japan,10,Yami,Pastries,25,50,97.25
Longjin Mung Bean Cake150g,zhiweiguan,6.99,2 Options,4.8,Mainland China,101,Yami,Pastries,400,1600,2796
Sandwich Biscuits,ddung,3.99,No,4.7,Mainland China,20,Yami,Pastries,200,800,798
Flower Cake-Rose Flavor 210g,xiangguan,3.69,4 Options,4.7,Mainland China,38,Yami,Pastries,400,1600,1476
Salty Egg Yolk Flavor Biscuit 200g,feedmi,7.59,No,4.7,Taiwan,14,Yami,Pastries,400,1600,3036
Chewy Chocochip Cookie 240g,cw,5.29,No,4.5,Korea,20,Yami,Pastries,200,800,1058
BiscuitI Premium Kol Milk 59g,bourbon,2.79,No,3.7,Japan,3,Yami,Pastries,25,50,69.75
Original Nougat Cracker 140g,bamboo house,3.99,No,4.5,Taiwan,28,Yami,Pastries,50,200,199.5
Salted Caramel Cream Sand Cookie 35g,morinaga,2.99,No,5,Japan,3,Yami,Pastries,400,1600,1196
Rice Cracker Fragrant Rice Original Flavor 330g,fengyanggu,4.09,2 Options,4.8,Mainland China,6,Yami,Pastries,200,800,818
Hsin Tung Yang Bubble Milk Tea Cake 250g,hsintungyang,10.99,2 Options,5,Taiwan,2,Yami,Pastries,400,1600,4396
Hsin Tung Yang Bubble Latte Cake 249g,hsintungyang,10.99,2 Options,4,Taiwan,2,Yami,Pastries,400,1600,4396
BiscuitI Strawberry Rush 55g,bourbon,3.99,No,4.8,Japan,10,Yami,Pastries,200,800,798
Salted Egg Shrimp Crackers Spicy Flavor 70g,dayanxia,4.69,2 Options,4.7,Taiwan,0,Yami,Pastries,200,800,938
SALTED EGG YOLK NOUGAT COOKIE,ching tse,14.99,No,4.6,Taiwan,36,Yami,Pastries,600,2400,8994
Vanilla Lemon Chocolate Cookie 70g,franzzi,1.59,No,4.5,Mainland China,2,Yami,Pastries,200,800,318
Peach Cake 250g,bamboo house,4.79,No,4.1,Taiwan,10,Yami,Pastries,200,800,958
Snow Flake Crisp Strawberry 180g,zhangyifan,6.99,5 Options,4.5,Mainland China,65,Yami,Pastries,400,1600,2796
Snow Flake Crisp Mango 180g,zhangyifan,6.99,5 Options,4.6,Mainland China,65,Yami,Pastries,400,1600,2796
SIX FORTUNE Energy Bar Black Sesame Flavor 130g,liufu,3.29,No,4.9,Mainland China,21,Yami,Pastries,400,1600,1316
CHANGSONG Brown Sugar Flavored Bake Cookies120g,taiwanchangsong,3.29,2 Options,4.7,Taiwan,3,Yami,Pastries,400,1600,1316
FUYISHAN Spicy Crackers 340g,fu yishan,7.89,No,4.6,Taiwan,9,Yami,Pastries,200,800,1578
FUYISHAN Fresh Milk Crackers 320g,fu yishan,7.99,6 Options,5,Taiwan,1,Yami,Pastries,200,800,1598
FUYISHAN Lemon Crackers 200g,fu yishan,5.29,6 Options,4.9,Taiwan,25,Yami,Pastries,200,800,1058
Flax Kernel Soda Crackers Buckwheat Shallots 168g,natural,3.79,No,4.9,Taiwan,19,Yami,Pastries,400,1600,1516
Sea Salt Soda Cracker Gift Box 378g,natural,14.99,No,5,Taiwan,5,Yami,Pastries,400,1600,5996
Pocky Strawberry Chocolate Stick 15pcs,glico,16.99,4 Options,5,Japan,5,Yami,Pastries,25,50,424.75
Pocky Yubari Melon Pocky Stick 15pcs,glico,16.99,4 Options,5,Japan,13,Yami,Pastries,200,800,3398
Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,o-mac,0.99,3 Options,4.4,Malaysia,26,Yami,Pastries,400,1600,396
Biscuits 100g,er tong le,1.39,No,4.3,Mainland China,41,Yami,Pastries,200,800,278
Kitty Cracker Five Spices Flaovr 138g,wolong,2.29,2 Options,4.6,Mainland China,44,Yami,Pastries,400,1600,916
DALI HAOCHIDIAN Walnut Biscuit 208g,daligroup,3.89,3 Options,4.7,Mainland China,38,Yami,Pastries,200,800,778
Pocky Excellent Chocolate Cream Biscuit Sticks 88.5g,glico,3.99,No,4.5,Japan,4,Yami,Pastries,25,50,99.75
TIVOLINA Akai Bohshi KUKKIA Whipped Chocolate Milk Sandwiched with Cookie 93.6g*12pcs,akaibohshi,5.99,5 Options,4.8,Japan,4,Yami,Pastries,200,800,1198
"Coconut Pancake Mango Flavor, 105g",chun guang,3.99,3 Options,5,Mainland China,5,Yami,Pastries,400,1600,1596
YAMAZAKI Noir Crunch Chocolate Cocoa Flavor 109g,ybc,3.99,No,5,Japan,3,Yami,Pastries,400,1600,1596
Roasted Milk Snack Black Sesame Flavor 54g,sanchun,5.99,3 Options,3.5,Mainland China,2,Yami,Pastries,400,1600,2396
Roastd Milk Snack Original Flavor 54g,sanchun,5.99,3 Options,5,Mainland China,1,Yami,Pastries,400,1600,2396
Pocky Classic Chocolate Biscuit Sticks 70g,glico,2.19,No,5,Japan,3,Yami,Pastries,200,800,438
Rich Caramel Choco Cookie 6pc,meiji,4.49,No,4.7,Japan,7,Yami,Pastries,400,1600,1796
Coconut Flavored Wafer Biscuits 200g,richeese,3.99,No,5,Indonesia,17,Yami,Pastries,400,1600,1596
Durian Flavor Wafer Biscuits 200g,richeese,3.99,No,4.7,Indonesia,9,Yami,Pastries,400,1600,1596
Ovaltine Crunchy Nougat Cracker 120g,saint peter,18.99,No,4,Taiwan,3,Yami,Pastries,400,1600,7596
PLUS Olive Saltine 192g,garden,2.59,No,4.8,Hong Kong,4,Yami,Pastries,25,50,64.75
Pocky Chocolate Mint Biscuit Sticks 60g,glico,2.19,No,4.9,Japan,14,Yami,Pastries,200,800,438
Coconut Bites 80g,homebake,3.49,No,0,Mainland China,0,Yami,Pastries,400,1600,1396
Crispy Potato Chip Seaweed Flavor  266g,honlife,3.99,2 Options,5,Mainland China,48,Yami,Pastries,400,1600,1596
Okinawa Brown Sugar Cookies 147g,furuta,4.99,No,4.1,Japan,10,Yami,Pastries,25,50,124.75
STHZ Multi-vegetable Biscuits 180g,su tian box,3.39,2 Options,5,Mainland China,8,Yami,Pastries,400,1600,1356
WANG Brown Rice Cracker 121g,wang food,2.29,No,5,Korea,10,Yami,Pastries,400,1600,916
Apple Jam Cookie 230g,lotte korea,2.49,No,3.8,Korea,8,Yami,Pastries,400,1600,996
Panda Chocolate Cookie 47g,kabaya,2.99,No,4.5,Japan,2,Yami,Pastries,400,1600,1196
BOKE Salted Egg Yolk Flavor Cookie 108g,bouquet,1.79,No,4.5,Mainland China,37,Yami,Pastries,200,800,358
?€?Limited Edition?€?Hokkaido Strawberry Milk Chocolate Sandwich Cookie,kitami suzuki,11.99,No,5,Japan,3,Yami,Pastries,400,1600,4796
Rich Chocolate Flavor 260g,milk 17,8.99,2 Options,4.9,Taiwan,15,Yami,Pastries,400,1600,3596
Volcano Cookie Mango & Cranberry Flavor 100g,sable,4.29,No,4.8,Mainland China,9,Yami,Pastries,400,1600,1716
Caplico Mini Friend 75g,glico,3.89,No,5,Japan,10,Yami,Pastries,25,50,97.25
Longjin Mung Bean Cake150g,zhiweiguan,6.99,2 Options,4.8,Mainland China,101,Yami,Pastries,400,1600,2796
Sandwich Biscuits,ddung,3.99,No,4.7,Mainland China,20,Yami,Pastries,200,800,798
Flower Cake-Rose Flavor 210g,xiangguan,3.69,4 Options,4.7,Mainland China,38,Yami,Pastries,400,1600,1476
Salty Egg Yolk Flavor Biscuit 200g,feedmi,7.59,No,4.7,Taiwan,14,Yami,Pastries,400,1600,3036
Chewy Chocochip Cookie 240g,cw,5.29,No,4.5,Korea,20,Yami,Pastries,200,800,1058
BiscuitI Premium Kol Milk 59g,bourbon,2.79,No,3.7,Japan,3,Yami,Pastries,25,50,69.75
Original Nougat Cracker 140g,bamboo house,3.99,No,4.5,Taiwan,28,Yami,Pastries,50,200,199.5
Salted Caramel Cream Sand Cookie 35g,morinaga,2.99,No,5,Japan,3,Yami,Pastries,400,1600,1196
Rice Cracker Fragrant Rice Original Flavor 330g,fengyanggu,4.09,2 Options,4.8,Mainland China,6,Yami,Pastries,200,800,818
Hsin Tung Yang Bubble Milk Tea Cake 250g,hsintungyang,10.99,2 Options,5,Taiwan,2,Yami,Pastries,400,1600,4396
Hsin Tung Yang Bubble Latte Cake 249g,hsintungyang,10.99,2 Options,4,Taiwan,2,Yami,Pastries,400,1600,4396
BiscuitI Strawberry Rush 55g,bourbon,3.99,No,4.8,Japan,10,Yami,Pastries,200,800,798
Salted Egg Shrimp Crackers Spicy Flavor 70g,dayanxia,4.69,2 Options,4.7,Taiwan,0,Yami,Pastries,200,800,938
SALTED EGG YOLK NOUGAT COOKIE,ching tse,14.99,No,4.6,Taiwan,36,Yami,Pastries,600,2400,8994
Vanilla Lemon Chocolate Cookie 70g,franzzi,1.59,No,4.5,Mainland China,2,Yami,Pastries,200,800,318
Peach Cake 250g,bamboo house,4.79,No,4.1,Taiwan,10,Yami,Pastries,200,800,958
Snow Flake Crisp Strawberry 180g,zhangyifan,6.99,5 Options,4.5,Mainland China,65,Yami,Pastries,400,1600,2796
Snow Flake Crisp Mango 180g,zhangyifan,6.99,5 Options,4.6,Mainland China,65,Yami,Pastries,400,1600,2796
SIX FORTUNE Energy Bar Black Sesame Flavor 130g,liufu,3.29,No,4.9,Mainland China,21,Yami,Pastries,400,1600,1316
CHANGSONG Brown Sugar Flavored Bake Cookies120g,taiwanchangsong,3.29,2 Options,4.7,Taiwan,3,Yami,Pastries,400,1600,1316
FUYISHAN Spicy Crackers 340g,fu yishan,7.89,No,4.6,Taiwan,9,Yami,Pastries,200,800,1578
FUYISHAN Fresh Milk Crackers 320g,fu yishan,7.99,6 Options,5,Taiwan,1,Yami,Pastries,200,800,1598
FUYISHAN Lemon Crackers 200g,fu yishan,5.29,6 Options,4.9,Taiwan,25,Yami,Pastries,200,800,1058
Flax Kernel Soda Crackers Buckwheat Shallots 168g,natural,3.79,No,4.9,Taiwan,19,Yami,Pastries,400,1600,1516
Sea Salt Soda Cracker Gift Box 378g,natural,14.99,No,5,Taiwan,5,Yami,Pastries,400,1600,5996
Pocky Strawberry Chocolate Stick 15pcs,glico,16.99,4 Options,5,Japan,5,Yami,Pastries,25,50,424.75
Pocky Yubari Melon Pocky Stick 15pcs,glico,16.99,4 Options,5,Japan,13,Yami,Pastries,200,800,3398
Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,o-mac,0.99,3 Options,4.4,Malaysia,26,Yami,Pastries,400,1600,396
Biscuits 100g,er tong le,1.39,No,4.3,Mainland China,41,Yami,Pastries,200,800,278
Kitty Cracker Five Spices Flaovr 138g,wolong,2.29,2 Options,4.6,Mainland China,44,Yami,Pastries,400,1600,916
DALI HAOCHIDIAN Walnut Biscuit 208g,daligroup,3.89,3 Options,4.7,Mainland China,38,Yami,Pastries,200,800,778
