Brand,Category,Origin,Platform,Price,Product_Name,Rate,Reviews,Sold_Monthly,Sold_Weekly,Weekly_Revenue,Sold_Weekly_Group,Price_Group
natural story,Chocolate,Korea,Yami,1.99,CROWN Chewsome Candy Strawberry Flavor 92g,4.5,4,1600,400,796,300+,Less than 2
crown,Chocolate,Korea,Yami,1.49,Naemam Molang Peach Flavour Gummy 50g,4.8,25,800,200,298,100+,Less than 2
crown,Chocolate,Korea,Yami,2.09,Peanut Caramel Candy 120g,4.7,3,100,25,52.25,Less than 50,2+
newest,Chocolate,Japan,Yami,25.99,Cat Design Candy 500g,,0,1600,400,10396,300+,16+
senjaku,Chocolate,Japan,Yami,2.29,Paw-shape Gummy Honey Lemon Flavor 30g,,0,1600,400,916,300+,2+
senjaku,Chocolate,Japan,Yami,2.29,Paw-shape Gummy Original Flavor 30g,,0,1600,400,916,300+,2+
franzzi,Chocolate,Mainland China,Yami,1.49,Rich Aroma Dark Chocolate Cookie 58g,4.7,3,1600,400,596,300+,Less than 2
franzzi,Chocolate,Mainland China,Yami,1.59,Vanilla Lemon Chocolate Cookie 70g,4.5,2,1600,400,636,300+,Less than 2
franzzi,Chocolate,Mainland China,Yami,1.49,Yogurt Chocolate Cookie 58g,4.5,11,1600,400,596,300+,Less than 2
franzzi,Chocolate,Mainland China,Yami,3.99,Yogurt Chocolate Cookie 126g,5,8,1600,400,1596,300+,2+
esprezzo,Chocolate,Indonesia,Yami,5.29,Mocha Coffee Candy  450g,5,2,100,25,132.25,Less than 50,4+
esprezzo,Chocolate,Indonesia,Yami,5.29,Vanilla Coffee Candy (Jar) 450g,,0,100,25,132.25,Less than 50,4+
esprezzo,Chocolate,Indonesia,Yami,5.29,Filled Black Coffee Candy (Jar) 450g,,0,100,25,132.25,Less than 50,4+
esprezzo,Chocolate,Indonesia,Yami,1.29,Mocha Coffee Candy  150g,3.9,7,1600,400,516,300+,Less than 2
esprezzo,Chocolate,Indonesia,Yami,1.29,Vanilla Coffee Candy 150g,4.9,8,1600,400,516,300+,Less than 2
esprezzo,Chocolate,Indonesia,Yami,1.29,Filled Black Coffee Candy  150g,5,3,100,25,32.25,Less than 50,Less than 2
marukawa,Chocolate,Japan,Yami,4.99,Tattoo Bubble Gum 4.15g*60,3.3,3,1600,400,1996,300+,4+
tsuyamaya,Chocolate,Japan,Yami,5.99,Pururi Matcha Azuki-Jelly Candy  170g,4.5,2,1600,400,2396,300+,4+
pine,Chocolate,Japan,Yami,2.99,Candy White Sour  70g,4.8,5,1600,400,1196,300+,2+
uha,Chocolate,Japan,Yami,2.09,Extra Milky Candy Stick 36.5g,5,9,1600,400,836,300+,2+
amehama,Chocolate,Japan,Yami,2.69,Soft Candy Green Tea 88g,4.4,15,1200,300,807,200+,2+
tenkei,Chocolate,Japan,Yami,2.29,Soft Candy Strawberry 80g,4.3,21,1600,400,916,300+,2+
tenkei,Chocolate,Japan,Yami,2.59,Soft Candy Chocolate 80g,4.3,15,1600,400,1036,300+,2+
amehama,Chocolate,Japan,Yami,2.59,Soft Candy Coffee 90g,4.7,10,1200,300,777,200+,2+
kumamoto,Chocolate,Japan,Yami,3.99,Sweets Candy 90g,3.3,3,1600,400,1596,300+,2+
lotte japan,Chocolate,Japan,Yami,2.29,Bubble Gum Blueberry 35g,3.4,7,1600,400,916,300+,2+
marukawa,Chocolate,Japan,Yami,1.09,Chewing Gam Honeydew 43g,3.9,7,1600,400,436,300+,Less than 2
marukawa,Chocolate,Japan,Yami,1.29,Chewing Gum Mixed Flavor 43g,5,1,1600,400,516,300+,Less than 2
marukawa,Chocolate,Japan,Yami,1.29,Chewing Gum Grape 43g,4.8,9,1600,400,516,300+,Less than 2
marukawa,Chocolate,Japan,Yami,1.09,Chewing Gum Strawberry Flavor 43g,4.2,8,1600,400,436,300+,Less than 2
marukawa,Chocolate,Japan,Yami,1.09,Chewing Gum Orange Flavor 43g,4.1,14,1600,400,436,300+,Less than 2
meiji,Chocolate,Japan,Yami,3.99,Macadamia Chocolate 73.5g,,0,1600,400,1596,300+,2+
meiji,Chocolate,Japan,Yami,1.99,Hi Milk Chocolate Bar 50g,,0,1600,400,796,300+,Less than 2
meiji,Chocolate,Japan,Yami,2.29,Choco Baby 32g,4.9,8,1600,400,916,300+,2+
meiji,Chocolate,Japan,Yami,3.99,Almond Ball Chocolate 88g,3.5,6,1600,400,1596,300+,2+
puyi,Chocolate,Mainland China,Yami,5.99,Rice Candy 238g,4.8,33,1600,400,2396,300+,4+
like home,Chocolate,United States,Yami,4.39,Croissant With Chocolate 55g*6,4,2,1600,400,1756,300+,4+
cherry grandfather,Chocolate,Taiwan,Yami,6.49,Handmade Nougat Blueberry 100g,4,1,100,25,162.25,Less than 50,6+
cherry grandfather,Chocolate,Taiwan,Yami,6.49,Handmade Nougat Original 100g,4.6,7,1600,400,2596,300+,6+
ribon,Chocolate,Japan,Yami,2.99,NAMA GRAPE CANDY,5,9,1600,400,1196,300+,2+
saraya,Chocolate,Japan,Yami,3.99,LAKANTO CALORIE 0 CANDY STRAWBERRY 40g,4.1,9,1600,400,1596,300+,2+
kasugai,Chocolate,Japan,Yami,2.89,HOKKAIDO MACCHA MILK CANDY 81g,5,8,1600,400,1156,300+,2+
mr.ito,Chocolate,Japan,Yami,4.99,CONFETTI Checker Chocolate Butter Cookies 9pc 73.8g,4.9,21,1600,400,1996,300+,4+
sweet monster,Chocolate,Korea,Yami,1.29,Cotton Candy Strawberry Flavor 12g,4.2,10,1600,400,516,300+,Less than 2
sweet monster,Chocolate,Korea,Yami,1.29,Cotton Candy Soda Flavor 12g,4.8,10,1600,400,516,300+,Less than 2
zest nova,Chocolate,Mainland China,Yami,2.99,Almond Nougat 80g,4.5,2,1600,400,1196,300+,2+
donan,Chocolate,Japan,Yami,15.99,Strawberry Truffle White Chocolate 116g,,0,100,25,399.75,Less than 50,14+
morinaga,Chocolate,Japan,Yami,3.29,Salted Candy 92g,5,2,1600,400,1316,300+,2+
kanro,Chocolate,Japan,Yami,3.29,Vitamin C Gummy Grape Flavor 56g,4.2,5,1600,400,1316,300+,2+
kanro,Chocolate,Japan,Yami,3.99,Vitamin C Gummy Mix Fruits Flavor 72g,3,1,1600,400,1596,300+,2+
glico,Chocolate,Japan,Yami,2.99,GABA Relaxing Chocolate with Bitter 51g,4.2,5,1600,400,1196,300+,2+
kanro,Chocolate,Japan,Yami,3.29,Vitamin C Gummy Orange Flavor 66g,3,1,1600,400,1316,300+,2+
glico,Chocolate,Japan,Yami,2.99,GABA Relaxing Chocolate with Milk 51g,3,4,1600,400,1196,300+,2+
kabaya,Chocolate,Japan,Yami,3.29,Doutor Coffee Bean Dark Chocolate 35g,3.4,5,1600,400,1316,300+,2+
snacktalk,Chocolate,Mainland China,Yami,1.29,Goat Milk Tablet 20g,4.2,124,1600,400,516,300+,Less than 2
morinaga,Chocolate,Japan,Yami,3.49,BAKE Cheese Chocolate Pie 10pcs,4,12,1600,400,1396,300+,2+
morinaga,Chocolate,Japan,Yami,3.49,BAKE Chocolate Pie 10pcs Line Friends,3.9,7,1600,400,1396,300+,2+
tokachi,Chocolate,Japan,Yami,12.99,Hokkaido Milk Chocolate 20pcs,,0,1600,400,5196,300+,12+
ishiya seika,Chocolate,Japan,Yami,3.79,Chocolate Milk Drink 190g,,0,1600,400,1516,300+,2+
uha,Chocolate,Japan,Yami,3.19,Tasty Gummy Pineapple Flavor 35g,3,1,1600,400,1276,300+,2+
nestle,Chocolate,Japan,Yami,0.49,KitKat Chocolate Wafer Bar,5,1,1600,400,196,300+,Less than 2
glico,Chocolate,Japan,Yami,16.99,Pocky Cherry Chocolate Biscuit Sticks 15pcs,4,2,1600,400,6796,300+,16+
glico,Chocolate,Japan,Yami,16.99,Pocky Strawberry Chocolate Stick 15pcs,5,5,1600,400,6796,300+,16+
glico,Chocolate,Japan,Yami,16.99,Pocky Grape Chocolate Stick 15pcs,4.6,13,1600,400,6796,300+,16+
nestle,Chocolate,Japan,Yami,8.99,KitKat Cherry Blossom Sake Chocolate Mini Wafer Cookie 135g,,0,1600,400,3596,300+,8+
nestle,Chocolate,Japan,Yami,7.99,KitKat Ruby Chocolate Wafer Cookie 135g,4.5,2,1600,400,3196,300+,6+
nestle,Chocolate,Japan,Yami,6.99,KitKat Rasberry Chocolate Mini Wafer Cookie135g,5,2,1600,400,2796,300+,6+
nestle,Chocolate,Japan,Yami,7.99,KitKat Nuts & Cranberry Chocolate Wafer Cookie  135g,4.7,9,1600,400,3196,300+,6+
meiji,Chocolate,Japan,Yami,12.59,Dark Chocolate 26 blocks * 3,5,1,1600,400,5036,300+,12+
o-mac,Chocolate,Malaysia,Yami,0.99,Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,4.4,26,1600,400,396,300+,Less than 2
meiji,Chocolate,Japan,Yami,3.89,Dark Chocolate 50g*2,4.6,47,1600,400,1556,300+,2+
morinaga,Chocolate,Japan,Yami,3.39,Dars White Chocolate Confectionery 42g * 2,4.6,63,1600,400,1356,300+,2+
morinaga,Chocolate,Japan,Yami,3.39,Bitter Choclate 42g * 2,4.5,40,1600,400,1356,300+,2+
bestore,Chocolate,Mainland China,Yami,15.78,Yogurt Beans 30g * 2 Packs,4.3,9,100,25,394.5,Less than 50,14+
morinaga,Chocolate,Japan,Yami,11.66,Winter Chocolate Selected Set,5,5,1600,400,4664,300+,10+
yami,Chocolate,United States,Yami,14.99,Healthy Snack Value Set 420g,,0,1600,400,5996,300+,14+
jinguan,Chocolate,Mainland China,Yami,2.49,Almond Toffee 160g,3.5,6,1600,400,996,300+,2+
puyi,Chocolate,Mainland China,Yami,2.89,Hardcover Rice Candy 238g,4.6,58,1600,400,1156,300+,2+
huanglaowu,Chocolate,Mainland China,Yami,3.29,Peanut Crisp Original Flavor 168g,4.9,0,1600,400,1316,300+,2+
huanglaowu,Chocolate,Mainland China,Yami,3.29,Peanut Crisp Salty Flavor 168g,4.6,32,1600,400,1316,300+,2+
master kong,Chocolate,Mainland China,Yami,2.49,Muffin Cholocate Flavor 96g,4.8,82,1600,400,996,300+,2+
mouthdoleak,Chocolate,Mainland China,Yami,3.39,Maoduoli Passion Fruit Candy,4.3,13,1600,400,1356,300+,2+
mouthdoleak,Chocolate,Mainland China,Yami,3.89,Maoduoli Tamarind Candy 160g,4.6,15,1600,400,1556,300+,2+
bestore,Chocolate,Mainland China,Yami,5.49,Red Date Yogurt Cube 54g,4.9,0,800,200,1098,100+,4+
bestore,Chocolate,Mainland China,Yami,2.99,Fruity Soft Candy Grape Flavor 54g,3.6,8,800,200,598,100+,2+
bestore,Chocolate,Mainland China,Yami,7.29,Yogurt Beans 30g,4.3,9,100,25,182.25,Less than 50,6+
dali,Chocolate,Mainland China,Yami,2.29,HAOCHIDIAN Sandwich Egg Rolls Yogurt Chocolate Flavored 120g,4.5,4,100,25,57.25,Less than 50,2+
dali,Chocolate,Mainland China,Yami,2.29,HAOCHIDIAN Sandwich Egg Rolls Hazelnut Chocolate Flavored 108g,4.4,10,1600,400,916,300+,2+
yonsei,Chocolate,Korea,Yami,3.99,Chocolate Macadamia Flavored Milk 6*190ml,4.7,63,1600,400,1596,300+,2+
morinaga,Chocolate,Japan,Yami,3.79,Matcha Green Tea Chocolate Sandwich Cookies 8pcs,4.5,4,1600,400,1516,300+,2+
nestle,Chocolate,Japan,Yami,6.99,Kit Kat Mini Matcha Chocolate Flavor  12pcs 140g,4.2,17,1600,400,2796,300+,6+
flavors square,Chocolate,Mainland China,Yami,5.89,Mango Nougat Candy 150g,3.7,13,1600,400,2356,300+,4+
flavors square,Chocolate,Mainland China,Yami,5.89,Green Tea Nougat Candy 150g,4.4,11,1600,400,2356,300+,4+
flavors square,Chocolate,Mainland China,Yami,5.89,Cranberry Nougat Candy 150g,4,10,1600,400,2356,300+,4+
flavors square,Chocolate,Mainland China,Yami,5.89,Chocolate Nougat Candy 150g,4.4,13,1600,400,2356,300+,4+
flavors square,Chocolate,Mainland China,Yami,5.89,Original Nougat Candy 150g,4.5,11,1600,400,2356,300+,4+
lotte korea,Chocolate,Korea,Yami,4.39,Pepero Almond and Chocolate Gift Set 32g*4,4.7,6,1600,400,1756,300+,4+
glico,Chocolate,Japan,Yami,3.99,Pocky Uji Matcha Chocolate Cream Covered Biscuit Sticks 100g,5,5,1600,400,1596,300+,2+
moranca,Chocolate,Mainland China,Yami,2.29,Little White Heart Chocolate Marble Cake 68g,5,6,1600,400,916,300+,2+
lotte korea,Chocolate,Korea,Yami,2.99,TOPPO Biscuit Sticks Filled with Soft Strawberry Chocolate Flaovr 72g,,0,1600,400,1196,300+,2+
wakodo,Chocolate,Japan,Yami,4.99,Baby Toddler DHA Teether Snack Soy Milk Chocolate Cookie 16MY+,,0,1600,400,1996,300+,4+
glico,Chocolate,Japan,Yami,3.99,Pocky Excellent Chocolate Cream Biscuit Sticks 88.5g,4.5,4,1600,400,1596,300+,2+
akaibohshi,Chocolate,Japan,Yami,5.99,TIVOLINA Akai Bohshi KUKKIA Whipped Chocolate Milk Sandwiched with Cookie 93.6g*12pcs,4.8,4,1200,300,1797,200+,4+
nissin,Chocolate,Japan,Yami,2.59,Cisco Chocolate Flakes 80g,5,8,1600,400,1036,300+,2+
ovaltine,Chocolate,Mainland China,Yami,2.99,Ready Mxed Chocolate Malt 3 in 1 155g,4.3,6,1600,400,1196,300+,2+
glico,Chocolate,Japan,Yami,2.99,LIBERA Milk Chocolate 50g,4.3,3,1600,400,1196,300+,2+
kikko,Chocolate,Japan,Yami,0.69,Yogurt Candy Grape Flavor 20g,4,8,1600,400,276,300+,Less than 2
kikko,Chocolate,Japan,Yami,0.69,Yogurt Candy Matcha Flavor 20g,4.7,7,1600,400,276,300+,Less than 2
kikko,Chocolate,Japan,Yami,0.69,Yogurt Candy Strawberry Flavor 20g,4,7,1600,400,276,300+,Less than 2
kikko,Chocolate,Japan,Yami,0.69,Yogurt Candy Original Flavor 20g,3.6,10,1600,400,276,300+,Less than 2
nestle,Chocolate,Japan,Yami,6.99,Chocolate Wafer Japanese Tea Flaovr 12pcs,4.5,4,1600,400,2796,300+,6+
meiji,Chocolate,Japan,Yami,3.09,Meltyblend Mango Chocolate 60g,4.1,23,1600,400,1236,300+,2+
kasugai,Chocolate,Japan,Yami,2.99,Muscat Gummy Candy 107g,,0,1600,400,1196,300+,2+
healthy club,Chocolate,Japan,Yami,2.29,Balance Power Biscuit Chocolate Flavor 66g 2pc,4.7,42,1600,400,916,300+,2+
haitai,Chocolate,Korea,Yami,5.29,OH Yes Chocolate Coated Cake Purple Sweet Potato Flavor 360g,4.4,5,1600,400,2116,300+,4+
nestle,Chocolate,Japan,Yami,5.99,KIT KAT Mini Chocolate 14 bars Original Flavor,,0,1600,400,2396,300+,4+
dole,Chocolate,Japan,Yami,2.19,FUJIYA Apple Juice Candy 100% real Juicy 40g,5,3,100,25,54.75,Less than 50,2+
nestle,Chocolate,Japan,Yami,6.99,KIT KAT Mini Chocolate Strawberry Tiramisu Flavor 11bar,4.3,7,1600,400,2796,300+,6+
nestle,Chocolate,Japan,Yami,5.99,Japanese Kit Kat Mini Dark Chocolate 13pcs 147g,4.8,57,1600,400,2396,300+,4+
eguchi,Chocolate,Japan,Yami,3.99,Candy Strawberry Assort 80g,5,1,100,25,99.75,Less than 50,2+
lotte korea,Chocolate,Korea,Yami,3.99,KOAYA Japanese Candy Condensed Milk and Strawberry Flavor 60g,4,1,1600,400,1596,300+,2+
ribon,Chocolate,Japan,Yami,3.99,Hokkaido Soft Candy Strawberry 66g,5,5,1600,400,1596,300+,2+
lion,Chocolate,Japan,Yami,3.39,Strawberry Milk Candy 70g,5,1,1600,400,1356,300+,2+
uha,Chocolate,Japan,Yami,3.99,Kinugawa Cider Strawberry Flavor Candy 98g,4.3,3,1600,400,1596,300+,2+
morinaga,Chocolate,Japan,Yami,2.79,Strawberry Brulee Chocolate 35g 10pcs,3.8,5,1600,400,1116,300+,2+
sakuma,Chocolate,Japan,Yami,3.99,Ichigo Strawberry Candy 65g,4,1,1600,400,1596,300+,2+
kitami suzuki,Chocolate,Japan,Yami,6.29,KITAMISUZUKI Peppermint Cookies Chocolate 7pcs 77g,3.8,5,1600,400,2516,300+,6+
imei,Chocolate,Taiwan,Yami,4.59,Chocolate Roll Taro Flavor 273g,4.2,6,1600,400,1836,300+,4+
imei,Chocolate,Taiwan,Yami,4.59,Chocolate Roll Green Tea Flavor 273g,5,3,1600,400,1836,300+,4+
imei,Chocolate,Taiwan,Yami,4.59,Chocolate Roll Strawberry Flavor 273g,5,1,1600,400,1836,300+,4+
nestle,Chocolate,Japan,Yami,6.99,Chocolate Waffle Autumn Chestnut Flavor 12pcs 139g,3.8,15,1600,400,2796,300+,6+
nestle,Chocolate,Japan,Yami,6.99,Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,4.7,7,1600,400,2796,300+,6+
nestle,Chocolate,Japan,Yami,5.99,Japanese Kit Kat Chocolate Wafer Strawberry Flavor 12pcs 135g,,68,1600,400,2396,300+,4+
taijiqiao,Chocolate,Mainland China,Yami,4.49,Sweet Tamarind Cake 250g,3,1,1600,400,1796,300+,4+
taijiqiao,Chocolate,Mainland China,Yami,4.49,Sweet Tamarind Preserved Fruit 250g,5,1,1600,400,1796,300+,4+
sugimotoya,Chocolate,Japan,Yami,2.59,Pure Mochi Yogurt 40g,4.6,5,1600,400,1036,300+,2+
kabaya,Chocolate,Japan,Yami,3.29,DOUTOR Coffee Beans White Chocolate 39g,4.1,9,1600,400,1316,300+,2+
uha,Chocolate,Japan,Yami,3.99,MATCHA Green Tea & Milk  Candy 72g,4.9,43,1600,400,1596,300+,2+
crown,Chocolate,Korea,Yami,1.69,Chocolate Hazelnut Waffle  47g,5,5,100,25,42.25,Less than 50,Less than 2
shirakiku,Chocolate,Japan,Yami,1.49,Sunflower Seed Chocolate 60g,4,1,1600,400,596,300+,Less than 2
shirakiku,Chocolate,Japan,Yami,1.49,Chocolate Matcha 40g,2.9,7,1600,400,596,300+,Less than 2
shoei delicy,Chocolate,Japan,Yami,2.29,Corn Chocolate 60g,4.5,4,1600,400,916,300+,2+
jans,Chocolate,Indonesia,Yami,1.49,Deka Chocolate Coated Crispy Crepe Choco Choco 75g,3.5,4,1600,400,596,300+,Less than 2
crown,Chocolate,Korea,Yami,3.59,CROW Chocolate Blueberry Sandwich Biscuits 298g,3,3,100,25,89.75,Less than 50,2+
eatea120,Chocolate,Taiwan,Yami,5.49,TAIWAN Matcha Candy 70g,,0,800,200,1098,100+,4+
eatea120,Chocolate,Taiwan,Yami,5.49,TAIWAN Honey Flavor Black Tea Milk Caramel 82g,1.5,2,800,200,1098,100+,4+
glico,Chocolate,Japan,Yami,2.49,Pocky Chocolate Cream Covered Biscuit Sticks 75g,4.7,21,1600,400,996,300+,2+
snow mountain farm,Chocolate,Mainland China,Yami,5.49,LIJIANG Peach Jelly 150g,4.4,17,1600,400,2196,300+,4+
snow mountain farm,Chocolate,Mainland China,Yami,4.49,LIJIANG Rose Jelly 150g,4,10,1600,400,1796,300+,4+
uha,Chocolate,Japan,Yami,3.49,Taste Sugar Kololo Melon 40g,5,5,1600,400,1396,300+,2+
sincer,Chocolate,Malaysia,Yami,5.99,"Matcha Green Tea Milk Chocolate Almonds,180g",3,5,1600,400,2396,300+,4+
chun guang,Chocolate,Mainland China,Yami,2.99,CHUNGUANG Mango Soft Candy 200g,4.5,0,1600,400,1196,300+,2+
want want,Chocolate,Taiwan,Yami,1.99,WANTWANT Chocolate Jelly 132g,5,3,1600,400,796,300+,Less than 2
dandy,Chocolate,Hong Kong,Yami,2.49,Coffee Drops-Latte 28g,,0,1600,400,996,300+,2+
dandy,Chocolate,Hong Kong,Yami,2.49,Coffee Drops-Cappuccino 28g,5,2,1600,400,996,300+,2+
dandy,Chocolate,Hong Kong,Yami,2.49,Coffee Drops-Espresso 28g,5,1,1600,400,996,300+,2+
dandy,Chocolate,Hong Kong,Yami,1.69,Coconut Candy 100g,5,3,1600,400,676,300+,Less than 2
haribo,Chocolate,German,Yami,1.99,Gummi Candy Fizzy Cola 142g,5,2,1600,400,796,300+,Less than 2
master kong,Chocolate,Mainland China,Yami,4.69,3+2 Soda Biscuit Vanilla Chocolate 375g,4.8,44,1600,400,1876,300+,4+
hongyuan,Chocolate,Mainland China,Yami,2.69,HONG YUAN Candy Plum Flavor  350g,4.7,0,1600,400,1076,300+,2+
uha,Chocolate,Japan,Yami,2.49,taste sugar cogwdrin drink Assorted 85g,5,6,1600,400,996,300+,2+
uha,Chocolate,Japan,Yami,2.99,Mucchiri yogurt flavor gummy 100g,4.8,9,1600,400,1196,300+,2+
ribon,Chocolate,Japan,Yami,2.19,Sour Plum Soft Candy 68g,1,1,1600,400,876,300+,2+
house,Chocolate,Japan,Yami,3.79,Wellness Foods 1 Day Vitamin Jelly Muscat 180g,3.7,3,1600,400,1516,300+,2+
senjaku,Chocolate,Japan,Yami,2.59,Gummy Candy Grape 30g,5,3,1600,400,1036,300+,2+
asahi,Chocolate,Japan,Yami,4.59,CALPIS Candy Grape Orange Peach Flavor 96g,4.5,6,1200,300,1377,200+,4+
asahi,Chocolate,Japan,Yami,2.49,Lacic Acid Candy 64g,5,6,1200,300,747,200+,2+
shoei delicy,Chocolate,Japan,Yami,4.29,Chocolate cream cookies 102g,5,7,1600,400,1716,300+,4+
morinaga,Chocolate,Japan,Yami,3.29,Chocolate Snack Bar 61.6g,,0,1600,400,1316,300+,2+
fongden,Chocolate,Taiwan,Yami,18.99,Taiwanese French Almond Cranberry Chocolate nougat 220g??€?Use by 2021-03-01??€?,4.5,2,1600,400,7596,300+,16+
fongden,Chocolate,Taiwan,Yami,18.99,FENGDAN Taiwanese French Almond Cranberry nougat 220g,4,5,1600,400,7596,300+,16+
coris,Chocolate,Japan,Yami,1.29,Whistle Ramune Strawberry 8pcs 22g,4.2,4,1600,400,516,300+,Less than 2
fujiya,Chocolate,Japan,Yami,2.19,Milky Chocolate 12pc 41g,4.7,50,1600,400,876,300+,2+
xinya,Chocolate,Indonesia,Yami,1.19,SINA Mango Ginger Chews Candy 56g,4.7,10,1600,400,476,300+,Less than 2
nobel,Chocolate,Japan,Yami,3.09,Super Cola Super Sour Hard Candy Balls 88g,5,1,1600,400,1236,300+,2+
nobel,Chocolate,Japan,Yami,3.09,Super Lemon Super Sour Hard Candy Balls 88g,5,5,1600,400,1236,300+,2+
morinaga,Chocolate,Japan,Yami,2.09,Traditional Japanese Milk Caramel Candy 12 Pieces 58.8g,4.9,14,1600,400,836,300+,2+
kabaya,Chocolate,Japan,Yami,5.99,Chocolate Panda  Biscuit 136 g,4.2,12,1600,400,2396,300+,4+
bourbon,Chocolate,Japan,Yami,2.29,PETIT Chocolate Chip Cookie 58g,4.9,38,400,100,229,50+,2+
kabaya,Chocolate,Japan,Yami,1.59,Gummy Watermelon Pureral 50g,4.3,7,1600,400,636,300+,Less than 2
kabaya,Chocolate,Japan,Yami,1.99,Gummy Green Apple  Pureral 50g,5,4,1600,400,796,300+,Less than 2
kanghui,Chocolate,Mainland China,Yami,0.79,Hua Hua Dan 16g Assorted Flavor Random Delivery,4,53,1600,400,316,300+,Less than 2
want want,Chocolate,Taiwan,Yami,2.19,Hot-Kid Milk Chewy Candy Original Flavor 126g,4.6,18,1600,400,876,300+,2+
uha,Chocolate,Japan,Yami,2.39,Nagai Sakeru Gummy Grape 22.9g,3.3,9,1600,400,956,300+,2+
franzzi,Chocolate,Mainland China,Yami,1.99,Rich Aroma Dark  Chocolate Cookie 115g,3.9,7,1600,400,796,300+,Less than 2
crown,Chocolate,Korea,Yami,5.99,Chocolate Marshmallow Stick Cake 220g,3.5,2,100,25,149.75,Less than 50,4+
sunssi,Chocolate,Mainland China,Yami,1.99,FRANZZI Vanilla Lemon Chocolate Cookie 115g,4.6,5,1600,400,796,300+,Less than 2
sunssi,Chocolate,Mainland China,Yami,3.99,FRANZZI Dark Chocolate Cookie 126g,4.9,19,1600,400,1596,300+,2+
lotte korea,Chocolate,Korea,Yami,1.79,Yogurt Jelly 50g,4.9,18,1600,400,716,300+,Less than 2
orion,Chocolate,Korea,Yami,3.49,Crispy Stick-Chocolate 135g,4.5,2,1600,400,1396,300+,2+
chercher,Chocolate,Mainland China,Yami,4.89,WEI CHER Almond Nougat 120g,2.2,5,100,25,122.25,Less than 50,4+
white rabbit,Chocolate,Mainland China,Yami,2.29,Brown Sugar Cream Candy 120g,4,1,1600,400,916,300+,2+
meigum,Chocolate,Japan,Yami,1.99,Suppasugiru Candy Lemon 25g,4.4,21,1600,400,796,300+,Less than 2
orion,Chocolate,Korea,Yami,1.19,Grape Gummy 66g,4,6,1600,400,476,300+,Less than 2
haitai,Chocolate,Korea,Yami,4.29,OH Yes Chocolate Coated Cake Green Tea Flavor 336g,3.4,15,1600,400,1716,300+,4+
orion,Chocolate,Korea,Yami,6.39,Hazelnut Chocolate Cake 12pc 336g,4.5,11,1600,400,2556,300+,6+
morinaga,Chocolate,Japan,Yami,2.39,Hi-chew Coke & Orange Flavor Mix Soft Candy 90g,4,4,1600,400,956,300+,2+
glico,Chocolate,Japan,Yami,1.99,Pocky Double Matcha Chocolate Biscuit Sticks 2pcs,4.7,9,1600,400,796,300+,Less than 2
nestle,Chocolate,Japan,Yami,8.49,Chocolate Peanuts Waffle 640g,4.5,13,1600,400,3396,300+,8+
want want,Chocolate,Taiwan,Yami,2.99,QQ Soft Candy Mixed Flavor 10 Bags 200g,4.5,15,1600,400,1196,300+,2+
tirol,Chocolate,Japan,Yami,2.49,Choco Matcha Mochi 7pcs 42g,4.2,105,1600,400,996,300+,2+
bourbon,Chocolate,Japan,Yami,1.99,Grape Soft Candy 50g,4.7,28,800,200,398,100+,Less than 2
bourbon,Chocolate,Japan,Yami,1.49,Mixed Fruit Soft Candy 50g,4,3,100,25,37.25,Less than 50,Less than 2
bourbon,Chocolate,Japan,Yami,2.39,Peach Soft Candy 50g,4.5,33,800,200,478,100+,2+
bourbon,Chocolate,Japan,Yami,1.69,Cola Soft Candy 50g,4.5,22,800,200,338,100+,Less than 2
uha,Chocolate,Japan,Yami,1.39,Cola Soft Candy 50g,4.1,7,1600,400,556,300+,Less than 2
uha,Chocolate,Japan,Yami,1.59,Strawberry Soft Candy 50g,4.6,13,1600,400,636,300+,Less than 2
nestle,Chocolate,Japan,Yami,7.99,Chocolate Waffle 640g,4.8,62,1600,400,3196,300+,6+
oishi,Chocolate,Mainland China,Yami,1.99,Yogurt Flavor Candy 100g,3.9,8,1600,400,796,300+,Less than 2
oishi,Chocolate,Mainland China,Yami,1.99,Peach Flavor Candy 100g,4.5,6,1600,400,796,300+,Less than 2
oishi,Chocolate,Mainland China,Yami,1.99,Plum Candy 120g,4.1,10,1600,400,796,300+,Less than 2
master kong,Chocolate,Mainland China,Yami,4.99,European Muffin Chocolate 200g,4.4,34,1600,400,1996,300+,4+
nestle,Chocolate,Japan,Yami,7.59,White Chocolate Waffle 640g,4.7,38,1600,400,3036,300+,6+
alpenliebe,Chocolate,Mainland China,Yami,2.99,Mixed Flavor Lollipop 12 Pieces 120g,5,5,1200,300,897,200+,2+
alpenliebe,Chocolate,Mainland China,Yami,2.99,Yogurt Mixed Flavor Lollipop 20 Pieces 120g,4.3,9,1200,300,897,200+,2+
alpenliebe,Chocolate,Mainland China,Yami,3.49,Milk Mixed Flavor Lollipop 20 Pieces 120g,5,6,1200,300,1047,200+,2+
alpenliebe,Chocolate,Mainland China,Yami,2.99,Chocolate Mixed Flavor Lollipop 9 Pieces 144g,4.2,5,1200,300,897,200+,2+
alpenliebe,Chocolate,Mainland China,Yami,3.49,Vanilla Mixed Flavor Lollipop 9 Pieces 144g,5,4,1200,300,1047,200+,2+
