,Product_Name,Brand,Price,Option,Reviews,Origin,Rate,Platform,Category,Sold_Weekly
639,Lubera Egg Cookie 10pc,bourbon,3.0,5 Options,1,Japan,4.0,Yami,Rice Cracker,400+ Sold
640,SAKURA Biscuit 9pc,yoku moku,18.99,3 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
641,Biscuit Cookies Macha Green Tea 5x10g,lava bites,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
642,KIT KAT Whole Wheat Cookie Flavor Waffle14pc,nestle,7.99,25 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
643,Wafer Biscuit Milk Flavor 118g,bestore,6.99,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
644,Raisin Cookie (8 pieces),tokyo banana,21.5,15 Options,4,Japan,5.0,Yami,Rice Cracker,400+ Sold
645,CHIATE Almond Cookie 250g,chia te,16.14,No,0,Taiwan,0.0,Yami,Rice Cracker,Less than 50
646,White Chocolate Cookie (14 pieces),sugar butter tree,25.9,5 Options,10,Japan,5.0,Yami,Rice Cracker,400+ Sold
647,WANGWANG Spicy people Xianbei biscuit Spicy 82g,want want,5.49,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
648,White Chocolate Cookie 7pc,sugar butter tree,14.5,19 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
649,Hello Panda Cocoa Biscuit with Milk 43g,meiji,3.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
650,Tambun Biscuit Special 32pcs,sin teo hiang,15.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
651,TOKYO TAMAYA GINZA Sakura Cookie 9pc,ginza tamaya,15.9,No,7,Japan,4.3,Yami,Rice Cracker,400+ Sold
652,Red Wolfberry Health Cookie 120g,ttl taiwan,4.74,No,3,Taiwan,5.0,Yami,Rice Cracker,400+ Sold
653,Saltine Crackers 141g,haitai,2.99,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
654,OTARU Rue Ironai Fromage Cookie 10pc,letao,18.5,19 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
655,Brown Sugar Biscuit 400g,ctcfoods,11.19,No,0,Taiwan,0.0,Yami,Rice Cracker,200+ Sold
656,Sake Vinasse Biscuit (pumpkin) 120g 6pcs,ttl ttl,4.74,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
657,Balance Power Big Wheat Nut Cookie 2pc,healthy club,2.0,5 Options,2,Japan,4.0,Yami,Rice Cracker,400+ Sold
658,POCKY STRAWBERRY COCOA BISCUIT 10pack,glico,7.5,14 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
659,JAPAN POCKY Strawberry Chocolate Biscuit Sticks 58g,glico,3.5,25 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
660,JAPAN YOKUMOKU BISCUIT BATON Butter 10pc,yoku moku,18.5,19 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
661,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Chocolate 145g,world rhythm,17.5,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
662,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Maple 145g,world rhythm,17.5,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
663,Mashmallow Chocolate Sand Cookie 6pc,baked mallow,24.0,No,3,Japan,5.0,Yami,Rice Cracker,100+ Sold
664,JAPAN POCKY Almond Chocolate Biscuit Sticks 58g,glico,2.99,25 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
665,Honey Biscuit 240g,ctcfoods,10.39,No,0,Taiwan,0.0,Yami,Rice Cracker,200+ Sold
666,Real Silk Crew Neck Screw Thread Short Sleeve T-shirt Women Basics Blouse NZFBA740 # Cookie Color One Size,jinsant,55.99,2 Options,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
667,Casual Gift Chocolate Biscuit Carre 10pc,yoku moku,18.9,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
668,Casual Gift Sugar Biscuit Carre 10pc,yoku moku,17.5,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
669,JAPAN POCKY Almond Chocolate Biscuit Sticks,glico,2.85,3 Options,2,Japan,5.0,Yami,Rice Cracker,400+ Sold
670,Choco Variety Pack 27pc In Bag Bis Milk Strawberry Jelly Cookie 176g,tirol,5.88,No,5,Japan,4.8,Yami,Rice Cracker,400+ Sold
671,LOTTE Koala Strawberry Cream Filling Biscuit 48g,lotte korea,3.5,12 Options,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
672,LOTTE Koala Chocolate Cream Filling Biscuit 50g,lotte korea,3.9,12 Options,1,Korea,5.0,Yami,Rice Cracker,400+ Sold
673,Soybean Milk Flavored Wafer Cookie Sugar Reduce 60% 12pc,bourbon,3.65,8 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
674,DHA Wafer Biscuit Yogurt Flavor 1 Years Old 32g,wakodo,7.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
675,Spicy Salted Egg Flavoured Cookie Golden Cube 100g,snazk bites,7.19,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
676,POCKY MILKCHOCOLAT & BUTTER  COCOA BISCUIT 10pack,glico,7.5,14 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
677,POCKY ALMONDMILK COCOA BISCUIT 10pack,glico,7.5,14 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
678,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Original 145g,world rhythm,17.5,4 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
679,Wafer Biscuit 16pc,bourbon,4.15,No,12,Japan,4.8,Yami,Rice Cracker,400+ Sold
680,Mire Biscuit Caramel 110g,nomura,2.88,No,2,Japan,5.0,Yami,Rice Cracker,400+ Sold
681,LOTTE Koala Fermented butter Cream Filling Biscuit 48g,lotte korea,3.9,12 Options,2,Korea,5.0,Yami,Rice Cracker,400+ Sold
682,Purple Potato Biscuit 220g,bestore,8.99,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
683,GERY Cheese Crackers 20g x 5pcs,great harvest,2.39,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
684,Baton Cookie Coconut 25pc,royce,17.9,22 Options,3,Japan,5.0,Yami,Rice Cracker,400+ Sold
685,Casual Gift  Butter Biscuit Baton 10pc,yoku moku,18.9,5 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
686,2in1 Grill Prawn & Seafood Dipping Sauce Flavour Ringed Cut Potato Chip 48g,lay's,6.39,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
687,POCKY Chocolate Biscuit Sticks 53g,glico,3.9,25 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
688,HOKKAIDO Premium Potato Jaga Pokkuru 10pc,calbee,14.0,18 Options,75,Japan,5.0,Yami,Rice Cracker,Less than 50
689,HEALTHY CLUB Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,hamada,2.88,8 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
690,East Port Baked Fish Crackers with Seaweed 220g,lien haw foods,9.49,No,1,Taiwan,5.0,Yami,Rice Cracker,400+ Sold
691,Extreme Hot Chicken Zzaldduk Snack 80g,samyang,5.59,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
692,Classic Salted Egg Flavoured Cookie Golden Cube 100g,snazk bites,7.19,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
693,SAKURA Biscuit 24pc,yoku moku,37.9,3 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
694,JAPAN SAKURA Biscuit 9pc,ginza tamaya,16.9,7 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
695,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Strawberry 145g,world rhythm,17.5,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
696,Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,healthy club,2.0,No,5,Japan,5.0,Yami,Rice Cracker,400+ Sold
697,GERY Choco Crackers 20g x 5pcs,greenmax,2.39,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
698,Lobster Potato Stick 72g,master master,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
699,Spicy Chicken Flavoured Snack 37g,cosmos,4.79,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
700,Shell Shaped Snack 62g,cosmos,5.59,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
701,Sweet Potato Shaped Snack 60g,cosmos,5.59,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
702,HOKKAIDO Premium Potato Jaga Pirika 1bag,calbee,1.38,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
703,Sakura Matcha Cracker Rolls 48g,glico,4.8,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
704,Asam Fish Flavour Potato Chips 60g,jack'n jill,5.59,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
705,HOKKAIDO Premium Potato Jaga Pokkuru 1pc,calbee,1.35,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
706,Pokemon Noodles Sea Food 38g,sapporo ichiban,3.0,No,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
707,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Strawberry 145g,world rhythm,17.5,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
708,Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,healthy club,2.0,No,5,Japan,5.0,Yami,Rice Cracker,400+ Sold
709,GERY Choco Crackers 20g x 5pcs,greenmax,2.39,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
710,Lobster Potato Stick 72g,master master,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
711,HOKKAIDO Original Chocolate Chips 190g,royce,22.99,5 Options,3,Japan,4.7,Yami,Rice Cracker,400+ Sold
712,Zidi Potato Chips BBQ Flavor 100g,sunway snack,3.25,4 Options,3,United States,4.7,Yami,Rice Cracker,400+ Sold
713,HOKKAIDO Premium Potato Jaga Pokkuru 1pc,calbee,1.66,No,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
714,Potato Chips Scallop Butter Garlic Flavour 48g,lay's,5.59,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
715,Limited Production Imo Komachi Fries 8pc,calbee,15.99,18 Options,7,Japan,4.1,Yami,Rice Cracker,Less than 50
716,Honey Flavored Twist Snack 75g,nongshim,3.99,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
717,Potato Chips Hot and Spicy Seaweed Flavor 97g,pringles,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
718,JAPAN DIY JYAZU  Butter Popcorn 67g,marujyo,5.9,19 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
719,JAGARIKO Yuzikosyo 38g,calbee,3.5,6 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
720,French Fries HONEY SALT AND BUTTER 60g,and eht friet,7.9,9 Options,0,Japan,0.0,Yami,Rice Cracker,200+ Sold
721,HOKKAIDO Premium Potato Jaga Pirika 1pc,calbee,1.66,No,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
722,French Fries ANCHOVY AND GARLIC 60g,and eht friet,7.99,9 Options,1,Japan,3.0,Yami,Rice Cracker,200+ Sold
723,TAKUMI Kappa Ebisen 15pc,calbee,18.0,18 Options,3,Japan,4.3,Yami,Rice Cracker,Less than 50
724,Fragrant Brittle Fries Honey Butter Flavor 20g,cuishengsheng,1.39,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
725,East Port Dried Golden Shrimp Cracker 150g,lien haw foods,9.49,No,1,Taiwan,5.0,Yami,Rice Cracker,400+ Sold
726,French Fries CHEDDAR CHEESE 60g,and eht friet,7.99,9 Options,0,Japan,0.0,Yami,Rice Cracker,200+ Sold
727,Bruschette Chips Tomato Olives & Oregano 70g,kopiko,6.39,No,0,Indonesia,0.0,Yami,Rice Cracker,400+ Sold
728,Chocolate Corn Snack 30g,cosmos,4.79,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
729,Zidi Potato Chips Seaweed Flavor 100g,sunway snack,3.25,4 Options,4,United States,5.0,Yami,Rice Cracker,400+ Sold
730,Spicy Corn Chip 34g,cosmos,4.79,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
731,Classic Pop Corn Durian Flavoured Cracker 60g,kopiko,6.39,No,0,Indonesia,0.0,Yami,Rice Cracker,400+ Sold
732,French Fries BlackTruffle 60g,and eht friet,7.9,9 Options,0,Japan,0.0,Yami,Rice Cracker,200+ Sold
733,Bruschette Chips Mediterranean Vegetables Flavour 70g,kopiko,6.39,No,0,Indonesia,0.0,Yami,Rice Cracker,400+ Sold
734,Jigs Potato Crisps Sambal Udang Flavour 60g,jack'n jill,4.79,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
735,Bean Bean Muruku Snack Original 60g,snek ku,3.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
736,TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,lien haw foods,6.64,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
737,Jigs Cheesy Cheese Flavour Potato Chips 70g,jack'n jill,4.79,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
738,JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,ybc,3.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
739,eternal rose flower snack box,roseonly,159.0,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
740,MISTER POTATO Honey Cheese Flavor 150g,mamee chef,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
741,TWISTIES Cherry Tomato Bomb 160g,mondelez,7.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
742,Corn Cheese Flavor Banana Chips 45g,hom,2.0,No,0,Thailand,0.0,Yami,Rice Cracker,400+ Sold
743,Sour Cream & Onion Flavor Banana Chips 45g,hom,2.0,No,0,Thailand,0.0,Yami,Rice Cracker,400+ Sold
744,Sapporo Grilled Corn 6 bags,yoshimi,12.5,No,8,Japan,5.0,Yami,Rice Cracker,400+ Sold
745,Herbal Tea Eggs Flavoured Chips 60g,miaow miaow,6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
746,JAPAN DIY JYAZU  SYOYU Popcorn 67g,marujyo,5.9,19 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
747,Honey Butter Chips 60g,haitai,2.99,No,1,Korea,5.0,Yami,Rice Cracker,400+ Sold
748,Dried Sakura Shrimp 150g,lien haw foods,9.49,No,1,Taiwan,5.0,Yami,Rice Cracker,400+ Sold
749,Spicy Buldak Snacks Limited Edition 90g,corntoz,6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,Less than 50
750,KARCIE Donut DIY 4pc,kracie,7.5,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
751,Essence Potato Chips 4pc,calbee,15.99,18 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
752,Seaweed Chips 4pc,calbee,15.99,18 Options,2,Japan,5.0,Yami,Rice Cracker,400+ Sold
753,Brown Sugar Sweet Potato Crisp 140g,liancheng,7.59,No,2,Taiwan,5.0,Yami,Rice Cracker,400+ Sold
754,Salted Egg Yolk Crinkle Cut Chips 100g,kl kantin lab,13.59,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
755,Kettle Chips Classic Original Limited Edition 65g,wise cottage fries,3.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
756,Opala Chocolate Potato Chips Snacks 100g,oishi,4.79,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
757,HOKKAIDO Mild Bitter Chocolate Chips 190g,royce,22.99,5 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
758,Kameda Kaki's Tane Ume Shiso 57g,kameda,4.97,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
759,JAPAN HANABATAKEBOKUJO Cheese Popcorn 100g,hokkaido,10.9,19 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
760,ORIENTAL Rota Potato Chips 70g,oriental (malaysia),4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
761,ORIENTAL Cheese Balls Snack 60g,oriental (malaysia),4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
762,ORIENTAL Chicken Ring 60g,oriental (malaysia),4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
763,Vegetable Snack 60g,miaow miaow,5.59,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
764,Jigs Potato Crisps BBQ Flavour 65g,jack'n jill,4.79,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
765,MISTER POTATO BBQ Flavor Potato Crisps 150g,mamee chef,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
766,TWISTIES CHACHO'S Cheesy Cheese 70g,mondelez,7.19,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
767,TWISTIES Chili Cheese On Fire 65g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
768,TWISTIES Kaboom BBQ Curry Flavor 65g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
769,JACK N JILL Calbee Classic Salted Potato Chips 60g,jack'n jill,6.39,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
770,JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,jack'n jill,6.39,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
771,Thai Banana Chips 50g,bestore,3.99,No,0,Mainland China,0.0,Yami,Rice Cracker,Less than 50
772,KIM Mini Hot And Spicy Potato Stick 80g,master,6.39,No,1,Taiwan,4.0,Yami,Rice Cracker,400+ Sold
773,ROLLER COASTER BBQ Flavoured Potato Rings 60g,jack'n jill,5.59,3 Options,1,Philippine,5.0,Yami,Rice Cracker,400+ Sold
774,HOKKAIDO Sea Salt Chips 6pc,calbee,18.99,18 Options,3,Japan,5.0,Yami,Rice Cracker,Less than 50
775,Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
776,HOKKAIDO Caramel Chocolate Chips 190g,royce,22.99,5 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
777,Jaga Pirika Hokkaido Premium Potato 10packs,calbee,16.99,No,5,Japan,3.6,Yami,Rice Cracker,Less than 50
778,Black Pepper Cheese Flavor Potato Chips 147g,pringles,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
779,Black Truffle Potato Chips 160g,mychef‘s,7.19,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
780,Smoky BBQZ Snacks 50g,huangfeihong,4.79,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
781,Potato Crisps Cheese Flavour 160g,mychef‘s,6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
782,Satay Flavour Potato Stick 72g,master master,5.59,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
783,Cheexy Savoury 50g,miaow miaow,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
784,Sweet Potato Fries 80g,ttl taiwan,9.49,No,1,Taiwan,5.0,Yami,Rice Cracker,400+ Sold
785,Original Edition Potato Chips 68g,chitato,3.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
786,JAPAN HANABATAKEBOKUJO CARAMEL Popcorn 100g,hokkaido,10.9,19 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
787,TOKYO BANANA Shellfish Aosa Chips 4pc,calbee,14.5,4 Options,2,Japan,5.0,Yami,Rice Cracker,400+ Sold
788,MAMEE CHEF MISTER POTATO Tomato Flavor Potato Crisps 150g,pringles,4.79,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
789,TWISTIES Cheeky Cheddar Cheese 65g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
790,TWISTIES Sawadee Thai Sweet Chili Flavor 65g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
791,TWISTIES Cherry Tomato Bomb 65g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
792,TWISTIES Roast Chicken 60g,mondelez,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
793,JACK N JILL Calbee Smoky BBQ Potato Chips 60g,jack'n jill,6.39,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
794,Smoked Flavoured Chips 60g,miaow miaow,5.59,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
795,[Mainland China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,aishang,1.5,No,1,Mainland China,5.0,Yami,Rice Cracker,300+ Sold
796,Hokkaido Fries Potato Chips 10 x 18g,calbee,29.99,No,0,Japan,0.0,Yami,Rice Cracker,Less than 50
797,French fries sticks spicy crayfish flavor fries snacks 100g,be & cheery,4.9,2 Options,0,Mainland China,0.0,Yami,Rice Cracker,Less than 50
798,Fries Sticks Spicy Fries Fries Snacks 100g,be & cheery,4.9,2 Options,0,Mainland China,0.0,Yami,Rice Cracker,Less than 50
799,HOKKAIDO Potato Farm Pea Chips 6pc,calbee,14.99,18 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
800,Jaga Pirika Hokkaido Premium Potato 10pc,calbee,16.5,18 Options,2,Japan,4.5,Yami,Rice Cracker,Less than 50
801,Icy Lemon Snacks Limited Edition 90g,corntoz,6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,Less than 50
802,Bruschette Chips Slow Roasted Garlic Flavour 70g,kopiko,6.39,No,0,Indonesia,0.0,Yami,Rice Cracker,400+ Sold
803,Hotz & Spicy Snacks 50g,corntoz,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
804,Twist snack 55g,cosmos,5.59,No,0,Korea,0.0,Yami,Rice Cracker,400+ Sold
805,Tapioca Crisp (With Chilli) Croquant Tapioca 50g,miaow miaow,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
806,MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,mamee chef,5.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
807,JAPAN KIRARA Cheese Gome Okashi 38g,dabanjingguo,3.98,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
808,Twisties Spicy Seaweed Splash 60g,mondelez,4.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
809,Chicken Edition Potato Chips 68g,chitato,3.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
810,Corn Curls BBQ Flavor 80g,jack'n jill,5.59,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
811,Cheese Edition Potato Chips 68g,chitato,3.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
812,TOKYO BANANA Japanese Pepper Miso Chips 4pc,calbee,14.5,4 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
813,TOKYO BANANA Katsuo Kombu Dashi Chips 4pc,calbee,14.5,4 Options,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
814,JAPAN JAGARIKO French fries 58g,calbee,3.5,6 Options,1,Japan,5.0,Yami,Rice Cracker,400+ Sold
815,MAMEE CHEF MISTER POTATO Sweet Potato Sweet Corn Flavor Potato Crisps 130g,pringles,4.79,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
816,MISTER POTATO Yay-Yers Cheezy Wheezy 60g,mamee chef,5.59,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
817,TWISTIES CHACHO'S Tortilla Corn Chips Spicy Curry 185g,mondelez,8.79,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
818,TWISTIES CHACHO'S Tortilla Corn Chips BBQ Bonanza 185g,mondelez,8.79,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
819,TWISTIES CHACHO'S Tortilla Corn Chips Spicy Curry 70g,mondelez,7.19,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
820,TWISTIES Roast Chicken Dance Flavor 160g,mondelez,7.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
821,Banana Chip Japanese Seaweed Favor 45g,hom,2.0,No,0,Thailand,0.0,Yami,Rice Cracker,400+ Sold
822,HOKKAIDO Premium Potato Jaga Pirika 10pc,calbee,16.8,4 Options,10,Japan,5.0,Yami,Rice Cracker,Less than 50
823,Halloween Special Gift,oishi,88.88,No,0,Mainland China,0.0,Yami,Rice Cracker,400+ Sold
824,KIM Potato Stick Salted Flavour 80g,master,6.39,No,1,Taiwan,4.0,Yami,Rice Cracker,400+ Sold
825,ORIENTAL Green Pea Snack 60g,oriental (malaysia),6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
826,JACK' N JILL ROLLER COASTER Potato Rings Cheese Flavour 60g,jack'n jill,5.59,3 Options,1,Philippine,5.0,Yami,Rice Cracker,400+ Sold
827,Tam Tam Crab Flavoured Snack 30g,snek ku,0.71,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
828,Sapporo Grilled Corn 6 bags,yoshimi,9.0,No,48,Japan,4.8,Yami,Rice Cracker,400+ Sold
829,Sweet Potato Crisp 140g,liancheng,7.59,No,18,Taiwan,4.7,Yami,Rice Cracker,400+ Sold
830,Japanese yaki bean refreshing snack 39g,ginbis,2.99,No,0,Japan,0.0,Yami,Rice Cracker,Less than 50
831,Potato Chips Crispy Roasted Seaweed Flavor 97g,pringles,6.39,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
832,Creamy Milk Tea Wafer Roll 96g 6pcs(Shelf life:2022/5/8),lien haw foods,8.99,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
833,Crispy Sweet Potato 30g,top dry,4.74,No,6,Taiwan,4.7,Yami,Rice Cracker,400+ Sold
834,TEAN'S COURMET Crispy Anchovy Chili 240g,pringles,7.99,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
835,Flavoured Potato Chips K-Kimchi Flavour 50g,wise cottage fries,4.79,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
836,Potato Crisps Sour Cream and Onion Flavour 160g,mychef‘s,6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
837,Potato Crisps Bbq Flavour 160g,mychef‘s,6.39,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
838,Jigs Potato Crisps Hot&Spicy Flavour 60g,jack'n jill,4.79,No,0,Philippine,0.0,Yami,Rice Cracker,400+ Sold
839,BEAN BEAN  SNACK SEAWEED FLAVOUR 60G,snek ku,3.99,No,0,Malaysia,0.0,Yami,Rice Cracker,400+ Sold
840,Swordfish Tepura Crispy 150g,ching tse,16.14,No,0,Taiwan,0.0,Yami,Rice Cracker,Less than 50
841,Crispy Noodle BBQ Chicken Wing Flavor 40g,unif,0.85,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
842,TAINAN ONLY Cheng Gong Potato Chips (Cadina - Mango Flavor) 78g,lien haw foods,6.64,No,0,Taiwan,0.0,Yami,Rice Cracker,400+ Sold
843,Hot & Spicy Potato Crisps 110g,pringles,4.79,No,0,Japan,0.0,Yami,Rice Cracker,400+ Sold
