Product_Name,Reviews,Price,Option,Origin,Rate,Platform,Category
【Value Set】Yowanai Soda Ume Flavor 350ml * 12 Pack of 12,4,25.99,3 Options,Japan,5,Yami,Juice
Aloe Vera King Natural Orange Taste Aloe Drink 500ml World Sales NO.1 Brand,2,1.39,No,Unclear,0,Yami,Juice
Coconut Water 490ml,3,1.29,No,Mainland China,4.7,Yami,Juice
Soda Tangerine Flavor 280ml,1,1.99,6 Options,Mainland China,5,Yami,Juice
Sparkling WaterOriginal Flavor 500g,0,2.49,No,Japan,0,Yami,Juice
SOPHORA JAPONICA FLAVOR GRAPE DRINK,2,1.69,4 Options,United States,5,Yami,Juice
Sugar  Cane Drink 300ml,6,1,15 Options,Singapore,4.3,Yami,Juice
Calpis Drink 350ml,0,1.99,No,Japan,0,Yami,Juice
Grapefruit Green Tea 500ml,14,1.49,No,Mainland China,4.5,Yami,Juice
GoGo No Koucha Oishii Mutou 500ml,3,2.49,5 Options,Japan,4.7,Yami,Juice
Sparkling Shibori Grapefruit Sparkling Water 500ml,2,2.49,No,Japan,4.5,Yami,Juice
Jurokucha Tea 630ml,1,3.29,No,Japan,5,Yami,Juice
Honey Lemon Ginger Sparkling Water 500ml,0,1.99,6 Options,Taiwan,0,Yami,Juice
Korean Raisin Hovenia Tea Drink 500ml,10,1.79,6 Options,Korea,5,Yami,Juice
Pear Drink 310ml,11,1.09,No,Mainland China,4.3,Yami,Juice
Black Tea Flower Craft(Orange tea)  410ml,10,2.09,No,United States,4.9,Yami,Juice
Soda Lemon Soda Flavor 280ml,1,1.29,6 Options,Mainland China,4,Yami,Juice
Black Tea Non-sugar 450ml,1,2.69,No,Japan,5,Yami,Juice
Soft Drink Salty Honey Lemon 490ml,1,2.59,No,Japan,3,Yami,Juice
C&C Yogurt Flavored (Sparkling Drink)  500ml,10,1.79,2 Options,Taiwan,4.4,Yami,Juice
Coca-Cola Energy Tea 350ml,0,2.89,No,United States,0,Yami,Juice
Mitsuya Cider Classic Carbonated Drink,5,1.99,No,Japan,4.6,Yami,Juice
Hyosho Postonic Amino 500g,1,2.69,2 Options,Japan,5,Yami,Juice
Lemon Drink 280ml,0,2.19,No,Japan,0,Yami,Juice
Lemon Honey Sports Drink 560ml,7,1.99,No,Mainland China,4.6,Yami,Juice
Natchan Strawberry Papper Pack 250g,0,2.19,No,Japan,0,Yami,Juice
Sports Drink Honey Orange Flavor 560ml,6,1.99,No,Mainland China,4.5,Yami,Juice
Oi Ocha Shincha 525ml,0,2.29,No,Japan,0,Yami,Juice
Guava Nectar 250ml,0,1.49,No,United States,0,Yami,Juice
LemonJuice 500ml,0,2.29,No,Japan,0,Yami,Juice
Surpreme Meta Tea No Sugar 310ml,9,1.09,2 Options,Taiwan,4.8,Yami,Juice
Rice Milk Drink No Sugar Added 500ml,2,1.79,No,Korea,5,Yami,Juice
DONG SUH Barley Tea 500ml,10,1.39,No,Korea,4.8,Yami,Juice
Green Plum Green Tea 500ml,6,1.39,No,Mainland China,5,Yami,Juice
Nectar Mix Fruit Drink 195ml,8,1.99,No,Japan,4.8,Yami,Juice
Marushibori CC Salty Lemon Drink,6,2.59,No,Japan,4.5,Yami,Juice
Blackcurrant Flavored Drink With Nata De COCO 320ml,0,1.19,14 Options,Thailand,0,Yami,Juice
Soda Grape Flavor 259ml,7,1.59,No,Mainland China,4.7,Yami,Juice
Aloe- Peach Soft Drink 500ml,4,1.69,6 Options,Korea,4,Yami,Juice
Calpis Kanjyuku Mango 470ml,4,5.99,No,Japan,5,Yami,Juice
Lemon Green Tea 600ml,5,2.69,No,Japan,5,Yami,Juice
Melon Milk Drink 190g,4,1.99,No,Japan,4.2,Yami,Juice
100% USDA Nature Jasmine Tea 500ml,4,2.99,No,Japan,5,Yami,Juice
Oolong Cha 600ml,2,2.39,No,Japan,3.5,Yami,Juice
Oi Ocha Ryokucha 280ml,1,2.29,No,Japan,5,Yami,Juice
Lemon Flavor Soft Drink 185ml,1,1.19,3 Options,Japan,4,Yami,Juice
Soda Pineapple Flavor 259ml,5,1.59,No,Mainland China,4.2,Yami,Juice
Pepsi Japan Cola 600ml,0,2.69,2 Options,Japan,0,Yami,Juice
Hokkaido Corn Tea 525ml,4,2.29,No,Japan,5,Yami,Juice
Craft Boss Coffee Specialty Season Blend 479g,6,3.29,No,Japan,4.5,Yami,Juice
C&C Sparkling Drink Ourin Apple 500ml,3,1.79,2 Options,Taiwan,4,Yami,Juice
White & Yellow Peach Drink With Nata De Coco 500ml,10,2.49,No,Japan,3.7,Yami,Juice
White Mushroom Drink with Added Hyaluronic Acid,1,6.49,No,Taiwan,3,Yami,Juice
Costa Black 270ml,2,2.99,No,United States,5,Yami,Juice
WANG Schisandra Five-Flavor Berry Sparkling Water 350ml*6,3,6.99,No,Korea,5,Yami,Juice
Tennensui Sparkling Lemon,8,2.29,No,Japan,3.9,Yami,Juice
COLD BREW lemon Tea 470ml,6,2.79,2 Options,Japan,4.2,Yami,Juice
AIKEN Hatomugi Essense Water 530ml,5,1.69,No,Taiwan,4,Yami,Juice
Jyurokujo Mugicha 660ml,4,2.89,No,Japan,4.5,Yami,Juice
Craft Boss Fruits Tea 450ml,3,2.69,No,Japan,4.3,Yami,Juice
Orange Juicy 280ml,2,1.99,No,Japan,5,Yami,Juice
Fujisan Yuzu Cider 240ml,1,3.69,No,Japan,5,Yami,Juice
Sparkling Lychee Black Tea 500ml,6,1.99,6 Options,Taiwan,4.2,Yami,Juice
Tamarindo Flavored Drink With Nata De CoCo 320ml,3,1.19,No,Thailand,5,Yami,Juice
Otona No Calolomit Muto Kocha 500ml,6,2.69,No,Japan,5,Yami,Juice
Iced Lemon Tea Drink 250ml,26,0.89,15 Options,Singapore,4.5,Yami,Juice
Mitsuya Nihon Kudamono Kyoho 450ml,1,2.89,No,Japan,5,Yami,Juice
Ramune Carbonated soft drink Original Flavor 200ml,1,1.99,No,Japan,5,Yami,Juice
Tea With Orange Teito 930ml,2,2.49,No,Japan,5,Yami,Juice
Lychee Soda 275ml,25,2.69,6 Options,Mainland China,4.8,Yami,Juice
Premium Alkaline Water 500ml,28,2.19,No,United States,4.6,Yami,Juice
Iemon Zeitaku Shikomi 525ml,4,2.69,No,Japan,5,Yami,Juice
Miracle Body V 190ml,2,1.29,No,Japan,5,Yami,Juice
Sparkling Water Sugar Free 500ml,1,2.49,No,Japan,5,Yami,Juice
White Peach Drink 500ml,2,2.29,No,Japan,5,Yami,Juice
Monster Ultra Paradise Energy Drink 355ml,1,3.79,No,Japan,5,Yami,Juice
Surpreme Oolong Tea Sugar Free 310ml,4,1.09,No,Taiwan,3.2,Yami,Juice
Wild Blueberry Puree Beverage 300ml,3,4.49,No,Mainland China,4.7,Yami,Juice
Jyurokucha 275ml,3,2.29,No,Japan,5,Yami,Juice
Mint Green Tea Drink 550ml,1,1.49,No,Mainland China,5,Yami,Juice
Plum Soda 500ml,1,2.69,No,Japan,3,Yami,Juice
Is Better BPA Free 250ml,2,1.49,2 Options,United States,5,Yami,Juice
Jyurokucha Shun Sozai Blend 630ml,2,2.39,No,Japan,4.5,Yami,Juice
Coconut Water 490ml,2,1.49,2 Options,Mainland China,5,Yami,Juice
YEO’S Grass Jelly Drink 300ml,21,0.99,15 Options,Singapore,4,Yami,Juice
Soda Drink Original Flavor,2,2.09,No,Japan,5,Yami,Juice
COLD BREW Unsweetened Tea 470ml USDA Organic,3,2.59,No,Japan,4.7,Yami,Juice
Mitsuya 100% Orange Mix Soda 500ml,1,2.79,No,Japan,5,Yami,Juice
Peach Drink 310ml,19,1.09,No,Mainland China,4.8,Yami,Juice
Lime Yogurt 310ml,0,2.89,No,Japan,0,Yami,Juice
OTSUKA Pharmaceutical Oronamin C Drink 120ml,18,2.19,No,Japan,4.8,Yami,Juice
Craft Orange Tea 280ml,1,2.19,No,Japan,3,Yami,Juice
Carbonated Lemon Drink 500ml,1,2.09,No,Japan,5,Yami,Juice
MATCHA LOVE Drink Sweetened 190ml,0,2.99,4 Options,Japan,0,Yami,Juice
Assam Cheese Milk Tea 450ml,16,1.69,No,Taiwan,4.2,Yami,Juice
Igano Tennensui Hakuto Peach Sparkling Water 500ml,0,1.99,No,Japan,0,Yami,Juice
KIMURA Ramune Soda Strawberry Flavor 200ml,5,1.49,No,Japan,3.8,Yami,Juice
Sparkling Water Passion Fruit Flavor 330ml,7,1.49,No,Mainland China,4.9,Yami,Juice
Lemon Soda 450ml,16,2.29,No,Japan,4.8,Yami,Juice
White Grape Flavor Soda 330ml,11,1.89,3 Options,Mainland China,4.7,Yami,Juice
Orange Flavor Soda 330ml,11,1.89,3 Options,Mainland China,4.9,Yami,Juice
Lemon Black Tea 340ml,25,0.99,No,Taiwan,4.5,Yami,Juice
Cider Flavor Soda 330ml,7,1.89,3 Options,Mainland China,4.7,Yami,Juice
MEIGONGZI Sour Plum Soup 310ml,20,1.59,No,Mainland China,4.5,Yami,Juice
Calpis Strawberry Flavor 500ml,2,2.29,No,Japan,4,Yami,Juice
Instant Coffee Latte Flavor 268ml,9,2.69,2 Options,Japan,4.4,Yami,Juice
Orange Soda 275ml,9,2.69,6 Options,Mainland China,4.7,Yami,Juice
Fun Marble Drink Ramune Soft Carbonated Drink Orange Flavor 200ml,5,1.49,No,Japan,5,Yami,Juice
Kenko Mineral Mugicha Slim 1L,2,4.29,No,Japan,5,Yami,Juice
Calpis Calorie 60% Off Concentrate 470ml,0,5.99,No,Japan,0,Yami,Juice
Watermelon with Aloe 500ml,12,1.99,No,Korea,4.4,Yami,Juice
Calpis with Milk and Snow Salt Added 280ml,5,2.29,No,Japan,4.6,Yami,Juice
Watermelon Soda  335ml,3,1.59,No,Korea,4.7,Yami,Juice
Basil Seed Fruit Drinks Mangosteen 280ml Superfood for Healthy Cholesterol and Blood Sugar,10,1.99,5 Options,Brazil,3.6,Yami,Juice
Ramune Soda Orange Flavor 200ml,2,1.69,7 Options,Japan,5,Yami,Juice
TAOTI Meta Green Tea Sugar Free 500ml,9,1.99,No,Taiwan,4.4,Yami,Juice
Dong-A Energy Drink Bacchus-x Plus Ginseng 3.3 Fl Oz,7,0.99,No,Korea,4.9,Yami,Juice
Green Dakara Yasashi Mugicha 180g,4,2.59,No,Japan,4.8,Yami,Juice
Grilled Corn Tea 525ml,6,2.19,No,Japan,4.7,Yami,Juice
High Dietary Fiber Sparkling Tea Grapefruit Four Season Tea Flavor 550ml,5,2.49,2 Options,Mainland China,4.6,Yami,Juice
Miyatsu Peach 500ml,9,2.49,No,Japan,4.3,Yami,Juice
Rose Collagen Drink 300ml,3,2.49,4 Options,Mainland China,4.7,Yami,Juice
Xiao Ming Barley Black Tea 480ml,7,1.69,No,Taiwan,5,Yami,Juice
Strawberry Ramu Bottle 16.2oz,0,2.29,No,Japan,0,Yami,Juice
NECTAR Mix Drink 340ml,7,2.49,No,Japan,4.7,Yami,Juice
Ramune Soda Strawberry Flavor 200ml,3,1.69,7 Options,Japan,4.3,Yami,Juice
Karada Calpis 0 Calorie 430ml,1,2.79,No,Japan,4,Yami,Juice
FUJI SODA Mango & Pineapple (Ramune)  200ml,2,1.79,No,Japan,5,Yami,Juice
Honey Jujube Tea 770g,6,7.99,5 Options,Korea,4.5,Yami,Juice
Oolong Cha 190g,5,1.99,No,Japan,4.8,Yami,Juice
Boss Tea Base Muto Kocha 340ml,4,5.49,No,Japan,5,Yami,Juice
Kagabo Hojicha,6,2.29,No,Japan,4.8,Yami,Juice
HUNGFOOKTONG Red Bean & Job’s Tear Seed Drink 400ml,2,1.39,No,Mainland China,4.5,Yami,Juice
Hong Kong Style Dessert Poplar Nectar White Peach Flavour 330ml,2,3.99,No,Mainland China,4,Yami,Juice
Original Lemonade 500ml,3,1.99,No,Japan,4.3,Yami,Juice
Gogo Black Tea No Sugar 383g,5,2.69,No,Japan,5,Yami,Juice
Iced Lemon Tea Drink 300ml,3,0.99,15 Options,Singapore,4,Yami,Juice
Kaori Sawayaka Ume Soda 190ml,3,1.29,No,Japan,4.3,Yami,Juice
Koiwai Jyunsui Tohoku MixI 430ml,2,2.49,No,Japan,5,Yami,Juice
Oceanic Pineapple Drink w/ Sea Salt 500ml,6,2.29,No,Singapore,4.3,Yami,Juice
TEA TIME Le Miel Premium Honey Green Tea 500ml,5,1.99,No,Taiwan,4.8,Yami,Juice
TEA TIME Earl Grey Milk Tea 500ml,3,2.29,No,Taiwan,4,Yami,Juice
Yogurt Drink Peach Flavor 4 Packs 125ml*4,2,2.99,2 Options,Taiwan,3.5,Yami,Juice
Kanjyuku Pine & Tennensui 540ml,3,2.39,No,Japan,4.7,Yami,Juice
"Matcha Love Energy Immunity Green Tea Blend with Real Matcha, 8.28oz",3,2.99,No,Japan,4.7,Yami,Juice
Instant Coffee Mocha Flavor 268ml,3,2.69,2 Options,Japan,3.7,Yami,Juice
Green Tea No Sugar 525ml,2,2.29,No,Japan,5,Yami,Juice
Tennensui Sparkling Drink Orange 500ml,4,2.49,No,Japan,3.5,Yami,Juice
Otona No Calolimit Ryokucha Plus 500ml,3,2.69,No,Japan,5,Yami,Juice
Assam Coffee Milk Tea 350ml*6,1,5.99,No,Taiwan,3,Yami,Juice
Assam Cookies & Cream Milk Tea 300ml*6,1,5.99,No,Taiwan,2,Yami,Juice
Mitsuya Tokuno Orange Squash Soda 500ml,1,2.49,No,Japan,5,Yami,Juice
DONG SUH FOODS Rooibos Tea 500ml,4,1.69,4 Options,Korea,4,Yami,Juice
Ginger and Herbal Barley Tea Summer Edition 375g,2,3.49,No,Japan,4,Yami,Juice
Jyujitsu Yasai Nyusankin Mix 200ml,1,1.99,No,Japan,5,Yami,Juice
Iemon Plus Cholesterol Taisaku 500ml,2,3.69,No,Japan,5,Yami,Juice
Hawthorn Apple Drink 260ml,0,1.99,2 Options,Mainland China,0,Yami,Juice
Sparkling Water Strawberry Flavor 500g,2,2.49,No,Japan,4.5,Yami,Juice
Lemon Tea 525ml,2,2.09,No,Japan,5,Yami,Juice
BENTRE Coconut Water Original 330ml,1,1.49,No,Vietnam,4,Yami,Juice
FUKUMANEKI NEKO Cider 11.49oz,0,2.99,No,Japan,0,Yami,Juice
Ginseng Drink 120ml,2,2.59,No,Korea,5,Yami,Juice
Mitsuya Cider Lemola Lemon Soda 500ml,0,2.49,No,Japan,0,Yami,Juice
Tea Time Snacks Value Set,1,16.99,No,Unclear,4,Yami,Juice
Strawberry Yogurt Blend 280ml,1,2.29,No,Japan,5,Yami,Juice
Ichinichibun No Yasai 200ml,1,2.19,No,Japan,5,Yami,Juice
Orange Drink 1500ml,1,5.49,No,Japan,3,Yami,Juice
Lemon Water 550ml,0,1.99,No,Japan,0,Yami,Juice
Coconut Water with Pulp 490ml,1,1.29,No,Mainland China,3,Yami,Juice
Coconut Water with Pulp 490ml,0,1.49,2 Options,Mainland China,0,Yami,Juice
Fruit & Milk Drink 479g,0,2.29,No,Japan,0,Yami,Juice
Monascus Malz 330ml (Limited to 5 cans),1,3.79,No,Taiwan,5,Yami,Juice
