Product_Name,Price,Reviews,Option,Origin,Rate,Platform,Category
Snacked bamboo shoot(Shiitake mushroom),3.21,2,No,Mainland China,3.0,Yami,Egg Roll
Braised Spicy Squid 80g,3.69,70,4 Options,Taiwan,4.1,Yami,Egg Roll
Braised abalone in scallop sauce   140g,15.99,0,No,Mainland China,0.0,Yami,Egg Roll
Yinxiangxueshan Yunnan Wild Mushroom  120g,4.09,81,No,Mainland China,4.6,Yami,Egg Roll
Fresh Fried Sturgeon 227g,4.39,9,No,Mainland China,4.3,Yami,Egg Roll
Dried Seaweed Knot 200g,3.14,2,No,Mainland China,5.0,Yami,Egg Roll
Pickle Lotus 30pcs 900g,8.69,59,No,Mainland China,3.6,Yami,Egg Roll
Dried Seaweed Crisp Hot and Sour Flavor 160g,2.99,41,No,Mainland China,4.7,Yami,Egg Roll
Dried Seaweed Crisp Spicy Flavor 160g,3.29,30,No,Mainland China,4.7,Yami,Egg Roll
Enoki Mushroom Spicy 400g,7.29,33,No,Mainland China,4.1,Yami,Egg Roll
"Spicy Mushrooms, 150g",3.59,18,No,Mainland China,3.9,Yami,Egg Roll
Yuannan Special Ganniuyin 300g,9.30,33,No,Mainland China,4.5,Yami,Egg Roll
Boiled Bamboo Shoots 300g,4.99,30,No,Mainland China,4.6,Yami,Egg Roll
JIXIANGJU Sheredded Kelp in Sesame 88g,0.79,37,No,Mainland China,3.7,Yami,Egg Roll
Spicy Edamame 900g,8.89,24,No,Mainland China,4.0,Yami,Egg Roll
Yuannan Special Jizongyin 248g,6.69,16,No,Mainland China,4.3,Yami,Egg Roll
Spicy Bamboo Shoots(with red chili) 100g,1.99,1,2 Options,Mainland China,5.0,Yami,Egg Roll
Boiled Bracken 300g,5.99,1,No,Mainland China,3.0,Yami,Egg Roll
Smoked Bamboo Shoots 300g,3.49,8,No,Mainland China,5.0,Yami,Egg Roll
Instant Jellyfish(Spicy),3.59,6,3 Options,Unclear,4.8,Yami,Egg Roll
Crispy Lotus Root (Sour and Hot Flavor) 168g,3.99,12,No,Mainland China,4.4,Yami,Egg Roll
Quail Egges in Water 425g,2.99,2,No,Thailand,5.0,Yami,Egg Roll
Canned Tuna Standard 150g,3.50,3,No,Korea,4.0,Yami,Egg Roll
Hot & Spicy Green Soybean 20pcs 600g,6.99,9,No,Mainland China,4.4,Yami,Egg Roll
Shan Chuan Lv Ye Braised Bamboo Shoots 500g,6.99,9,No,Unclear,4.4,Yami,Egg Roll
Sauerkraut Shoots 230g,2.79,4,No,Mainland China,4.5,Yami,Egg Roll
Crispy White Sardine Larb Flavor 100g,4.59,5,No,Thailand,4.2,Yami,Egg Roll
Spicy Mushroom Snack 200g,4.09,6,No,Mainland China,4.3,Yami,Egg Roll
Sliced Lotus root  208g,3.99,6,No,Mainland China,2.7,Yami,Egg Roll
Sliced Lotus root Spicy 208g,3.99,0,No,Mainland China,0.0,Yami,Egg Roll
Pickled Cowpea Beans in Chili Oil 80g,0.79,65,No,Mainland China,4.7,Yami,Egg Roll
Sauteed Lotus 30pcs,8.69,91,No,Mainland China,4.3,Yami,Egg Roll
Jingucuisun 320g,2.59,76,No,Mainland China,4.3,Yami,Egg Roll
Cold Kelp Silk Fresh Flavor 70g,0.69,38,No,Mainland China,4.6,Yami,Egg Roll
Spicy Lotus Root Slices 120g,1.69,60,No,Mainland China,4.6,Yami,Egg Roll
Sichuan Style Dried Spicy Radish 280g,3.59,29,No,Mainland China,4.2,Yami,Egg Roll
Spicy Kelp knot 120g,2.49,42,No,Mainland China,4.8,Yami,Egg Roll
Bean Sturgeon 227g,4.39,24,No,Mainland China,4.9,Yami,Egg Roll
Dried Seaweed Crisp Knot Spicy Flavor 160g,3.29,28,No,Mainland China,4.7,Yami,Egg Roll
Spicy Mushroom 108g,3.39,33,No,Unclear,4.1,Yami,Egg Roll
Vege Best Keichiku Bamboo Shoots 600g,5.99,22,No,Unclear,4.6,Yami,Egg Roll
Pickled Cucumbers 170g,1.49,11,No,United States,4.8,Yami,Egg Roll
Sliced Conch in Abalone Sauce 15oz,7.99,17,No,Mainland China,4.3,Yami,Egg Roll
BBQ Small Potato 205g,3.99,15,No,Mainland China,4.6,Yami,Egg Roll
Bamboo Shoots (Spicy Flavor) 400g,3.99,13,No,Mainland China,4.3,Yami,Egg Roll
Spicy Bamboo Shoots(with green chili) 100g,1.99,2,2 Options,Mainland China,4.5,Yami,Egg Roll
Yuannan Special Ganniuyin 248g,6.59,13,No,Mainland China,4.0,Yami,Egg Roll
Instant Jellyfish(Sour Sweet),3.59,7,3 Options,Mainland China,4.4,Yami,Egg Roll
LYF Braised  Bamboo Shoot 45g,1.29,10,No,Mainland China,4.5,Yami,Egg Roll
JIXIANGJU Pickled Mustard Green 66g,0.79,11,No,Mainland China,4.2,Yami,Egg Roll
Bamboo Shoots (Spiced Flavor) 400g,3.99,11,No,Mainland China,4.1,Yami,Egg Roll
JXJFOOD Celtuce in Chili Sauce 180g,1.79,9,No,Mainland China,4.8,Yami,Egg Roll
Preserved Mustard 280g,3.59,9,No,Mainland China,4.9,Yami,Egg Roll
Roasted Diced Tuna  90g,2.19,2,4 Options,Taiwan,3.0,Yami,Egg Roll
Crispy Bamboo Shoots 300g,2.99,3,No,Mainland China,3.7,Yami,Egg Roll
Hong Gui Ren Taiwan Traditional Minced Pork Sauce Packet 6 Packets No Preservatives,29.99,1,No,Unclear,3.0,Yami,Egg Roll
Snacked bamboo shoot(Spicy),3.29,0,No,Mainland China,0.0,Yami,Egg Roll
