Product_Name,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Non-Carbonated Mini Soft Drink 4Packs Fruits&Veggies Flavor  840ml,3,5.25,No,Japan,5,Yami,Juice,200,800,1050
Sparkling Water Yugurt Flavor 320ml,19,2.49,2 Options,Mainland China,4.7,Yami,Juice,25,100,62
Calpis Teaumi Orange  Concentrate 470ml,2,5.99,No,Japan,5,Yami,Juice,200,800,1198
Calpis Kanjyuku Kyoho Grape Concentrate 470ml,1,5.99,No,Japan,4,Yami,Juice,200,800,1198
Aloe Vera Drink Mango Flavor with Real Pulp 500ml,6,0.99,No,Taiwan,4.8,Yami,Juice,200,800,198
Low Calories Jasmine Tea 500ml,2,2.69,No,Japan,5,Yami,Juice,200,800,538
Pink Guava Flavored Drink With Coconut Jelly 320ml,1,1.09,14 Options,Thailand,5,Yami,Juice,200,800,218
Yogurt Soft Drink 4packs,22,5.09,No,Mainland China,4.5,Yami,Juice,25,100,127
VITA Lemon Tea 500ml,34,1.39,3 Options,Hong Kong,4.6,Yami,Juice,25,100,35
Green Dakara Lemon Nyusankin 430ml,2,2.59,No,Japan,4.5,Yami,Juice,200,800,518
Volcanic Rock Mineral Water 500ml,1,0.89,No,Mainland China,5,Yami,Juice,200,800,178
Grape Flavored Drink with Nata de COCO 320ml,1,1.19,14 Options,Thailand,5,Yami,Juice,1000,4000,1190
Original Yogurt 310ml,5,2.89,No,Japan,4.2,Yami,Juice,25,100,72
Marouma Milk Tea 500ml,3,2.09,No,Japan,4,Yami,Juice,200,800,418
100% USDA Nature Pu-erh Tea 500ml,3,2.99,No,Japan,4.3,Yami,Juice,200,800,598
Otona No Calolimit Hatomugi Blend 500ml,3,2.69,No,Japan,5,Yami,Juice,200,800,538
Demi Soda Peach Flavor 250ml,36,1.09,No,Korea,4.8,Yami,Juice,25,100,27
Gogo No Kocha Milk Tea 280ml,0,2.29,No,Japan,0,Yami,Juice,200,800,458
Craft Boss Ice Vanilla Latte 500ml,1,2.99,No,Japan,5,Yami,Juice,200,800,598
Soft Drink Zeitaku Yogurina 540ml,5,2.09,No,Japan,4.2,Yami,Juice,25,100,52
TEA TIME Barley Milk Tea 500ml,2,2.29,No,Taiwan,4,Yami,Juice,200,800,458
Utopia Performance Energy Drink Apple Peach Flavor 500ml,3,3.99,No,Japan,4.3,Yami,Juice,200,800,798
Nippon Yell Miyazaki Hyuganatsu 500ml,1,2.29,No,Japan,5,Yami,Juice,200,800,458
Soda Drink Grape Flavor,1,2.09,No,Japan,5,Yami,Juice,200,800,418
Yogurt Drink Mango flavor 350ml,3,1.09,3 Options,Taiwan,4,Yami,Juice,200,800,218
Roasted Tea 195g,3,2.09,No,Japan,5,Yami,Juice,200,800,418
Orange and Honey Soda 330ml,58,1.49,No,Mainland China,4.7,Yami,Juice,25,100,37
Prebiotic Soda Strawberry Lemon 340g,1,3.09,No,United States,5,Yami,Juice,200,800,618
?€?Value Set?€? Meco Fruit Tea Pack of 6 Peach Red Pomelo Tea*2 Thai Lime Tea*2 Tangerine Lemon Tea*2,42,9.99,5 Options,Mainland China,4.6,Yami,Juice,50,200,500
Soft Drink-Barley Tea (Gteen Dakara) 650ml,35,2.49,No,Japan,5,Yami,Juice,25,100,62
Tangerine Flavored Soda 248ml*6 pcs,27,11.49,No,Mainland China,5,Yami,Juice,25,100,287
MILKIS Milk Soda 500ml,47,1.89,No,Korea,4.8,Yami,Juice,25,100,47
Lemon Black Tea 500 ml,50,1.99,5 Options,Mainland China,4.7,Yami,Juice,25,100,50
"Elderflower Presse, Lemonade At least 95% Organic 250ml",2,3.89,No,United States,5,Yami,Juice,200,800,778
Mineral Water Orange Flavor 555ml,2,2.29,3 Options,United States,5,Yami,Juice,300,1200,687
Honey Citron Drink 770g,51,7.99,5 Options,Korea,4.8,Yami,Juice,25,100,200
Pine Cider 10.14oz,1,2.19,No,Japan,5,Yami,Juice,200,800,438
Sakura Flavor Cola 240ml Limited Edition,29,2.99,No,Japan,4.7,Yami,Juice,25,100,75
Peach Drink 240ml,59,0.99,3 Options,Korea,4.3,Yami,Juice,25,100,25
Light Drink Peach 500ml,59,2.09,3 Options,Mainland China,4.6,Yami,Juice,25,100,52
Sparkling Water Lemon Flavor 500ml,49,2.49,2 Options,Mainland China,4.4,Yami,Juice,25,100,62
Xiao Ming Orange Green Tea Drink 480ml,38,1.59,5 Options,Taiwan,4.5,Yami,Juice,25,100,40
Gogo No Kocha Milk Tea 1.5l,4,5.89,No,Japan,5,Yami,Juice,200,800,1178
Ramune Soda Original 200ml,27,1.79,9 Options,Japan,4.9,Yami,Juice,25,100,45
VITA Chrysanthemum Tea 250ml*6pcs,2,4.49,No,Hong Kong,5,Yami,Juice,50,200,225
Black Milk Tea 320ml,29,2.69,2 Options,Mainland China,4.8,Yami,Juice,25,100,67
HUT GAE CHA Oriental Raisin Tea 500ml,19,1.79,No,Korea,4.6,Yami,Juice,25,100,45
HOT 6 Energy Drink 250ml,21,0.79,No,Korea,4.6,Yami,Juice,25,100,20
Salted Soda Water 369ml,12,1.29,No,Mainland China,4.8,Yami,Juice,200,800,258
Pineapple Flavored Drink With Nata De COCO 320ml,23,1.19,14 Options,Thailand,4.4,Yami,Juice,25,100,30
"Sparkling Water Curate, Kiwi Sandia, Slim Can 340g",1,0.89,No,United States,5,Yami,Juice,300,1200,267
Iced Green Tea 500ml,18,1.39,No,Mainland China,5,Yami,Juice,25,100,35
Honey Citron Tea 580g,7,4.59,No,Korea,4.9,Yami,Juice,100,400,459
Ramune Super Blueberry Flavor 200ml,5,1.69,5 Options,Japan,4.6,Yami,Juice,25,100,42
Eastern Leaves Black Tea 500ml,8,1.89,No,Mainland China,4.6,Yami,Juice,200,800,378
Strawberry Milk 500ml,14,1.99,No,Japan,4.2,Yami,Juice,200,800,398
Hawthorn Berry Sparkling Drink 230ml,6,2.49,4 Options,Mainland China,4.3,Yami,Juice,200,800,498
Bird's Nest Pandan Drink 180ml,13,4.99,4 Options,Thailand,4.8,Yami,Juice,100,400,499
Pepsi Refresh Shot 200ml,4,1.89,No,Japan,3.8,Yami,Juice,200,800,378
Ramune Soda Blueberry 200ml,9,1.79,9 Options,Japan,4.8,Yami,Juice,200,800,358
White Peach Yogurina Water 550ml,16,2.49,No,Japan,4.3,Yami,Juice,25,100,62
Apricot Peel Tea Classic,12,2.99,No,Mainland China,4.7,Yami,Juice,200,800,598
Gogo No Kocha Lemon Tea 383g,2,2.69,No,Japan,5,Yami,Juice,200,800,538
Apricot Peel Tea Diet,4,2.99,No,Mainland China,5,Yami,Juice,200,800,598
Pineapple Soda 275ml,5,3.99,No,Mainland China,5,Yami,Juice,200,800,798
Apple Flavor Soft Drink 185g,4,1.19,3 Options,Japan,4,Yami,Juice,200,800,238
BIZ TIME Black Coffee Drink No Sugar 400ml,3,2.49,No,Japan,4,Yami,Juice,200,800,498
Apple Juicy,7,2.79,No,Japan,4.7,Yami,Juice,200,800,558
Kenko Mineral Mugicha Iimugi Blend 650ml,3,2.39,No,Japan,5,Yami,Juice,200,800,478
Melon Ramu Bottle 16.2oz,0,2.29,No,Japan,0,Yami,Juice,200,800,458
Yellow beverage smoothie 250ml,1,2.29,3 Options,Japan,4,Yami,Juice,200,800,458
"Fruit Soda Grape Flavor, 431g",5,2.59,No,Japan,5,Yami,Juice,25,100,65
Japanese Green Tea Oi Ocha 525ml,4,2.19,No,Japan,5,Yami,Juice,200,800,438
Lychee Collagen Drink 300ml,2,2.49,4 Options,Mainland China,5,Yami,Juice,200,800,498
ITOEN Shio Lemon Squash,6,2.29,No,Japan,4.7,Yami,Juice,25,100,57
Soda Mix Fruits Flavor 259ml,5,1.59,No,Mainland China,4.4,Yami,Juice,200,800,318
Agar Grass Jelly Drink 410g,0,1.79,No,Taiwan,0,Yami,Juice,200,800,358
Grape Peach Sparkling water 500ml,3,1.99,6 Options,Taiwan,4.7,Yami,Juice,200,800,398
Ramune Soda Melon 200ml,1,1.69,7 Options,Japan,5,Yami,Juice,200,800,338
100% USDA Nature Jasmine Tea 500ml,4,2.99,No,Japan,5,Yami,Juice,200,800,598
High Dietary Fiber Sparkling Tea Watermelon Jasmine Tea Flavor 550ml,2,2.49,2 Options,Mainland China,4,Yami,Juice,200,800,498
Thai Tea 700ml,1,2.99,No,Thailand,5,Yami,Juice,1000,4000,2990
Calpis Light Blue 500ml,2,2.29,No,Japan,5,Yami,Juice,200,800,458
Aloe Vera Drink 500ml,0,1.69,No,Japan,0,Yami,Juice,200,800,338
Calpis Soda Shifuku No Jikan Aoringo 500ml,3,2.39,No,Japan,3.7,Yami,Juice,200,800,478
Wilkinson Tansan Peach Soda Drink 470ml,4,2.29,No,Japan,3.5,Yami,Juice,200,800,458
Mets Plus Lemon Squash 480ml,0,2.59,No,Japan,0,Yami,Juice,200,800,518
Sea Crystal Lemon Drink 500ml,5,1.49,No,Mainland China,4,Yami,Juice,200,800,298
Original Ramu Bottle 16.2oz,0,2.09,No,Japan,0,Yami,Juice,200,800,418
Zone Mad Hacker Sports Drink 500ml,1,3.89,No,Japan,5,Yami,Juice,200,800,778
Soda Water 325ml,0,1.09,No,Thailand,0,Yami,Juice,1000,4000,1090
TEA TIME Darjeeling Milk Tea 500ml,3,2.29,No,Taiwan,3.7,Yami,Juice,200,800,458
Grass Jelly Drink Pandan Leaf Flavor 320g,2,0.99,5 Options,Taiwan,3,Yami,Juice,200,800,198
"MATCHA LOVE Energy Focus Green Tea Blend with Real Matcha, 8.28oz",3,2.89,No,Japan,4.7,Yami,Juice,200,800,578
Gogo No Kocha Straight Tea 383g,2,2.69,No,Japan,5,Yami,Juice,200,800,538
Irohasu Ohgon Pineapple Drink 555ml,2,2.49,No,United States,3,Yami,Juice,300,1200,747
Life+ Grilled Coconut Water 350ml,3,2.49,No,Thailand,4.3,Yami,Juice,200,800,498
Shio Lemon Squash Drink 500ml,1,2.49,No,Japan,4,Yami,Juice,200,800,498
Orange Flavor Soft Drink 185g,0,1.19,3 Options,Japan,0,Yami,Juice,200,800,238
Soda Orange Flavor 259ml,3,1.59,No,Mainland China,4.7,Yami,Juice,200,800,318
Green Plum Flavor Soda 335ml,29,1.99,No,Mainland China,4.8,Yami,Juice,25,100,50
CALPIS Drink 300g,0,2.09,No,Japan,0,Yami,Juice,200,800,418
Aloe Vera Drink Original 500ml,2,1.09,No,Korea,5,Yami,Juice,200,800,218
ICE BREWED GREEN TEA 340ml,3,0.99,No,Taiwan,5,Yami,Juice,200,800,198
Oolong Cha 600ml,2,2.39,No,Japan,3.5,Yami,Juice,200,800,478
Calpis Kanjyuku Pine 470ml,0,5.99,No,Japan,0,Yami,Juice,500,2000,2995
Ramune Soda Original Flavor 200ml,0,1.69,7 Options,Japan,0,Yami,Juice,200,800,338
Wilkinson Tansan Lemon 500ml,2,2.19,No,Japan,5,Yami,Juice,200,800,438
Ramune Soda Blue Hawaii Flavor 200ml,7,1.69,7 Options,Japan,4.6,Yami,Juice,25,100,42
Honey Quince Tea 770g,5,7.99,5 Options,Korea,3.4,Yami,Juice,25,100,200
Honey Ginger Tea 770g,12,7.99,5 Options,Korea,4.8,Yami,Juice,200,800,1598
WEI CHUAN Kiwifruit Drink With Pulp 500ml,3,1.69,No,United States,4.3,Yami,Juice,200,800,338
Mitsuya Crystal C 500ml,0,2.49,No,Japan,0,Yami,Juice,200,800,498
Gran Tea Lemon Tea 185g,2,1.39,No,Japan,5,Yami,Juice,200,800,278
Ramune Soda Peach Flavor 200ml,3,1.69,7 Options,Japan,4.3,Yami,Juice,200,800,338
?€?Value Set?€?Yowanai Soda Ume Flavor 350ml * 12 Pack of 12,4,25.99,3 Options,Japan,5,Yami,Juice,25,100,650
Aloe Vera King Natural Orange Taste Aloe Drink 500ml World Sales NO.1 Brand,2,1.39,No,Unclear,0,Yami,Juice,200,800,278
Coconut Water 490ml,3,1.29,No,Mainland China,4.7,Yami,Juice,200,800,258
Soda Tangerine Flavor 280ml,1,1.99,6 Options,Mainland China,5,Yami,Juice,200,800,398
Sparkling WaterOriginal Flavor 500g,0,2.49,No,Japan,0,Yami,Juice,200,800,498
SOPHORA JAPONICA FLAVOR GRAPE DRINK,2,1.69,4 Options,United States,5,Yami,Juice,300,1200,507
Sugar  Cane Drink 300ml,6,1,15 Options,Singapore,4.3,Yami,Juice,200,800,200
Calpis Drink 350ml,0,1.99,No,Japan,0,Yami,Juice,200,800,398
Grapefruit Green Tea 500ml,14,1.49,No,Mainland China,4.5,Yami,Juice,200,800,298
GoGo No Koucha Oishii Mutou 500ml,3,2.49,5 Options,Japan,4.7,Yami,Juice,200,800,498
Sparkling Shibori Grapefruit Sparkling Water 500ml,2,2.49,No,Japan,4.5,Yami,Juice,200,800,498
Jurokucha Tea 630ml,1,3.29,No,Japan,5,Yami,Juice,200,800,658
Honey Lemon Ginger Sparkling Water 500ml,0,1.99,6 Options,Taiwan,0,Yami,Juice,200,800,398
Korean Raisin Hovenia Tea Drink 500ml,10,1.79,6 Options,Korea,5,Yami,Juice,200,800,358
Pear Drink 310ml,11,1.09,No,Mainland China,4.3,Yami,Juice,200,800,218
Black Tea Flower Craft(Orange tea)  410ml,10,2.09,No,United States,4.9,Yami,Juice,200,800,418
Soda Lemon Soda Flavor 280ml,1,1.29,6 Options,Mainland China,4,Yami,Juice,200,800,258
Black Tea Non-sugar 450ml,1,2.69,No,Japan,5,Yami,Juice,200,800,538
Soft Drink Salty Honey Lemon 490ml,1,2.59,No,Japan,3,Yami,Juice,200,800,518
C&C Yogurt Flavored (Sparkling Drink)  500ml,10,1.79,2 Options,Taiwan,4.4,Yami,Juice,200,800,358
Coca-Cola Energy Tea 350ml,0,2.89,No,United States,0,Yami,Juice,200,800,578
Mitsuya Cider Classic Carbonated Drink,5,1.99,No,Japan,4.6,Yami,Juice,25,100,50
Hyosho Postonic Amino 500g,1,2.69,2 Options,Japan,5,Yami,Juice,200,800,538
Lemon Drink 280ml,0,2.19,No,Japan,0,Yami,Juice,200,800,438
Lemon Honey Sports Drink 560ml,7,1.99,No,Mainland China,4.6,Yami,Juice,100,400,199
Natchan Strawberry Papper Pack 250g,0,2.19,No,Japan,0,Yami,Juice,200,800,438
Sports Drink Honey Orange Flavor 560ml,6,1.99,No,Mainland China,4.5,Yami,Juice,200,800,398
Oi Ocha Shincha 525ml,0,2.29,No,Japan,0,Yami,Juice,200,800,458
Guava Nectar 250ml,0,1.49,No,United States,0,Yami,Juice,300,1200,447
LemonJuice 500ml,0,2.29,No,Japan,0,Yami,Juice,200,800,458
Surpreme Meta Tea No Sugar 310ml,9,1.09,2 Options,Taiwan,4.8,Yami,Juice,100,400,109
Rice Milk Drink No Sugar Added 500ml,2,1.79,No,Korea,5,Yami,Juice,200,800,358
DONG SUH Barley Tea 500ml,10,1.39,No,Korea,4.8,Yami,Juice,200,800,278
Green Plum Green Tea 500ml,6,1.39,No,Mainland China,5,Yami,Juice,200,800,278
Nectar Mix Fruit Drink 195ml,8,1.99,No,Japan,4.8,Yami,Juice,200,800,398
Marushibori CC Salty Lemon Drink,6,2.59,No,Japan,4.5,Yami,Juice,200,800,518
Blackcurrant Flavored Drink With Nata De COCO 320ml,0,1.19,14 Options,Thailand,0,Yami,Juice,1000,4000,1190
Soda Grape Flavor 259ml,7,1.59,No,Mainland China,4.7,Yami,Juice,200,800,318
Aloe- Peach Soft Drink 500ml,4,1.69,6 Options,Korea,4,Yami,Juice,200,800,338
Calpis Kanjyuku Mango 470ml,4,5.99,No,Japan,5,Yami,Juice,200,800,1198
Lemon Green Tea 600ml,5,2.69,No,Japan,5,Yami,Juice,25,100,67
Melon Milk Drink 190g,4,1.99,No,Japan,4.2,Yami,Juice,200,800,398
100% USDA Nature Jasmine Tea 500ml,4,2.99,No,Japan,5,Yami,Juice,200,800,598
Oolong Cha 600ml,2,2.39,No,Japan,3.5,Yami,Juice,200,800,478
Oi Ocha Ryokucha 280ml,1,2.29,No,Japan,5,Yami,Juice,200,800,458
Lemon Flavor Soft Drink 185ml,1,1.19,3 Options,Japan,4,Yami,Juice,200,800,238
Soda Pineapple Flavor 259ml,5,1.59,No,Mainland China,4.2,Yami,Juice,200,800,318
Pepsi Japan Cola 600ml,0,2.69,2 Options,Japan,0,Yami,Juice,200,800,538
Hokkaido Corn Tea 525ml,4,2.29,No,Japan,5,Yami,Juice,200,800,458
Craft Boss Coffee Specialty Season Blend 479g,6,3.29,No,Japan,4.5,Yami,Juice,200,800,658
C&C Sparkling Drink Ourin Apple 500ml,3,1.79,2 Options,Taiwan,4,Yami,Juice,200,800,358
White & Yellow Peach Drink With Nata De Coco 500ml,10,2.49,No,Japan,3.7,Yami,Juice,200,800,498
White Mushroom Drink with Added Hyaluronic Acid,1,6.49,No,Taiwan,3,Yami,Juice,1000,4000,6490
Costa Black 270ml,2,2.99,No,United States,5,Yami,Juice,200,800,598
WANG Schisandra Five-Flavor Berry Sparkling Water 350ml*6,3,6.99,No,Korea,5,Yami,Juice,200,800,1398
Tennensui Sparkling Lemon,8,2.29,No,Japan,3.9,Yami,Juice,200,800,458
COLD BREW lemon Tea 470ml,6,2.79,2 Options,Japan,4.2,Yami,Juice,200,800,558
AIKEN Hatomugi Essense Water 530ml,5,1.69,No,Taiwan,4,Yami,Juice,200,800,338
Jyurokujo Mugicha 660ml,4,2.89,No,Japan,4.5,Yami,Juice,200,800,578
Craft Boss Fruits Tea 450ml,3,2.69,No,Japan,4.3,Yami,Juice,200,800,538
Orange Juicy 280ml,2,1.99,No,Japan,5,Yami,Juice,200,800,398
Fujisan Yuzu Cider 240ml,1,3.69,No,Japan,5,Yami,Juice,200,800,738
Sparkling Lychee Black Tea 500ml,6,1.99,6 Options,Taiwan,4.2,Yami,Juice,200,800,398
Tamarindo Flavored Drink With Nata De CoCo 320ml,3,1.19,No,Thailand,5,Yami,Juice,200,800,238
Otona No Calolomit Muto Kocha 500ml,6,2.69,No,Japan,5,Yami,Juice,200,800,538
Iced Lemon Tea Drink 250ml,26,0.89,15 Options,Singapore,4.5,Yami,Juice,25,100,22
Mitsuya Nihon Kudamono Kyoho 450ml,1,2.89,No,Japan,5,Yami,Juice,200,800,578
Ramune Carbonated soft drink Original Flavor 200ml,1,1.99,No,Japan,5,Yami,Juice,200,800,398
Tea With Orange Teito 930ml,2,2.49,No,Japan,5,Yami,Juice,200,800,498
Lychee Soda 275ml,25,2.69,6 Options,Mainland China,4.8,Yami,Juice,25,100,67
Premium Alkaline Water 500ml,28,2.19,No,United States,4.6,Yami,Juice,25,100,55
Iemon Zeitaku Shikomi 525ml,4,2.69,No,Japan,5,Yami,Juice,200,800,538
Miracle Body V 190ml,2,1.29,No,Japan,5,Yami,Juice,200,800,258
Sparkling Water Sugar Free 500ml,1,2.49,No,Japan,5,Yami,Juice,200,800,498
White Peach Drink 500ml,2,2.29,No,Japan,5,Yami,Juice,200,800,458
Monster Ultra Paradise Energy Drink 355ml,1,3.79,No,Japan,5,Yami,Juice,200,800,758
Surpreme Oolong Tea Sugar Free 310ml,4,1.09,No,Taiwan,3.2,Yami,Juice,200,800,218
Wild Blueberry Puree Beverage 300ml,3,4.49,No,Mainland China,4.7,Yami,Juice,200,800,898
Jyurokucha 275ml,3,2.29,No,Japan,5,Yami,Juice,200,800,458
Mint Green Tea Drink 550ml,1,1.49,No,Mainland China,5,Yami,Juice,200,800,298
Plum Soda 500ml,1,2.69,No,Japan,3,Yami,Juice,200,800,538
Is Better BPA Free 250ml,2,1.49,2 Options,United States,5,Yami,Juice,300,1200,447
Jyurokucha Shun Sozai Blend 630ml,2,2.39,No,Japan,4.5,Yami,Juice,200,800,478
Coconut Water 490ml,2,1.49,2 Options,Mainland China,5,Yami,Juice,200,800,298
YEO?€?S Grass Jelly Drink 300ml,21,0.99,15 Options,Singapore,4,Yami,Juice,25,100,25
Soda Drink Original Flavor,2,2.09,No,Japan,5,Yami,Juice,200,800,418
COLD BREW Unsweetened Tea 470ml USDA Organic,3,2.59,No,Japan,4.7,Yami,Juice,200,800,518
Mitsuya 100% Orange Mix Soda 500ml,1,2.79,No,Japan,5,Yami,Juice,200,800,558
Peach Drink 310ml,19,1.09,No,Mainland China,4.8,Yami,Juice,25,100,27
Lime Yogurt 310ml,0,2.89,No,Japan,0,Yami,Juice,200,800,578
OTSUKA Pharmaceutical Oronamin C Drink 120ml,18,2.19,No,Japan,4.8,Yami,Juice,25,100,55
Craft Orange Tea 280ml,1,2.19,No,Japan,3,Yami,Juice,200,800,438
Carbonated Lemon Drink 500ml,1,2.09,No,Japan,5,Yami,Juice,200,800,418
MATCHA LOVE Drink Sweetened 190ml,0,2.99,4 Options,Japan,0,Yami,Juice,200,800,598
Assam Cheese Milk Tea 450ml,16,1.69,No,Taiwan,4.2,Yami,Juice,25,100,42
Igano Tennensui Hakuto Peach Sparkling Water 500ml,0,1.99,No,Japan,0,Yami,Juice,200,800,398
KIMURA Ramune Soda Strawberry Flavor 200ml,5,1.49,No,Japan,3.8,Yami,Juice,25,100,37
Sparkling Water Passion Fruit Flavor 330ml,7,1.49,No,Mainland China,4.9,Yami,Juice,200,800,298
Lemon Soda 450ml,16,2.29,No,Japan,4.8,Yami,Juice,25,100,57
White Grape Flavor Soda 330ml,11,1.89,3 Options,Mainland China,4.7,Yami,Juice,200,800,378
Orange Flavor Soda 330ml,11,1.89,3 Options,Mainland China,4.9,Yami,Juice,200,800,378
Lemon Black Tea 340ml,25,0.99,No,Taiwan,4.5,Yami,Juice,25,100,25
Cider Flavor Soda 330ml,7,1.89,3 Options,Mainland China,4.7,Yami,Juice,100,400,189
MEIGONGZI Sour Plum Soup 310ml,20,1.59,No,Mainland China,4.5,Yami,Juice,25,100,40
Calpis Strawberry Flavor 500ml,2,2.29,No,Japan,4,Yami,Juice,200,800,458
Instant Coffee Latte Flavor 268ml,9,2.69,2 Options,Japan,4.4,Yami,Juice,200,800,538
Orange Soda 275ml,9,2.69,6 Options,Mainland China,4.7,Yami,Juice,200,800,538
Fun Marble Drink Ramune Soft Carbonated Drink Orange Flavor 200ml,5,1.49,No,Japan,5,Yami,Juice,25,100,37
Kenko Mineral Mugicha Slim 1L,2,4.29,No,Japan,5,Yami,Juice,200,800,858
Calpis Calorie 60% Off Concentrate 470ml,0,5.99,No,Japan,0,Yami,Juice,500,2000,2995
Watermelon with Aloe 500ml,12,1.99,No,Korea,4.4,Yami,Juice,200,800,398
Calpis with Milk and Snow Salt Added 280ml,5,2.29,No,Japan,4.6,Yami,Juice,200,800,458
Watermelon Soda  335ml,3,1.59,No,Korea,4.7,Yami,Juice,200,800,318
Basil Seed Fruit Drinks Mangosteen 280ml Superfood for Healthy Cholesterol and Blood Sugar,10,1.99,5 Options,Brazil,3.6,Yami,Juice,25,100,50
Ramune Soda Orange Flavor 200ml,2,1.69,7 Options,Japan,5,Yami,Juice,200,800,338
TAOTI Meta Green Tea Sugar Free 500ml,9,1.99,No,Taiwan,4.4,Yami,Juice,200,800,398
Dong-A Energy Drink Bacchus-x Plus Ginseng 3.3 Fl Oz,7,0.99,No,Korea,4.9,Yami,Juice,25,100,25
Green Dakara Yasashi Mugicha 180g,4,2.59,No,Japan,4.8,Yami,Juice,200,800,518
Grilled Corn Tea 525ml,6,2.19,No,Japan,4.7,Yami,Juice,25,100,55
High Dietary Fiber Sparkling Tea Grapefruit Four Season Tea Flavor 550ml,5,2.49,2 Options,Mainland China,4.6,Yami,Juice,200,800,498
Miyatsu Peach 500ml,9,2.49,No,Japan,4.3,Yami,Juice,200,800,498
Rose Collagen Drink 300ml,3,2.49,4 Options,Mainland China,4.7,Yami,Juice,200,800,498
Xiao Ming Barley Black Tea 480ml,7,1.69,No,Taiwan,5,Yami,Juice,200,800,338
Strawberry Ramu Bottle 16.2oz,0,2.29,No,Japan,0,Yami,Juice,200,800,458
NECTAR Mix Drink 340ml,7,2.49,No,Japan,4.7,Yami,Juice,25,100,62
Ramune Soda Strawberry Flavor 200ml,3,1.69,7 Options,Japan,4.3,Yami,Juice,200,800,338
Karada Calpis 0 Calorie 430ml,1,2.79,No,Japan,4,Yami,Juice,200,800,558
FUJI SODA Mango & Pineapple (Ramune)  200ml,2,1.79,No,Japan,5,Yami,Juice,200,800,358
Honey Jujube Tea 770g,6,7.99,5 Options,Korea,4.5,Yami,Juice,25,100,200
Oolong Cha 190g,5,1.99,No,Japan,4.8,Yami,Juice,25,100,50
Boss Tea Base Muto Kocha 340ml,4,5.49,No,Japan,5,Yami,Juice,200,800,1098
Kagabo Hojicha,6,2.29,No,Japan,4.8,Yami,Juice,25,100,57
HUNGFOOKTONG Red Bean & Job?€?s Tear Seed Drink 400ml,2,1.39,No,Mainland China,4.5,Yami,Juice,200,800,278
Hong Kong Style Dessert Poplar Nectar White Peach Flavour 330ml,2,3.99,No,Mainland China,4,Yami,Juice,200,800,798
Original Lemonade 500ml,3,1.99,No,Japan,4.3,Yami,Juice,200,800,398
Gogo Black Tea No Sugar 383g,5,2.69,No,Japan,5,Yami,Juice,25,100,67
Iced Lemon Tea Drink 300ml,3,0.99,15 Options,Singapore,4,Yami,Juice,200,800,198
Kaori Sawayaka Ume Soda 190ml,3,1.29,No,Japan,4.3,Yami,Juice,200,800,258
Koiwai Jyunsui Tohoku MixI 430ml,2,2.49,No,Japan,5,Yami,Juice,200,800,498
Oceanic Pineapple Drink w/ Sea Salt 500ml,6,2.29,No,Singapore,4.3,Yami,Juice,200,800,458
TEA TIME Le Miel Premium Honey Green Tea 500ml,5,1.99,No,Taiwan,4.8,Yami,Juice,200,800,398
TEA TIME Earl Grey Milk Tea 500ml,3,2.29,No,Taiwan,4,Yami,Juice,200,800,458
Yogurt Drink Peach Flavor 4 Packs 125ml*4,2,2.99,2 Options,Taiwan,3.5,Yami,Juice,200,800,598
Kanjyuku Pine & Tennensui 540ml,3,2.39,No,Japan,4.7,Yami,Juice,200,800,478
"Matcha Love Energy Immunity Green Tea Blend with Real Matcha, 8.28oz",3,2.99,No,Japan,4.7,Yami,Juice,200,800,598
Instant Coffee Mocha Flavor 268ml,3,2.69,2 Options,Japan,3.7,Yami,Juice,200,800,538
Green Tea No Sugar 525ml,2,2.29,No,Japan,5,Yami,Juice,200,800,458
Tennensui Sparkling Drink Orange 500ml,4,2.49,No,Japan,3.5,Yami,Juice,200,800,498
Otona No Calolimit Ryokucha Plus 500ml,3,2.69,No,Japan,5,Yami,Juice,200,800,538
Assam Coffee Milk Tea 350ml*6,1,5.99,No,Taiwan,3,Yami,Juice,1000,4000,5990
Assam Cookies & Cream Milk Tea 300ml*6,1,5.99,No,Taiwan,2,Yami,Juice,1000,4000,5990
Mitsuya Tokuno Orange Squash Soda 500ml,1,2.49,No,Japan,5,Yami,Juice,200,800,498
DONG SUH FOODS Rooibos Tea 500ml,4,1.69,4 Options,Korea,4,Yami,Juice,200,800,338
Ginger and Herbal Barley Tea Summer Edition 375g,2,3.49,No,Japan,4,Yami,Juice,200,800,698
Jyujitsu Yasai Nyusankin Mix 200ml,1,1.99,No,Japan,5,Yami,Juice,200,800,398
Iemon Plus Cholesterol Taisaku 500ml,2,3.69,No,Japan,5,Yami,Juice,200,800,738
Hawthorn Apple Drink 260ml,0,1.99,2 Options,Mainland China,0,Yami,Juice,200,800,398
Sparkling Water Strawberry Flavor 500g,2,2.49,No,Japan,4.5,Yami,Juice,200,800,498
Lemon Tea 525ml,2,2.09,No,Japan,5,Yami,Juice,200,800,418
BENTRE Coconut Water Original 330ml,1,1.49,No,Vietnam,4,Yami,Juice,300,1200,447
FUKUMANEKI NEKO Cider 11.49oz,0,2.99,No,Japan,0,Yami,Juice,200,800,598
Ginseng Drink 120ml,2,2.59,No,Korea,5,Yami,Juice,200,800,518
